Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Trevor Lawrence,JAX,0,0,-5,0,-5,4.0,2024,56
Tank Bigsby,JAX,0,0,0,0,0,4.0,2024,56
Travis Etienne,JAX,2,1,10,0,10,4.0,2024,56
Brian Thomas,JAX,9,6,86,1,32,4.0,2024,56
Christian Kirk,JAX,12,7,61,1,20,4.0,2024,56
Brenton Strange,JAX,3,3,19,0,11,4.0,2024,56
Luke Farrell,JAX,1,0,0,0,0,4.0,2024,56
D'Ernest Johnson,JAX,0,0,0,0,0,4.0,2024,56
Gabriel Davis,JAX,5,1,-2,0,5,4.0,2024,56
C.J. Stroud,HOU,0,0,0,0,0,4.0,2024,56
Cam Akers,HOU,0,0,0,0,0,4.0,2024,56
J.J. Taylor,HOU,1,0,0,0,0,4.0,2024,56
Dare Ogunbowale,HOU,4,4,47,1,31,4.0,2024,56
Stefon Diggs,HOU,9,5,69,0,28,4.0,2024,56
Nico Collins,HOU,15,12,151,1,26,4.0,2024,56
Dalton Schultz,HOU,5,3,34,0,23,4.0,2024,56
Cade Stover,HOU,1,1,27,0,27,4.0,2024,56
Robert Woods,HOU,3,1,10,0,10,4.0,2024,56
John Metchie,HOU,1,1,7,0,7,4.0,2024,56
Steven Sims,HOU,0,0,0,0,0,4.0,2024,56
