Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Mason Rudolph,TEN,9,17,85,0,0,1,8,27,67.0,4.0,2024,63
Will Levis,TEN,3,4,25,0,1,0,0,16,51.0,4.0,2024,63
Tony Pollard,TEN,0,0,0,0,0,0,0,0,,4.0,2024,63
Tyjae Spears,TEN,0,0,0,0,0,0,0,0,,4.0,2024,63
Calvin Ridley,TEN,0,0,0,0,0,0,0,0,,4.0,2024,63
Tyler Boyd,TEN,0,0,0,0,0,0,0,0,,4.0,2024,63
DeAndre Hopkins,TEN,0,0,0,0,0,0,0,0,,4.0,2024,63
Treylon Burks,TEN,0,0,0,0,0,0,0,0,,4.0,2024,63
Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,,4.0,2024,63
Josh Whyle,TEN,0,0,0,0,0,0,0,0,,4.0,2024,63
Tyler Huntley,MIA,14,22,96,0,0,2,18,18,73.3,4.0,2024,63
Jaylen Wright,MIA,0,0,0,0,0,0,0,0,,4.0,2024,63
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,4.0,2024,63
De'Von Achane,MIA,0,0,0,0,0,0,0,0,,4.0,2024,63
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,4.0,2024,63
Tanner Conner,MIA,0,0,0,0,0,0,0,0,,4.0,2024,63
Malik Washington,MIA,0,0,0,0,0,0,0,0,,4.0,2024,63
Jonnu Smith,MIA,0,0,0,0,0,0,0,0,,4.0,2024,63
