Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Dak Prescott,DAL,22,27,221,9,32.1,149,5.5,107,4.9,4.0,114,5.2,0,0.0%,2,7.4%,1,6,1,2,4,14.3%,0,,4.0,2024,49
Daniel Jones,NYG,29,40,281,12,29.3,399,10.0,161,5.6,4.0,120,4.1,2,5.0%,3,7.5%,1,11,0,2,3,7.3%,0,,4.0,2024,49
