Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Matthew Stafford,LAR,0,0,0,0,0,4.0,2024,52
Kyren Williams,LAR,4,4,10,0,5,4.0,2024,52
Ronnie Rivers,LAR,0,0,0,0,0,4.0,2024,52
Tutu Atwell,LAR,6,4,82,0,25,4.0,2024,52
Jordan Whittington,LAR,8,6,62,0,16,4.0,2024,52
Demarcus Robinson,LAR,3,2,37,0,19,4.0,2024,52
Colby Parkinson,LAR,7,4,33,0,11,4.0,2024,52
Tyler Johnson,LAR,1,0,0,0,0,4.0,2024,52
Caleb Williams,CHI,0,0,0,0,0,4.0,2024,52
D'Andre Swift,CHI,7,7,72,0,27,4.0,2024,52
Roschon Johnson,CHI,0,0,0,0,0,4.0,2024,52
Cole Kmet,CHI,3,3,34,0,22,4.0,2024,52
D.J. Moore,CHI,6,3,22,1,9,4.0,2024,52
Keenan Allen,CHI,3,3,19,0,8,4.0,2024,52
Rome Odunze,CHI,3,1,10,0,10,4.0,2024,52
