Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Travis Etienne,JAX,11,50,0,2.0,31,2.8,19,1.7,1,11.0,4.0,2024,56
Tank Bigsby,JAX,7,90,0,2.0,45,6.4,45,6.4,0,,4.0,2024,56
Trevor Lawrence,JAX,3,5,0,0.0,3,1.0,2,0.7,0,,4.0,2024,56
D'Ernest Johnson,JAX,2,0,0,,0,0.0,0,0.0,0,,4.0,2024,56
Brian Thomas,JAX,1,13,0,1.0,9,9.0,4,4.0,0,,4.0,2024,56
Cam Akers,HOU,13,53,0,1.0,35,2.7,18,1.4,0,,4.0,2024,56
J.J. Taylor,HOU,6,18,0,,14,2.3,4,0.7,0,,4.0,2024,56
C.J. Stroud,HOU,3,17,0,2.0,17,5.7,0,0.0,0,,4.0,2024,56
Dare Ogunbowale,HOU,2,7,0,0.0,5,2.5,2,1.0,0,,4.0,2024,56
Stefon Diggs,HOU,1,6,1,1.0,6,6.0,0,0.0,0,,4.0,2024,56
Steven Sims,HOU,1,0,0,,0,0.0,0,0.0,0,,4.0,2024,56
