Unnamed: 0,WAS,ARI,week,year,game_id
First Downs,29,17,4.0,2024,58
Rush-Yds-TDs,37-216-4,32-181-1,4.0,2024,58
Cmp-Att-Yd-TD-INT,26-30-233-1-1,16-22-142-1-0,4.0,2024,58
Sacked-Yards,0-0,4-27,4.0,2024,58
Net Pass Yards,233,115,4.0,2024,58
Total Yards,449,296,4.0,2024,58
Fumbles-Lost,0-0,3-1,4.0,2024,58
Turnovers,1,1,4.0,2024,58
Penalties-Yards,5-49,4-82,4.0,2024,58
Third Down Conv.,9-12,4-11,4.0,2024,58
Fourth Down Conv.,1-1,2-3,4.0,2024,58
Time of Possession,33:22,26:38,4.0,2024,58
