Player,Pos,home_team,team,week,year,game_id
Bo Nix,QB,0,Broncos,4.0,2024,54
Javonte Williams,RB,0,Broncos,4.0,2024,54
Troy Franklin,WR,0,Broncos,4.0,2024,54
Nate Adkins,TE,0,Broncos,4.0,2024,54
Adam Trautman,TE,0,Broncos,4.0,2024,54
Greg Dulcich,TE,0,Broncos,4.0,2024,54
Quinn Meinerz,OL,0,Broncos,4.0,2024,54
Garett Bolles,T,0,Broncos,4.0,2024,54
Alex Palczewski,T,0,Broncos,4.0,2024,54
Ben Powers,G,0,Broncos,4.0,2024,54
Luke Wattenberg,C,0,Broncos,4.0,2024,54
Zach Allen,DE,0,Broncos,4.0,2024,54
John Franklin-Myers,DE,0,Broncos,4.0,2024,54
D.J. Jones,DT,0,Broncos,4.0,2024,54
Jonathon Cooper,OLB,0,Broncos,4.0,2024,54
Nik Bonitto,OLB,0,Broncos,4.0,2024,54
Justin Strnad,LB,0,Broncos,4.0,2024,54
Cody Barton,LB,0,Broncos,4.0,2024,54
Riley Moss,CB,0,Broncos,4.0,2024,54
Patrick Surtain II,CB,0,Broncos,4.0,2024,54
P.J. Locke,S,0,Broncos,4.0,2024,54
Brandon Jones,S,0,Broncos,4.0,2024,54
