Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Texans,4.0,14.04,18.53,-3.82,0.0,1.45,2.71,-1.7,0.0,-9.28,-2.72,4.7,4.22,-11.37,-4.11,4.0,2024,56
Jaguars,-4.0,-1.45,-2.71,1.7,0.0,-14.04,-18.53,3.82,0.0,9.28,-4.7,2.72,11.37,-4.22,4.11,4.0,2024,56
