Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Geno Smith,SEA,0,0,4.0,2024,64
Kenneth Walker III,SEA,0,0,4.0,2024,64
Zach Charbonnet,SEA,0,0,4.0,2024,64
D.K. Metcalf,SEA,1,1,4.0,2024,64
Tyler Lockett,SEA,0,0,4.0,2024,64
Jaxon Smith-Njigba,SEA,0,0,4.0,2024,64
Jake Bobo,SEA,0,0,4.0,2024,64
AJ Barner,SEA,0,0,4.0,2024,64
Noah Fant,SEA,0,0,4.0,2024,64
Laviska Shenault Jr.,SEA,0,0,4.0,2024,64
Pharaoh Brown,SEA,0,0,4.0,2024,64
Jared Goff,DET,0,0,4.0,2024,64
Amon-Ra St. Brown,DET,0,0,4.0,2024,64
Jahmyr Gibbs,DET,0,0,4.0,2024,64
David Montgomery,DET,0,0,4.0,2024,64
Jameson Williams,DET,0,0,4.0,2024,64
Sam LaPorta,DET,0,0,4.0,2024,64
Tim Patrick,DET,0,0,4.0,2024,64
Brock Wright,DET,0,0,4.0,2024,64
Kalif Raymond,DET,0,0,4.0,2024,64
