Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Chiefs,7.0,-4.0,1.65,-4.64,-9.43,10.62,0.28,8.88,0.0,0.87,-3.76,2.82,3.76,-5.9,3.95,4.0,2024,61
Chargers,-7.0,-10.62,-0.28,-8.88,0.0,4.0,-1.65,4.64,9.43,-0.87,-2.82,3.76,5.9,-3.76,-3.95,4.0,2024,61
