Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Dolphins,-20.0,-18.65,-10.79,-5.86,-4.3,4.49,2.46,0.5,3.65,-4.18,-10.19,6.58,1.6,0.43,-2.6,4.0,2024,63
Titans,20.0,-4.49,-2.46,-0.5,-3.65,18.65,10.79,5.86,4.3,4.18,-6.58,10.19,-0.43,-1.6,2.6,4.0,2024,63
