Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Josh Allen,BUF,16,29,180,6.0,18.8,320,11.0,117,7.3,4.0,63,3.9,5,20.0%,4,16.0%,3,9,0,6,9,26.5%,2,3.5,4.0,2024,62
Mitchell Trubisky,BUF,1,2,2,,,18,9.0,2,2.0,1.0,0,0.0,0,0.0%,1,50.0%,0,1,0,0,0,0.0%,0,,4.0,2024,62
Lamar Jackson,BAL,13,18,156,9.0,47.4,115,6.4,64,4.9,3.6,92,7.1,4,23.5%,0,0.0%,1,3,0,1,2,10.5%,0,,4.0,2024,62
Josh Johnson,BAL,1,1,1,,,0,0.0,0,0.0,0.0,1,1.0,0,0.0%,0,0.0%,0,0,0,1,1,100.0%,0,,4.0,2024,62
