0,1,week,year,game_id
Won Toss,Saints (deferred),4.0,2024,50
Roof,retractable roof (closed),4.0,2024,50
Surface,fieldturf,4.0,2024,50
Duration,3:02,4.0,2024,50
Attendance,72204,4.0,2024,50
Vegas Line,Atlanta Falcons -2.5,4.0,2024,50
Over/Under,41.0 (over),4.0,2024,50
