Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bears,7.0,5.29,4.85,1.76,0.0,0.67,3.72,-5.05,8.78,3.65,-4.7,5.04,4.23,-0.92,0.0,4.0,2024,52
Rams,-7.0,-0.67,-3.72,5.05,-8.78,-5.29,-4.85,-1.76,0.0,-3.65,-5.04,4.7,0.92,-4.23,0.0,4.0,2024,52
