Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA,week,year,game_id
4.0,2:33,1.0,3.0,DET 3,27.0,42.0,Geno Smith pass incomplete short left intended for Tyler Lockett (defended by Alim McNeill),6.51,5.53,4.0,2024,64
4.0,2:28,2.0,3.0,DET 3,27.0,42.0,Geno Smith pass incomplete short middle intended for Jaxon Smith-Njigba (defended by Alex Anzalone),5.53,4.72,4.0,2024,64
4.0,2:25,3.0,3.0,DET 3,27.0,42.0,Geno Smith pass incomplete short left intended for D.K. Metcalf (defended by Carlton Davis),4.72,3.04,4.0,2024,64
4.0,2:16,4.0,3.0,DET 3,27.0,42.0,Geno Smith pass incomplete short left intended for Tyler Lockett,3.04,0.38,4.0,2024,64
4.0,2:09,1.0,10.0,DET 4,27.0,42.0,David Montgomery right tackle for no gain (tackle by Tyrel Dodson),-0.38,-0.78,4.0,2024,64
4.0,2:05,,,,,,Timeout #2 by Seattle Seahawks,,,4.0,2024,64
4.0,2:05,2.0,10.0,DET 4,29.0,42.0,"Jared Goff sacked by Dre'Mont Jones for -4 yards, safety.",-0.78,-2.0,4.0,2024,64
4.0,2:01,,,DET 20,29.0,42.0,"Jake Bates kicks off 76 yards, returned by Dee Williams for 26 yards (tackle by Jake Bates). Penalty on Dareke Young: Offensive Holding, 10 yards (accepted)",0.0,0.28,4.0,2024,64
4.0,1:54,1.0,10.0,SEA 20,29.0,42.0,Geno Smith pass complete deep right to D.K. Metcalf for 21 yards (tackle by Carlton Davis),0.28,1.66,4.0,2024,64
4.0,1:48,1.0,10.0,SEA 41,29.0,42.0,Geno Smith scrambles right end for 11 yards (tackle by Alex Anzalone),1.66,2.39,4.0,2024,64
4.0,1:20,1.0,10.0,DET 48,29.0,42.0,Geno Smith pass incomplete short right,2.39,1.85,4.0,2024,64
4.0,1:16,2.0,10.0,DET 48,29.0,42.0,"Geno Smith pass incomplete short left intended for Jake Bobo. Penalty on Terrion Arnold: Defensive Pass Interference, 13 yards (accepted) (no play)",1.85,3.25,4.0,2024,64
4.0,1:11,1.0,10.0,DET 35,29.0,42.0,"Geno Smith pass incomplete deep middle intended for Tyler Lockett. Penalty on Levi Onwuzurike: Roughing the Passer, 15 yards (accepted) (no play)",3.25,4.24,4.0,2024,64
4.0,1:06,,,,,,Timeout #1 by Detroit Lions,,,4.0,2024,64
4.0,1:06,1.0,10.0,DET 20,29.0,42.0,Geno Smith pass deep middle intended for Jaxon Smith-Njigba is intercepted by Kerby Joseph in end zone and returned for no gain,4.24,-0.28,4.0,2024,64
4.0,1:00,1.0,10.0,DET 20,29.0,42.0,Jared Goff kneels for -1 yards,0.28,-0.46,4.0,2024,64
4.0,0:28,2.0,11.0,DET 19,29.0,42.0,Jared Goff kneels for -1 yards,-0.46,-1.33,4.0,2024,64
