Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Bo Nix,DEN,12,25,60,3,12.0,245,9.8,26,2.2,1.0,34,2.8,2,8.0%,10,40.0%,0,7,5,2,7,25.9%,2,4.0,4.0,2024,54
Aaron Rodgers,NYJ,24,42,225,10,21.3,306,7.3,129,5.4,3.1,96,4.0,2,4.9%,11,26.8%,5,21,1,8,14,27.5%,4,4.5,4.0,2024,54
