Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Ravens won the coin toss and deferred, Bills to receive the opening kickoff.",,,4.0,2024,62
1.0,15:00,,,BAL 35,0.0,0.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,62
1.0,15:00,1.0,10.0,BUF 30,0.0,0.0,Josh Allen pass complete short left to Dalton Kincaid for 5 yards (tackle by Marlon Humphrey),0.94,1.07,4.0,2024,62
1.0,14:37,2.0,5.0,BUF 35,0.0,0.0,Josh Allen pass complete short right to Khalil Shakir for no gain (tackle by Kyle Hamilton),1.07,0.37,4.0,2024,62
1.0,13:58,3.0,5.0,BUF 35,0.0,0.0,Josh Allen scrambles up the middle for 4 yards (tackle by Marlon Humphrey),0.37,-0.78,4.0,2024,62
1.0,13:17,4.0,1.0,BUF 39,0.0,0.0,Josh Allen left guard for 3 yards (tackle by Travis Jones and Trenton Simpson),-0.78,1.73,4.0,2024,62
1.0,12:37,1.0,10.0,BUF 42,0.0,0.0,James Cook left tackle for 8 yards (tackle by Kyle Hamilton),1.73,2.27,4.0,2024,62
1.0,11:56,2.0,2.0,BUF 50,0.0,0.0,Ray Davis right guard for no gain (tackle by Travis Jones and Nate Wiggins),2.27,1.55,4.0,2024,62
1.0,11:18,3.0,2.0,BUF 50,0.0,0.0,Josh Allen pass incomplete short middle intended for Dalton Kincaid,1.55,-0.06,4.0,2024,62
1.0,11:09,4.0,2.0,BUF 50,0.0,0.0,"Sam Martin punts 37 yards, fair catch by Deonte Harty at BAL-13",-0.06,0.32,4.0,2024,62
1.0,11:02,1.0,10.0,BAL 13,0.0,6.0,"Derrick Henry right tackle for 87 yards, touchdown",-0.32,7.0,4.0,2024,62
1.0,10:50,,,BUF 15,0.0,7.0,Justin Tucker kicks extra point good,0.0,0.0,4.0,2024,62
1.0,10:50,,,BAL 35,0.0,7.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,62
1.0,10:50,1.0,10.0,BUF 30,0.0,7.0,James Cook left tackle for 8 yards (tackle by Trenton Simpson and Roquan Smith),0.94,1.47,4.0,2024,62
1.0,10:08,2.0,2.0,BUF 38,0.0,7.0,Josh Allen pass complete short middle to Dalton Kincaid for 7 yards (tackle by Kyle Hamilton),1.47,1.93,4.0,2024,62
1.0,9:34,1.0,10.0,BUF 45,0.0,7.0,Josh Allen pass complete short left to James Cook for 9 yards (tackle by Roquan Smith),1.93,2.6,4.0,2024,62
1.0,9:07,2.0,1.0,BAL 46,0.0,7.0,Josh Allen left guard for 3 yards (tackle by Trenton Simpson and Roquan Smith),2.6,2.72,4.0,2024,62
1.0,8:37,1.0,10.0,BAL 43,0.0,7.0,James Cook left guard for 4 yards (tackle by Roquan Smith),2.72,2.72,4.0,2024,62
1.0,8:03,2.0,6.0,BAL 39,0.0,7.0,Josh Allen pass incomplete short right,2.72,2.01,4.0,2024,62
1.0,7:53,3.0,6.0,BAL 39,0.0,7.0,Josh Allen pass complete short right to Dalton Kincaid for 6 yards (tackle by Kyle Hamilton),2.01,3.38,4.0,2024,62
1.0,7:18,1.0,10.0,BAL 33,0.0,7.0,"Josh Allen sacked by Odafe Oweh for no gain. Penalty on Spencer Brown: Offensive Holding, 10 yards (accepted) (no play)",3.38,2.72,4.0,2024,62
1.0,6:52,1.0,20.0,BAL 43,0.0,7.0,Josh Allen pass complete short right to Mack Hollins for 5 yards (tackle by Nate Wiggins and Kyle Hamilton),2.72,2.16,4.0,2024,62
1.0,6:11,2.0,15.0,BAL 38,0.0,7.0,Josh Allen pass complete short middle to Khalil Shakir for 8 yards (tackle by Roquan Smith and David Ojabo),2.16,2.54,4.0,2024,62
1.0,5:30,3.0,7.0,BAL 30,0.0,7.0,"Josh Allen pass incomplete deep right intended for Keon Coleman. Penalty on David Edwards: Offensive Holding, 10 yards (accepted) (no play)",2.54,1.22,4.0,2024,62
1.0,5:19,3.0,17.0,BAL 40,0.0,7.0,Josh Allen right guard for 8 yards (tackle by Nnamdi Madubuike),1.22,1.24,4.0,2024,62
1.0,4:38,4.0,9.0,BAL 32,3.0,7.0,Tyler Bass 50 yard field goal good,1.24,3.0,4.0,2024,62
1.0,4:34,,,BUF 35,3.0,7.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,62
1.0,4:34,1.0,10.0,BAL 30,3.0,7.0,Lamar Jackson pass complete short left to Zay Flowers for 10 yards (tackle by Christian Benford),0.94,1.6,4.0,2024,62
1.0,3:58,1.0,10.0,BAL 40,3.0,7.0,Lamar Jackson right guard for 6 yards (tackle by Gregory Rousseau),1.6,1.86,4.0,2024,62
1.0,3:19,2.0,4.0,BAL 46,3.0,7.0,Derrick Henry left end for 4 yards (tackle by Cameron Lewis),1.86,2.26,4.0,2024,62
1.0,2:35,1.0,10.0,BUF 50,3.0,7.0,Lamar Jackson pass complete short right to Justice Hill for 9 yards (tackle by Damar Hamlin),2.26,2.93,4.0,2024,62
1.0,1:49,2.0,1.0,BUF 41,3.0,7.0,"Derrick Henry right guard for 5 yards (tackle by Rasul Douglas). Penalty on Dawuane Smoot: Unnecessary Roughness / Defense, 15 yards (accepted)",2.93,4.17,4.0,2024,62
1.0,1:35,1.0,10.0,BUF 21,3.0,7.0,Lamar Jackson up the middle for 3 yards (tackle by Damar Hamlin and Dawuane Smoot),4.17,4.04,4.0,2024,62
1.0,0:55,2.0,7.0,BUF 18,3.0,7.0,Lamar Jackson pass complete short left to Justice Hill for 14 yards (tackle by Baylon Spector),4.04,6.28,4.0,2024,62
1.0,0:11,1.0,4.0,BUF 4,3.0,7.0,Derrick Henry right guard for -1 yards (tackle by Damar Hamlin),6.28,5.15,4.0,2024,62
2.0,15:00,2.0,5.0,BUF 5,3.0,13.0,"Lamar Jackson pass complete short right to Derrick Henry for 5 yards, touchdown",5.15,7.0,4.0,2024,62
2.0,14:55,,,BUF 15,3.0,14.0,Justin Tucker kicks extra point good,0.0,0.0,4.0,2024,62
2.0,14:55,,,BAL 35,3.0,14.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,62
2.0,14:55,1.0,10.0,BUF 30,3.0,14.0,Curtis Samuel left end for 7 yards (tackle by Marcus Williams and Marlon Humphrey),0.94,1.34,4.0,2024,62
2.0,14:25,2.0,3.0,BUF 37,3.0,14.0,James Cook right guard for 2 yards (tackle by Brandon Stephens and Travis Jones),1.34,0.89,4.0,2024,62
2.0,13:45,3.0,1.0,BUF 39,3.0,14.0,Josh Allen pass complete short right to Dawson Knox for no gain (tackle by Kyle Hamilton),0.89,-0.78,4.0,2024,62
2.0,13:00,4.0,1.0,BUF 39,3.0,14.0,Sam Martin punts 42 yards downed by Reid Ferguson,-0.78,-0.15,4.0,2024,62
2.0,12:50,1.0,10.0,BAL 19,3.0,14.0,Lamar Jackson pass complete deep left to Isaiah Likely for 26 yards (tackle by Christian Benford),0.15,1.93,4.0,2024,62
2.0,12:06,1.0,10.0,BAL 45,3.0,14.0,Lamar Jackson pass incomplete short left intended for Mark Andrews,1.93,1.38,4.0,2024,62
2.0,12:00,2.0,10.0,BAL 45,3.0,14.0,"Penalty on Ronnie Stanley: False Start, 5 yards (accepted) (no play)",1.38,0.71,4.0,2024,62
2.0,12:00,2.0,15.0,BAL 40,3.0,14.0,Lamar Jackson pass complete short left to Derrick Henry for 4 yards (tackle by Dorian Williams),0.71,0.56,4.0,2024,62
2.0,11:23,3.0,11.0,BAL 44,3.0,14.0,Lamar Jackson pass complete short middle to Nelson Agholor for 12 yards (tackle by Baylon Spector),0.56,2.65,4.0,2024,62
2.0,10:43,1.0,10.0,BUF 44,3.0,14.0,Justice Hill up the middle for 11 yards (tackle by Taylor Rapp and Cameron Lewis),2.65,3.38,4.0,2024,62
2.0,10:01,1.0,10.0,BUF 33,3.0,14.0,Derrick Henry left end for 6 yards (tackle by Taylor Rapp),3.38,3.65,4.0,2024,62
2.0,9:39,2.0,4.0,BUF 27,3.0,14.0,"Derrick Henry right end for no gain (tackle by Casey Toohill). Penalty on Patrick Mekari: Offensive Holding, 10 yards (accepted) (no play)",3.65,2.3,4.0,2024,62
2.0,9:13,2.0,14.0,BUF 37,3.0,14.0,Lamar Jackson pass incomplete deep left intended for Nelson Agholor (defended by Damar Hamlin),2.3,1.62,4.0,2024,62
2.0,9:03,3.0,14.0,BUF 37,3.0,14.0,Lamar Jackson pass complete short right to Justice Hill for 15 yards (tackle by Dawuane Smoot and Cameron Lewis),1.62,4.11,4.0,2024,62
2.0,8:19,1.0,10.0,BUF 22,3.0,14.0,Derrick Henry right end for 3 yards (tackle by Dorian Williams),4.11,3.97,4.0,2024,62
2.0,7:40,2.0,7.0,BUF 19,3.0,20.0,"Lamar Jackson pass complete deep right to Justice Hill for 19 yards, touchdown",3.97,7.0,4.0,2024,62
2.0,7:34,,,BUF 15,3.0,21.0,Justin Tucker kicks extra point good,0.0,0.0,4.0,2024,62
2.0,7:34,,,BAL 35,3.0,21.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,62
2.0,7:34,1.0,10.0,BUF 30,3.0,21.0,Josh Allen pass incomplete short middle intended for Mack Hollins,0.94,0.39,4.0,2024,62
2.0,7:30,2.0,10.0,BUF 30,3.0,21.0,Josh Allen pass complete short left to Khalil Shakir for 2 yards (tackle by Marlon Humphrey),0.39,-0.03,4.0,2024,62
2.0,6:57,3.0,8.0,BUF 32,3.0,21.0,Josh Allen sacked by Kyle Van Noy for -7 yards,-0.03,-1.7,4.0,2024,62
2.0,6:14,4.0,15.0,BUF 25,3.0,21.0,"Sam Martin punts 59 yards, returned by Deonte Harty for 13 yards (tackle by Reggie Gilliam)",-1.7,-0.87,4.0,2024,62
2.0,5:59,1.0,10.0,BAL 29,3.0,21.0,"Lamar Jackson pass complete short left to Nelson Agholor for -2 yards (tackle by Dorian Williams and Rasul Douglas). Penalty on Daniel Faalele: Ineligible Downfield Pass, 5 yards (declined)",0.87,0.06,4.0,2024,62
2.0,5:40,2.0,12.0,BAL 27,3.0,21.0,Lamar Jackson up the middle for 11 yards (tackle by Baylon Spector and Cole Bishop),0.06,0.83,4.0,2024,62
2.0,5:06,3.0,1.0,BAL 38,3.0,21.0,Derrick Henry right tackle for 2 yards (tackle by Rasul Douglas),0.83,1.6,4.0,2024,62
2.0,4:26,1.0,10.0,BAL 40,3.0,21.0,Derrick Henry right guard for 2 yards (tackle by Baylon Spector and Dorian Williams),1.6,1.32,4.0,2024,62
2.0,3:43,2.0,8.0,BAL 42,3.0,21.0,Lamar Jackson pass complete deep left to Rashod Bateman for 23 yards (tackle by Cameron Lewis),1.32,3.25,4.0,2024,62
2.0,2:59,1.0,10.0,BUF 35,3.0,21.0,"Derrick Henry right end for no gain (tackle by Baylon Spector and Damar Hamlin). Penalty on Roger Rosengarten: Offensive Holding, 10 yards (accepted) (no play)",3.25,2.59,4.0,2024,62
2.0,2:36,1.0,20.0,BUF 45,3.0,21.0,"Lamar Jackson left end for 6 yards. Lamar Jackson fumbles (tackle by Rasul Douglas), recovered by Baylon Spector at BUF-39 (tackle by Rasul Douglas)",2.59,-1.53,4.0,2024,62
2.0,2:25,1.0,10.0,BUF 39,3.0,21.0,James Cook up the middle for 5 yards (tackle by David Ojabo),1.53,1.66,4.0,2024,62
2.0,2:00,2.0,5.0,BUF 44,3.0,21.0,Josh Allen scrambles left end for 3 yards (tackle by Kyle Hamilton),1.66,1.36,4.0,2024,62
2.0,1:16,3.0,2.0,BUF 47,3.0,21.0,Josh Allen pass incomplete short left intended for Khalil Shakir (defended by Marlon Humphrey),1.36,-0.26,4.0,2024,62
2.0,1:11,,,,,,Timeout #1 by Baltimore Ravens,,,4.0,2024,62
2.0,1:11,4.0,2.0,BUF 47,3.0,21.0,"Penalty on Marlon Humphrey: Defensive Delay of Game, 5 yards (accepted) (no play)",-0.26,2.39,4.0,2024,62
2.0,1:11,,,,,,Timeout #2 by Baltimore Ravens,,,4.0,2024,62
2.0,1:11,1.0,10.0,BAL 48,3.0,21.0,Josh Allen pass incomplete deep left intended for Mack Hollins,2.39,1.85,4.0,2024,62
2.0,1:06,2.0,10.0,BAL 48,3.0,21.0,Josh Allen pass incomplete deep left intended for Keon Coleman,1.85,1.16,4.0,2024,62
2.0,1:00,3.0,10.0,BAL 48,3.0,21.0,Josh Allen pass incomplete short right,1.16,0.07,4.0,2024,62
2.0,0:51,4.0,10.0,BAL 48,3.0,21.0,"Sam Martin punts 48 yards, touchback.",0.07,-0.28,4.0,2024,62
2.0,0:42,1.0,10.0,BAL 20,3.0,21.0,Derrick Henry left end for 1 yard (tackle by A.J. Epenesa),0.28,-0.13,4.0,2024,62
3.0,15:00,,,BAL 35,3.0,21.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,62
3.0,15:00,1.0,10.0,BAL 30,3.0,21.0,"Lamar Jackson pass incomplete short right. Penalty on Lamar Jackson: Intentional Grounding, 14 yards (accepted)",0.94,-1.65,4.0,2024,62
3.0,14:49,2.0,24.0,BAL 16,3.0,21.0,Lamar Jackson pass complete short right to Justice Hill for 4 yards (tackle by Cole Bishop),-1.65,-1.62,4.0,2024,62
3.0,14:12,3.0,20.0,BAL 20,3.0,21.0,Lamar Jackson pass incomplete deep left intended for Zay Flowers,-1.62,-2.03,4.0,2024,62
3.0,14:03,4.0,20.0,BAL 20,3.0,21.0,"Jordan Stout punts 46 yards, returned by Brandon Codrington for 6 yards (tackle by Josh Ross and Malik Harrison)",-2.03,-1.6,4.0,2024,62
3.0,13:53,1.0,10.0,BUF 40,3.0,21.0,James Cook right end for -1 yards (tackle by Eddie Jackson),1.6,0.92,4.0,2024,62
3.0,13:09,2.0,11.0,BUF 39,3.0,21.0,Josh Allen pass complete short left to Curtis Samuel for 6 yards (tackle by Marlon Humphrey),0.92,1.03,4.0,2024,62
3.0,12:24,3.0,5.0,BUF 45,3.0,21.0,Josh Allen pass complete deep right to Khalil Shakir for 52 yards (tackle by Brandon Stephens),1.03,6.51,4.0,2024,62
3.0,11:33,1.0,3.0,BAL 3,9.0,21.0,"Ty Johnson left end for 3 yards, touchdown",6.51,7.0,4.0,2024,62
3.0,11:26,,,BAL 15,10.0,21.0,Tyler Bass kicks extra point good,0.0,0.0,4.0,2024,62
3.0,11:26,,,BUF 35,10.0,21.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,62
3.0,11:26,1.0,10.0,BAL 30,10.0,21.0,Derrick Henry left tackle for 5 yards (tackle by Cole Bishop),0.94,1.07,4.0,2024,62
3.0,10:45,2.0,5.0,BAL 35,10.0,21.0,"Penalty on Charlie Kolar: False Start, 5 yards (accepted) (no play)",1.07,0.39,4.0,2024,62
3.0,10:28,2.0,10.0,BAL 30,10.0,21.0,Derrick Henry left guard for -1 yards (tackle by Gregory Rousseau and Dorian Williams),0.39,-0.43,4.0,2024,62
3.0,9:46,3.0,11.0,BAL 29,10.0,21.0,Lamar Jackson sacked by Baylon Spector for -1 yards,-0.43,-1.5,4.0,2024,62
3.0,9:06,4.0,12.0,BAL 28,10.0,21.0,"Jordan Stout punts 54 yards, recovered by Brandon Codrington at BUF-19",-1.5,-0.15,4.0,2024,62
3.0,8:55,1.0,10.0,BUF 19,10.0,21.0,Josh Allen pass incomplete deep right,0.15,-0.39,4.0,2024,62
3.0,8:47,2.0,10.0,BUF 19,10.0,21.0,Josh Allen pass complete deep left to Keon Coleman for 24 yards (tackle by Brandon Stephens),-0.39,1.8,4.0,2024,62
3.0,8:17,1.0,10.0,BUF 43,10.0,21.0,James Cook left guard for 4 yards (tackle by Tavius Robinson and Broderick Washington),1.8,1.79,4.0,2024,62
3.0,7:47,2.0,6.0,BUF 47,10.0,21.0,James Cook left tackle for 6 yards (tackle by Trenton Simpson and Tavius Robinson),1.79,2.46,4.0,2024,62
3.0,7:06,1.0,10.0,BAL 47,10.0,21.0,James Cook left tackle for 3 yards (tackle by Travis Jones and Odafe Oweh),2.46,2.32,4.0,2024,62
3.0,6:32,2.0,7.0,BAL 44,10.0,21.0,"Josh Allen sacked by Kyle Van Noy for -4 yards. Josh Allen fumbles (forced by Kyle Van Noy), recovered by Kyle Hamilton at BAL-48 and returned for 8 yards (tackle by Curtis Samuel). Penalty on Marlon Humphrey: Unnecessary Roughness / Defense, 15 yards (accepted)",2.32,-1.66,4.0,2024,62
3.0,6:20,1.0,10.0,BAL 41,10.0,21.0,Derrick Henry right guard for 5 yards (tackle by Casey Toohill and Dorian Williams),1.66,1.8,4.0,2024,62
3.0,5:43,2.0,5.0,BAL 46,10.0,21.0,Derrick Henry left end for 25 yards (tackle by Christian Benford and Cameron Lewis),1.8,3.64,4.0,2024,62
3.0,4:57,1.0,10.0,BUF 29,10.0,21.0,Justice Hill up the middle for 6 yards (tackle by Dorian Williams and Cole Bishop),3.64,3.91,4.0,2024,62
3.0,4:17,2.0,4.0,BUF 23,10.0,21.0,Justice Hill left end for -3 yards (tackle by Dawuane Smoot),3.91,2.81,4.0,2024,62
3.0,3:38,3.0,7.0,BUF 26,10.0,21.0,Lamar Jackson pass complete short left to Justice Hill for 17 yards (tackle by Rasul Douglas),2.81,5.14,4.0,2024,62
3.0,2:51,1.0,9.0,BUF 9,10.0,27.0,"Lamar Jackson right end for 9 yards, touchdown",5.14,7.0,4.0,2024,62
3.0,2:45,,,BUF 15,10.0,28.0,Justin Tucker kicks extra point good,0.0,0.0,4.0,2024,62
3.0,2:45,,,BAL 35,10.0,28.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,62
3.0,2:45,1.0,10.0,BUF 30,10.0,28.0,Josh Allen pass incomplete short left intended for Mack Hollins,0.94,0.39,4.0,2024,62
3.0,2:41,2.0,10.0,BUF 30,10.0,28.0,Josh Allen pass complete short middle to Dalton Kincaid for 25 yards (tackle by Eddie Jackson and Marlon Humphrey),0.39,2.59,4.0,2024,62
3.0,2:13,1.0,10.0,BAL 45,10.0,28.0,Josh Allen pass complete short left to Dalton Kincaid for 4 yards (tackle by Marcus Williams),2.59,2.58,4.0,2024,62
3.0,1:32,2.0,6.0,BAL 41,10.0,28.0,Josh Allen pass complete deep left to Keon Coleman for 21 yards (tackle by Brandon Stephens),2.58,4.24,4.0,2024,62
3.0,1:15,1.0,10.0,BAL 20,10.0,28.0,Josh Allen pass incomplete deep right,4.24,3.69,4.0,2024,62
3.0,1:08,2.0,10.0,BAL 20,10.0,28.0,Josh Allen pass complete short middle to Keon Coleman for 6 yards (tackle by Roquan Smith and Trenton Simpson),3.69,3.89,4.0,2024,62
3.0,0:29,3.0,4.0,BAL 14,10.0,28.0,Josh Allen sacked by Odafe Oweh for -16 yards,3.89,1.41,4.0,2024,62
4.0,15:00,4.0,20.0,BAL 30,10.0,28.0,Tyler Bass 48 yard field goal no good,1.41,-1.47,4.0,2024,62
4.0,14:55,1.0,10.0,BAL 38,10.0,28.0,Lamar Jackson left end for 19 yards (tackle by Cole Bishop and Dorian Williams),1.47,2.72,4.0,2024,62
4.0,14:14,1.0,10.0,BUF 43,10.0,28.0,Derrick Henry right end for 3 yards (tackle by Dawuane Smoot),2.72,2.58,4.0,2024,62
4.0,13:39,2.0,7.0,BUF 40,10.0,28.0,Derrick Henry left end for 38 yards (tackle by Rasul Douglas and Cole Bishop),2.58,6.74,4.0,2024,62
4.0,12:50,1.0,2.0,BUF 2,10.0,28.0,Derrick Henry right end for -3 yards (tackle by DeWayne Carter),6.74,5.15,4.0,2024,62
4.0,12:17,2.0,5.0,BUF 5,10.0,28.0,"Lamar Jackson pass incomplete short middle intended for Rashod Bateman. Penalty on Rasul Douglas: Defensive Holding, 3 yards (accepted) (no play)",5.15,6.74,4.0,2024,62
4.0,12:11,,,,,,Timeout #1 by Buffalo Bills,,,4.0,2024,62
4.0,12:11,1.0,2.0,BUF 2,10.0,28.0,Derrick Henry right tackle for 1 yard (tackle by Dorian Williams and DeWayne Carter),6.74,5.91,4.0,2024,62
4.0,11:31,2.0,1.0,BUF 1,10.0,34.0,"Derrick Henry right tackle for no gain. Derrick Henry fumbles (forced by Rasul Douglas), recovered by Patrick Ricard in end zone, touchdown",5.91,7.0,4.0,2024,62
4.0,11:23,,,BUF 15,10.0,35.0,Justin Tucker kicks extra point good,0.0,0.0,4.0,2024,62
4.0,11:23,,,BAL 35,10.0,35.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,4.0,2024,62
4.0,11:23,1.0,10.0,BUF 30,10.0,35.0,Josh Allen pass incomplete short right intended for Mack Hollins,0.94,0.39,4.0,2024,62
4.0,11:20,2.0,10.0,BUF 30,10.0,35.0,Josh Allen pass incomplete deep left intended for Dalton Kincaid,0.39,-0.3,4.0,2024,62
4.0,11:14,3.0,10.0,BUF 30,10.0,35.0,Josh Allen pass incomplete deep right intended for Mack Hollins,-0.3,-1.37,4.0,2024,62
4.0,11:06,4.0,10.0,BUF 30,10.0,35.0,"Sam Martin punts 52 yards, returned by Deonte Harty for 15 yards (tackle by Ty Johnson)",-1.37,-1.14,4.0,2024,62
4.0,10:53,1.0,10.0,BAL 33,10.0,35.0,Derrick Henry up the middle for 9 yards (tackle by Christian Benford),1.14,1.81,4.0,2024,62
4.0,10:17,2.0,1.0,BAL 42,10.0,35.0,Derrick Henry right tackle for no gain (tackle by Dorian Williams),1.81,1.09,4.0,2024,62
4.0,9:36,3.0,1.0,BAL 42,10.0,35.0,Derrick Henry up the middle for 5 yards (tackle by Dorian Williams),1.09,2.06,4.0,2024,62
4.0,8:54,1.0,10.0,BAL 47,10.0,35.0,"Lamar Jackson pass complete short right to Isaiah Likely for 8 yards (tackle by Dorian Williams) BUF challenged the pass completion ruling, and the original play was overturned. Lamar Jackson pass incomplete short right intended for Isaiah Likely",2.06,1.52,4.0,2024,62
4.0,8:50,2.0,10.0,BAL 47,10.0,35.0,Justice Hill left end for 4 yards (tackle by Cameron Lewis),1.52,1.36,4.0,2024,62
4.0,8:11,3.0,6.0,BUF 49,10.0,35.0,Derrick Henry right end for no gain (tackle by Nicholas Morrow and Baylon Spector),1.36,0.0,4.0,2024,62
4.0,7:27,4.0,6.0,BUF 49,10.0,35.0,"Jordan Stout punts 43 yards, fair catch by Brandon Codrington at BUF-6",0.0,0.38,4.0,2024,62
4.0,7:17,1.0,10.0,BUF 6,10.0,35.0,Ray Davis right guard for -4 yards (tackle by Adisa Isaac),-0.38,-1.07,4.0,2024,62
4.0,6:40,2.0,14.0,BUF 2,10.0,35.0,Mitchell Trubisky pass complete short left to Curtis Samuel for 2 yards (tackle by Ar'Darius Washington),-1.07,-1.65,4.0,2024,62
4.0,5:56,3.0,12.0,BUF 4,10.0,35.0,Mitchell Trubisky pass incomplete deep right intended for Marquez Valdes-Scantling (defended by Nate Wiggins),-1.65,-2.49,4.0,2024,62
4.0,5:49,4.0,12.0,BUF 4,10.0,35.0,"Sam Martin punts 51 yards, returned by Deonte Harty for 6 yards (tackle by Javon Solomon)",-2.49,-2.32,4.0,2024,62
4.0,5:37,1.0,10.0,BUF 49,10.0,35.0,Derrick Henry left tackle for 2 yards (tackle by DeWayne Carter),2.32,2.05,4.0,2024,62
4.0,4:53,2.0,8.0,BUF 47,10.0,35.0,Derrick Henry left guard for 1 yard (tackle by Ja'Marcus Ingram),2.05,1.49,4.0,2024,62
4.0,4:10,3.0,7.0,BUF 46,10.0,35.0,Josh Johnson pass complete short right to Derrick Henry for 1 yard (tackle by Kaiir Elam),1.49,0.27,4.0,2024,62
