Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Rhamondre Stevenson,NWE,13,43,0,1.0,26,2.0,17,1.3,1,13.0,4.0,2024,59
Antonio Gibson,NWE,6,12,0,0.0,6,1.0,6,1.0,1,6.0,4.0,2024,59
Jamycal Hasty,NWE,3,15,0,,11,3.7,4,1.3,0,,4.0,2024,59
Jacoby Brissett,NWE,2,3,0,1.0,2,1.0,1,0.5,0,,4.0,2024,59
Jordan Mason,SFO,24,123,1,4.0,87,3.6,36,1.5,1,24.0,4.0,2024,59
Brock Purdy,SFO,5,11,0,2.0,9,1.8,2,0.4,0,,4.0,2024,59
Deebo Samuel,SFO,2,14,0,0.0,13,6.5,1,0.5,0,,4.0,2024,59
Isaac Guerendo,SFO,1,0,0,,0,0.0,0,0.0,0,,4.0,2024,59
