Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Deshaun Watson,CLE,8,32,0,8,4.0,2024,60
Jerome Ford,CLE,10,58,0,35,4.0,2024,60
D'Onta Foreman,CLE,4,2,0,1,4.0,2024,60
Jerry Jeudy,CLE,0,0,0,0,4.0,2024,60
Amari Cooper,CLE,0,0,0,0,4.0,2024,60
Blake Whiteheart,CLE,0,0,0,0,4.0,2024,60
Elijah Moore,CLE,0,0,0,0,4.0,2024,60
Jordan Akins,CLE,0,0,0,0,4.0,2024,60
James Proche,CLE,0,0,0,0,4.0,2024,60
Gardner Minshew II,LVR,2,-2,0,-1,4.0,2024,60
Alexander Mattison,LVR,5,60,0,24,4.0,2024,60
Zamir White,LVR,17,50,0,17,4.0,2024,60
DJ Turner,LVR,1,18,1,18,4.0,2024,60
Brock Bowers,LVR,1,12,0,12,4.0,2024,60
Tyreik McAllister,LVR,2,11,0,10,4.0,2024,60
Tre Tucker,LVR,1,3,1,3,4.0,2024,60
Jakobi Meyers,LVR,0,0,0,0,4.0,2024,60
Harrison Bryant,LVR,0,0,0,0,4.0,2024,60
