#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,TEN 28,7,4:55,29,Interception,0,Titans,4.0,2024,63
2,1,8:33,TEN 36,3,2:22,9,Punt,0,Titans,4.0,2024,63
3,1,4:14,TEN 44,9,4:58,21,Field Goal,0,Titans,4.0,2024,63
4,2,12:21,TEN 47,8,4:01,19,Field Goal,0,Titans,4.0,2024,63
5,2,4:13,TEN 30,4,2:05,24,Punt,0,Titans,4.0,2024,63
6,2,1:40,TEN 34,4,0:43,19,Punt,0,Titans,4.0,2024,63
7,2,0:16,TEN 44,3,0:16,27,Field Goal,0,Titans,4.0,2024,63
8,3,13:57,TEN 14,3,2:17,-3,Punt,0,Titans,4.0,2024,63
9,3,9:02,TEN 30,5,3:02,70,Touchdown,0,Titans,4.0,2024,63
10,3,4:20,MIA 44,6,3:44,11,Field Goal,0,Titans,4.0,2024,63
11,4,14:08,MIA 38,8,3:23,27,Field Goal,0,Titans,4.0,2024,63
12,4,3:36,MIA 45,3,1:03,2,Punt,0,Titans,4.0,2024,63
13,4,2:27,MIA 10,4,2:03,10,Touchdown,0,Titans,4.0,2024,63
