#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,9:44,PHI 30,3,1:55,2,Punt,0,Eagles,4.0,2024,57
2,1,5:03,PHI 30,3,1:38,-7,Punt,0,Eagles,4.0,2024,57
3,2,14:09,PHI 30,3,0:22,0,Punt,0,Eagles,4.0,2024,57
4,2,7:18,PHI 30,14,5:24,70,Touchdown,0,Eagles,4.0,2024,57
5,2,1:14,PHI 20,3,0:19,5,Punt,0,Eagles,4.0,2024,57
6,2,0:08,PHI 21,1,0:08,-1,End of Half,0,Eagles,4.0,2024,57
7,3,15:00,PHI 30,5,2:32,70,Touchdown,0,Eagles,4.0,2024,57
8,3,6:49,PHI 27,8,4:13,50,Fumble,0,Eagles,4.0,2024,57
9,4,12:59,PHI 20,6,3:42,8,Punt,0,Eagles,4.0,2024,57
10,4,7:40,PHI 23,10,3:30,19,Downs,0,Eagles,4.0,2024,57
