Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Derek Carr,NOR,28,36,239,11,29.7,193,5.4,127,4.5,3.5,112,4.0,2,5.6%,4,11.1%,1,10,1,2,4,10.5%,1,5.0,4.0,2024,50
Kirk Cousins,ATL,21,35,238,9,25.0,336,9.6,116,5.5,3.3,122,5.8,3,8.8%,3,8.8%,1,4,1,3,5,13.9%,0,,4.0,2024,50
