#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:52,LAC 26,10,6:36,74,Touchdown,1,Chargers,4.0,2024,61
2,1,6:06,KAN 20,4,2:13,-12,Field Goal,1,Chargers,4.0,2024,61
3,1,2:25,LAC 19,4,2:41,3,Punt,1,Chargers,4.0,2024,61
4,2,13:18,LAC 6,3,1:56,9,Punt,1,Chargers,4.0,2024,61
5,2,5:41,LAC 2,3,1:27,0,Punt,1,Chargers,4.0,2024,61
6,2,4:06,LAC 30,3,0:54,-13,Punt,1,Chargers,4.0,2024,61
7,3,15:00,LAC 30,6,3:14,33,Missed FG,1,Chargers,4.0,2024,61
8,3,6:26,LAC 30,14,7:54,67,Downs,1,Chargers,4.0,2024,61
9,4,9:24,LAC 15,3,1:08,1,Punt,1,Chargers,4.0,2024,61
10,4,6:04,LAC 30,5,2:49,11,Punt,1,Chargers,4.0,2024,61
