Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Mason Rudolph,TEN,9,17,85,5,27.8,68,4.0,45,5.0,2.6,40,4.4,2,14.3%,0,0.0%,1,2,1,2,4,22.2%,0,,4.0,2024,63
Will Levis,TEN,3,4,25,0,0.0,18,4.5,12,4.0,3.0,13,4.3,0,0.0%,1,25.0%,0,0,1,0,1,20.0%,1,3.0,4.0,2024,63
Tyler Huntley,MIA,14,22,96,4,16.7,176,8.0,41,2.9,1.9,55,3.9,1,4.8%,5,23.8%,2,0,1,3,6,23.1%,2,10.5,4.0,2024,63
