Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Joe Burrow,CIN,0,0,0,0,0,4.0,2024,51
Chase Brown,CIN,3,2,12,0,8,4.0,2024,51
Zack Moss,CIN,4,4,27,1,21,4.0,2024,51
Ja'Marr Chase,CIN,6,3,85,1,63,4.0,2024,51
Tee Higgins,CIN,10,6,60,0,12,4.0,2024,51
Andrei Iosivas,CIN,1,1,29,0,29,4.0,2024,51
Erick All,CIN,4,4,28,0,11,4.0,2024,51
Drew Sample,CIN,1,1,0,0,0,4.0,2024,51
Mike Gesicki,CIN,1,1,-9,0,-9,4.0,2024,51
Andy Dalton,CAR,0,0,0,0,0,4.0,2024,51
Johnny Hekker,CAR,0,0,0,0,0,4.0,2024,51
Chuba Hubbard,CAR,4,4,17,0,6,4.0,2024,51
Miles Sanders,CAR,4,3,14,0,12,4.0,2024,51
Xavier Legette,CAR,10,6,66,1,17,4.0,2024,51
Diontae Johnson,CAR,13,7,83,1,39,4.0,2024,51
Jonathan Mingo,CAR,5,3,24,0,11,4.0,2024,51
Ja'Tavion Sanders,CAR,2,2,16,0,11,4.0,2024,51
Feleipe Franks,CAR,1,0,0,0,0,4.0,2024,51
Jalen Coker,CAR,1,0,0,0,0,4.0,2024,51
