Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Broncos,1.0,-15.24,-12.68,-2.31,-3.74,17.17,9.97,5.22,2.23,-1.09,-2.29,2.82,2.43,-3.81,-0.24,4.0,2024,54
Jets,-1.0,-17.17,-9.97,-5.22,-2.23,15.24,12.68,2.31,3.74,1.09,-2.82,2.29,3.81,-2.43,0.24,4.0,2024,54
