Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Jerome Ford,CLE,7,7,27,0,0.0,-28,-4.0,55,7.9,-4.0,2,3.5,0,0.0,0,82.7,4.0,2024,60
Jerry Jeudy,CLE,9,6,72,0,4.0,61,10.2,11,1.8,11.0,0,,1,11.1,0,91.0,4.0,2024,60
Amari Cooper,CLE,8,4,35,0,2.0,31,7.8,4,1.0,12.3,0,,2,25.0,1,22.4,4.0,2024,60
Blake Whiteheart,CLE,3,3,13,1,1.0,9,3.0,4,1.3,3.0,0,,0,0.0,0,124.3,4.0,2024,60
Jordan Akins,CLE,2,1,10,0,1.0,3,3.0,7,7.0,-2.0,0,,0,0.0,0,64.6,4.0,2024,60
D'Onta Foreman,CLE,1,1,5,0,0.0,-6,-6.0,11,11.0,-6.0,1,1.0,0,0.0,0,87.5,4.0,2024,60
Elijah Moore,CLE,1,1,11,0,1.0,5,5.0,6,6.0,5.0,0,,0,0.0,0,112.5,4.0,2024,60
James Proche,CLE,1,1,3,0,,-1,-1.0,4,4.0,-1.0,1,1.0,0,0.0,0,79.2,4.0,2024,60
Jakobi Meyers,LVR,10,5,49,0,3.0,25,5.0,24,4.8,6.0,0,,0,0.0,0,64.2,4.0,2024,60
Tre Tucker,LVR,6,5,41,0,2.0,24,4.8,17,3.4,5.8,2,2.5,0,0.0,0,95.1,4.0,2024,60
Brock Bowers,LVR,3,2,19,0,1.0,2,1.0,17,8.5,6.3,2,1.0,1,33.3,0,84.0,4.0,2024,60
Harrison Bryant,LVR,2,2,21,0,1.0,4,2.0,17,8.5,2.0,1,2.0,0,0.0,0,110.4,4.0,2024,60
Alexander Mattison,LVR,1,0,0,0,0.0,0,,0,,-1.0,0,,1,100.0,0,39.6,4.0,2024,60
DJ Turner,LVR,1,0,0,0,0.0,0,,0,,42.0,0,,0,0.0,0,39.6,4.0,2024,60
Zamir White,LVR,1,0,0,0,0.0,0,,0,,-5.0,0,,1,100.0,0,39.6,4.0,2024,60
