#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:43,SEA 23,4,2:11,27,Punt,0,Seahawks,4.0,2024,64
2,1,3:11,SEA 30,5,2:20,33,Fumble,0,Seahawks,4.0,2024,64
3,2,14:58,SEA 30,10,4:50,70,Touchdown,0,Seahawks,4.0,2024,64
4,2,5:11,SEA 30,8,4:10,25,Punt,0,Seahawks,4.0,2024,64
5,2,0:14,SEA 39,4,0:14,17,Missed FG,0,Seahawks,4.0,2024,64
6,3,15:00,SEA 25,10,5:14,75,Touchdown,0,Seahawks,4.0,2024,64
7,3,6:57,SEA 20,8,3:54,80,Touchdown,0,Seahawks,4.0,2024,64
8,3,2:52,SEA 30,7,3:04,70,Touchdown,0,Seahawks,4.0,2024,64
9,4,12:49,SEA 21,7,3:52,25,Punt,0,Seahawks,4.0,2024,64
10,4,5:23,SEA 30,12,3:14,67,Downs,0,Seahawks,4.0,2024,64
11,4,2:01,SEA 20,4,1:01,60,Interception,0,Seahawks,4.0,2024,64
