Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Jerry Jacobs,26.0,CB,15,12.0,203.0,71,"Hutchinson (KS),Arkansas",9/26/1997,2,4.0,Detroit Lions,,,,
Benito Jones,26.0,DL,17,15.0,335.0,73,Mississippi,11/27/1997,3,6.0,Detroit Lions,,,,
Marvin Jones,33.0,WR,6,4.0,199.0,74,California,3/12/1990,11,0.0,Detroit Lions,Cincinnati Bengals,5.0,166.0,2012.0
Brandon Joseph,22.0,S,2,0.0,200.0,72,"Northwestern,Notre Dame",2/5/2001,0,0.0,Detroit Lions,,,,
Kerby Joseph,23.0,S,15,15.0,200.0,72,Illinois,11/14/2000,1,5.0,Detroit Lions,Detroit Lions,3.0,97.0,2022.0
Zonovan Knight,22.0,RB,2,0.0,210.0,71,North Carolina St.,4/11/2001,1,0.0,Detroit Lions,,,,
Sam LaPorta,22.0,TE,17,14.0,245.0,75,Iowa,1/12/2001,0,9.0,Detroit Lions,Detroit Lions,2.0,34.0,2023.0
Chase Lucas,26.0,CB,12,0.0,184.0,71,Arizona St.,3/4/1997,1,1.0,Detroit Lions,Detroit Lions,7.0,237.0,2022.0
Brodric Martin,24.0,DL,3,0.0,326.0,77,"North Alabama,Western Kentucky",5/24/1999,0,0.0,Detroit Lions,Detroit Lions,3.0,96.0,2023.0
Alim McNeill,23.0,DL,13,13.0,310.0,74,North Carolina St.,5/11/2000,2,5.0,Detroit Lions,Detroit Lions,3.0,72.0,2021.0
Jake McQuaide,36.0,LS,9,0.0,247.0,74,Ohio St.,12/7/1987,12,1.0,Detroit Lions,,,,
Ifeatu Melifonwu,24.0,S,17,6.0,210.0,75,Syracuse,5/2/1999,2,3.0,Detroit Lions,Detroit Lions,3.0,101.0,2021.0
James Mitchell,24.0,TE,15,1.0,249.0,76,Virginia Tech,8/11/1999,1,0.0,Detroit Lions,Detroit Lions,5.0,177.0,2022.0
David Montgomery,26.0,RB,14,14.0,230.0,71,Iowa St.,6/7/1997,4,9.0,Detroit Lions,Chicago Bears,3.0,73.0,2019.0
Emmanuel Moseley,27.0,CB,1,0.0,195.0,71,Tennessee,3/25/1996,5,0.0,Detroit Lions,,,,
Matt Nelson,28.0,T,3,2.0,315.0,79,Iowa,12/19/1995,3,1.0,Detroit Lions,,,,
Michael Niese,25.0,OL,1,0.0,300.0,77,"Dayton,Temple",1/13/1998,1,0.0,Detroit Lions,,,,
Trevor Nowaske,25.0,LB,2,0.0,237.0,75,Saginaw Valley St.,11/7/1998,0,0.0,Detroit Lions,,,,
Julian Okwara,26.0,LB,9,1.0,250.0,76,Notre Dame,12/27/1997,3,1.0,Detroit Lions,Detroit Lions,3.0,67.0,2020.0
Romeo Okwara,28.0,DL,16,0.0,255.0,76,Notre Dame,6/17/1995,7,1.0,Detroit Lions,,,,
Levi Onwuzurike,25.0,DL,10,0.0,304.0,75,Washington,3/2/1998,2,1.0,Detroit Lions,Detroit Lions,2.0,41.0,2021.0
Devine Ozigbo,27.0,RB,3,0.0,225.0,72,Nebraska,10/2/1996,4,0.0,Detroit Lions,,,,
Josh Paschal,24.0,DL,12,4.0,275.0,75,Kentucky,12/17/1999,1,2.0,Detroit Lions,Detroit Lions,2.0,46.0,2022.0
Riley Patterson,24.0,K,13,0.0,190.0,72,Memphis,9/7/1999,2,2.0,Detroit Lions,,,,
Donovan Peoples-Jones,24.0,WR,8,1.0,204.0,74,Michigan,2/19/1999,3,1.0,Detroit Lions,Cleveland Browns,6.0,187.0,2020.0
Anthony Pittman,27.0,LB,17,0.0,236.0,75,Wayne State (MI),11/24/1996,4,1.0,Detroit Lions,,,,
Frank Ragnow,27.0,C,15,15.0,310.0,77,Arkansas,5/17/1996,5,11.0,Detroit Lions,Detroit Lions,1.0,20.0,2018.0
Kalif Raymond,29.0,WR,17,3.0,180.0,68,Holy Cross,8/8/1994,7,5.0,Detroit Lions,,,,
Jalen Reeves-Maybin,28.0,LB,17,0.0,226.0,73,Tennessee,1/31/1995,6,6.0,Detroit Lions,Detroit Lions,4.0,124.0,2017.0
Craig Reynolds,27.0,RB,17,0.0,216.0,71,Kutztown (PA),6/15/1996,4,2.0,Detroit Lions,,,,
Josh Reynolds,28.0,WR,17,13.0,192.0,75,Texas A&M,2/16/1995,6,6.0,Detroit Lions,Los Angeles Rams,4.0,117.0,2017.0
Malcolm Rodriguez,24.0,LB,17,3.0,230.0,71,Oklahoma St.,3/29/1999,1,2.0,Detroit Lions,Detroit Lions,6.0,188.0,2022.0
Michael Schofield,33.0,G,0,0.0,301.0,78,Michigan,11/15/1990,8,0.0,Detroit Lions,Denver Broncos,3.0,95.0,2014.0
Penei Sewell,23.0,T,17,17.0,335.0,77,Oregon,10/9/2000,2,17.0,Detroit Lions,Detroit Lions,1.0,7.0,2021.0
Dan Skipper,29.0,T,11,1.0,334.0,81,Arkansas,9/20/1994,6,1.0,Detroit Lions,,,,
Colby Sorsdal,23.0,OL,16,3.0,315.0,78,William & Mary,3/1/2000,0,2.0,Detroit Lions,Detroit Lions,5.0,152.0,2023.0
Amon-Ra St. Brown,24.0,WR,16,16.0,202.0,72,USC,10/24/1999,2,15.0,Detroit Lions,Detroit Lions,4.0,112.0,2021.0
Cameron Sutton,28.0,CB,17,17.0,188.0,71,Tennessee,2/27/1995,6,5.0,Detroit Lions,Pittsburgh Steelers,3.0,94.0,2017.0
Halapoulivaati Vaitai,30.0,G,6,3.0,322.0,78,TCU,6/16/1993,7,2.0,Detroit Lions,Philadelphia Eagles,5.0,164.0,2016.0
Kindle Vildor,26.0,CB,5,2.0,189.0,71,Georgia Southern,12/11/1997,3,1.0,Detroit Lions,Chicago Bears,5.0,163.0,2020.0
Tracy Walker,28.0,SS,17,6.0,206.0,73,Louisiana,2/1/1995,5,2.0,Detroit Lions,Detroit Lions,3.0,82.0,2018.0
Jameson Williams,22.0,WR,12,10.0,182.0,73,"Ohio St.,Alabama",3/26/2001,1,4.0,Detroit Lions,Detroit Lions,1.0,12.0,2022.0
Brock Wright,25.0,TE,14,4.0,254.0,77,Notre Dame,11/27/1998,2,1.0,Detroit Lions,,,,
