Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Neville Hewitt,30.0,LB,16,0.0,234.0,74,Marshall,4/6/1993,8,1.0,Houston Texans,,,,
Brandon Hill,23.0,S,2,0.0,195.0,71,Pittsburgh,9/6/2000,0,0.0,Houston Texans,Houston Texans,7.0,248.0,2023.0
Kurt Hinish,24.0,DT,17,1.0,296.0,73,Notre Dame,4/27/1999,1,2.0,Houston Texans,,,,
Ka'dar Hollman,29.0,CB,17,1.0,196.0,72,Toledo,9/18/1994,4,2.0,Houston Texans,Green Bay Packers,6.0,185.0,2019.0
Dylan Horton,23.0,DE,10,0.0,275.0,76,"New Mexico,TCU",8/21/2000,0,1.0,Houston Texans,Houston Texans,4.0,109.0,2023.0
DeAndre Houston-Carson,30.0,DB,11,5.0,203.0,73,William & Mary,4/13/1993,7,3.0,Houston Texans,Chicago Bears,6.0,185.0,2016.0
Tytus Howard,27.0,T,7,7.0,322.0,77,Alabama St.,5/23/1996,4,3.0,Houston Texans,Houston Texans,1.0,23.0,2019.0
Jerry Hughes,35.0,DE,17,2.0,254.0,74,TCU,8/13/1988,13,2.0,Houston Texans,Indianapolis Colts,1.0,31.0,2010.0
Xavier Hutchinson,23.0,WR,16,0.0,210.0,75,"Blinn College (TX),Iowa St.",6/1/2000,0,1.0,Houston Texans,Houston Texans,6.0,205.0,2023.0
Kerry Hyder,32.0,DE,2,0.0,275.0,74,Texas Tech,5/2/1991,8,0.0,Houston Texans,,,,
Kareem Jackson,35.0,CB,2,0.0,196.0,70,Alabama,4/10/1988,13,0.0,Houston Texans,Houston Texans,1.0,20.0,2010.0
Johnny Johnson,24.0,WR,1,0.0,199.0,73,Oregon,5/4/1999,1,0.0,Houston Texans,,,,
Cameron Johnston,31.0,P,13,0.0,194.0,71,Ohio St.,2/24/1992,5,2.0,Houston Texans,,,,
Josh Jones,26.0,T,13,3.0,339.0,79,Houston,6/22/1997,3,2.0,Houston Texans,Arizona Cardinals,3.0,72.0,2020.0
Brevin Jordan,23.0,TE,14,6.0,245.0,75,Miami (FL),7/16/2000,2,2.0,Houston Texans,Houston Texans,5.0,147.0,2021.0
Dalton Keene,24.0,TE,1,0.0,251.0,76,Virginia Tech,4/14/1999,3,0.0,Houston Texans,New England Patriots,3.0,101.0,2020.0
Case Keenum,35.0,QB,2,2.0,220.0,73,Houston,2/17/1988,10,1.0,Houston Texans,,,,
Desmond King,29.0,CB,7,3.0,201.0,70,Iowa,12/14/1994,6,1.0,Houston Texans,Los Angeles Chargers,5.0,151.0,2017.0
Cory Littleton,30.0,LB,9,0.0,225.0,75,Washington,11/18/1993,7,1.0,Houston Texans,,,,
Shaq Mason,30.0,G,17,17.0,310.0,73,Georgia Tech,8/28/1993,8,7.0,Houston Texans,New England Patriots,4.0,131.0,2015.0
John Metchie,23.0,WR,16,0.0,195.0,72,Alabama,7/18/2000,1,1.0,Houston Texans,Houston Texans,2.0,44.0,2022.0
Davis Mills,25.0,QB,6,0.0,225.0,76,Stanford,10/21/1998,2,1.0,Houston Texans,Houston Texans,3.0,67.0,2021.0
Jimmy Morrissey,25.0,C,1,0.0,305.0,76,Pittsburgh,6/9/1998,2,0.0,Houston Texans,Las Vegas Raiders,7.0,230.0,2021.0
Eric Murray,29.0,S,6,4.0,199.0,71,Minnesota,1/7/1994,7,2.0,Houston Texans,Kansas City Chiefs,4.0,106.0,2016.0
Steven Nelson,30.0,CB,17,16.0,194.0,71,Oregon St.,1/22/1993,8,7.0,Houston Texans,Kansas City Chiefs,3.0,98.0,2015.0
Dare Ogunbowale,29.0,RB,12,0.0,205.0,70,Wisconsin,5/4/1994,6,0.0,Houston Texans,,,,
Jarrett Patterson,24.0,OL,7,7.0,310.0,76,Notre Dame,9/1/1999,0,3.0,Houston Texans,Houston Texans,6.0,201.0,2023.0
Denzel Perryman,31.0,LB,12,11.0,240.0,71,Miami (FL),12/5/1992,8,5.0,Houston Texans,San Diego Chargers,2.0,48.0,2015.0
Dameon Pierce,23.0,RB,14,7.0,215.0,70,Florida,2/19/2000,1,4.0,Houston Texans,Houston Texans,4.0,107.0,2022.0
Jalen Pitre,24.0,S,15,15.0,200.0,72,Baylor,6/3/1999,1,6.0,Houston Texans,Houston Texans,2.0,37.0,2022.0
Teagan Quitoriano,23.0,TE,7,5.0,259.0,78,Oregon St.,3/15/2000,1,0.0,Houston Texans,Houston Texans,5.0,170.0,2022.0
Sheldon Rankins,29.0,DT,15,15.0,305.0,74,Louisville,4/2/1994,7,8.0,Houston Texans,New Orleans Saints,1.0,12.0,2016.0
Hassan Ridgeway,29.0,DT,3,1.0,305.0,75,Texas,11/2/1994,7,1.0,Houston Texans,Indianapolis Colts,4.0,116.0,2016.0
D'Angelo Ross,27.0,CB,13,0.0,190.0,69,New Mexico,10/29/1996,2,1.0,Houston Texans,,,,
Myjai Sanders,25.0,DE,7,0.0,248.0,77,Cincinnati,7/12/1998,1,1.0,Houston Texans,Arizona Cardinals,3.0,100.0,2022.0
Eric Saubert,29.0,TE,9,1.0,253.0,77,Drake,5/1/1994,6,0.0,Houston Texans,Atlanta Falcons,5.0,174.0,2017.0
Dalton Schultz,27.0,TE,15,8.0,242.0,77,Stanford,7/11/1996,5,5.0,Houston Texans,Dallas Cowboys,4.0,137.0,2018.0
Juice Scruggs,23.0,OL,7,6.0,310.0,75,Penn St.,1/19/2000,0,2.0,Houston Texans,Houston Texans,2.0,62.0,2023.0
Steven Sims,26.0,WR,3,0.0,190.0,70,Kansas,3/31/1997,4,0.0,Houston Texans,,,,
Devin Singletary,26.0,RB,17,10.0,203.0,67,Florida Atlantic,9/3/1997,4,7.0,Houston Texans,Buffalo Bills,3.0,74.0,2019.0
M.J. Stewart,28.0,S,8,1.0,205.0,71,North Carolina,9/16/1995,5,1.0,Houston Texans,Tampa Bay Buccaneers,2.0,53.0,2018.0
Derek Stingley Jr.,22.0,CB,11,11.0,195.0,73,LSU,6/20/2001,1,5.0,Houston Texans,Houston Texans,1.0,3.0,2022.0
C.J. Stroud,22.0,QB,15,15.0,218.0,75,Ohio St.,10/3/2001,0,14.0,Houston Texans,Houston Texans,1.0,2.0,2023.0
Teair Tart,26.0,DT,2,0.0,315.0,74,Florida International,2/28/1997,3,0.0,Houston Texans,,,,
Tavierre Thomas,27.0,CB,9,5.0,205.0,70,Ferris St.,3/11/1996,5,2.0,Houston Texans,,,,
Henry To'oTo'o,22.0,LB,14,6.0,228.0,74,"Tennessee,Alabama",1/5/2001,0,4.0,Houston Texans,Houston Texans,5.0,167.0,2023.0
Laremy Tunsil,29.0,T,14,14.0,316.0,77,Mississippi,8/2/1994,7,9.0,Houston Texans,Miami Dolphins,1.0,13.0,2016.0
Garret Wallow,24.0,LB,2,0.0,230.0,74,TCU,1/25/1999,2,0.0,Houston Texans,Houston Texans,5.0,170.0,2021.0
Jimmie Ward,32.0,S,10,10.0,193.0,71,Northern Illinois,7/18/1991,9,4.0,Houston Texans,San Francisco 49ers,1.0,30.0,2014.0
Jon Weeks,37.0,LS,17,0.0,245.0,70,Baylor,2/17/1986,13,1.0,Houston Texans,,,,
Robert Woods,31.0,WR,14,11.0,190.0,72,USC,4/10/1992,10,4.0,Houston Texans,Buffalo Bills,2.0,41.0,2013.0
Ty Zentner,25.0,K,4,0.0,199.0,74,"Butler (KS),Kansas St.",6/7/1998,0,0.0,Houston Texans,,,,
