Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Patrick Mahomes,28,QB,16,16.0,225.0,74,Texas Tech,9/17/1995,6,15.0,Kansas City Chiefs,Kansas City Chiefs,1.0,10.0,2017.0
Trent McDuffie,23,CB,16,16.0,193.0,71,Washington,9/13/2000,1,15.0,Kansas City Chiefs,Kansas City Chiefs,1.0,21.0,2022.0
Jerick McKinnon,31,RB,12,0.0,209.0,69,Georgia Southern,5/3/1992,9,2.0,Kansas City Chiefs,Minnesota Vikings,3.0,96.0,2014.0
Skyy Moore,23,WR,14,8.0,195.0,70,Western Michigan,9/10/2000,1,2.0,Kansas City Chiefs,Kansas City Chiefs,2.0,54.0,2022.0
Wanya Morris,23,OL,14,4.0,307.0,78,"Tennessee,Oklahoma",10/10/2000,0,2.0,Kansas City Chiefs,Kansas City Chiefs,3.0,92.0,2023.0
Lucas Niang,25,T,14,0.0,315.0,78,TCU,8/19/1998,2,1.0,Kansas City Chiefs,Kansas City Chiefs,3.0,96.0,2020.0
Derrick Nnadi,27,DT,17,17.0,317.0,73,Florida St.,5/9/1996,5,8.0,Kansas City Chiefs,Kansas City Chiefs,3.0,75.0,2018.0
Charles Omenihu,26,DE,11,1.0,280.0,77,Texas,8/20/1997,4,2.0,Kansas City Chiefs,Houston Texans,5.0,161.0,2019.0
Isiah Pacheco,24,RB,14,13.0,216.0,70,Rutgers,3/2/1999,1,8.0,Kansas City Chiefs,Kansas City Chiefs,7.0,251.0,2022.0
Mike Pennel,32,DT,3,0.0,330.0,76,"Arizona St.,Colorado State-Pueblo",5/9/1991,9,0.0,Kansas City Chiefs,,,,
La'Mical Perine,25,RB,3,1.0,216.0,71,Florida,1/30/1998,3,1.0,Kansas City Chiefs,New York Jets,4.0,120.0,2020.0
Deneric Prince,23,RB,2,0.0,216.0,72,"Texas A&M,Tulsa",4/11/2000,0,0.0,Kansas City Chiefs,,,,
Justin Reid,26,S,16,16.0,207.0,73,Stanford,2/15/1997,5,6.0,Kansas City Chiefs,Houston Texans,3.0,68.0,2018.0
Rashee Rice,23,WR,16,8.0,204.0,73,SMU,4/22/2000,0,8.0,Kansas City Chiefs,Kansas City Chiefs,2.0,55.0,2023.0
Justyn Ross,24,WR,10,1.0,210.0,76,Clemson,12/15/1999,1,0.0,Kansas City Chiefs,,,,
Donovan Smith,30,T,12,12.0,338.0,78,Penn St.,6/23/1993,8,6.0,Kansas City Chiefs,Tampa Bay Buccaneers,2.0,34.0,2015.0
Trey Smith,24,G,17,17.0,321.0,78,Tennessee,6/16/1999,2,7.0,Kansas City Chiefs,Kansas City Chiefs,6.0,226.0,2021.0
L'Jarius Sneed,26,CB,16,16.0,192.0,73,Louisiana Tech,1/21/1997,3,6.0,Kansas City Chiefs,Kansas City Chiefs,4.0,138.0,2020.0
Jawaan Taylor,26,T,17,17.0,330.0,77,Florida,11/25/1997,4,8.0,Kansas City Chiefs,Jacksonville Jaguars,2.0,35.0,2019.0
BJ Thompson,24,DE,1,0.0,243.0,78,"Baylor,S.F. Austin",3/23/1999,0,0.0,Kansas City Chiefs,Kansas City Chiefs,5.0,166.0,2023.0
Joe Thuney,31,G,17,17.0,301.0,76,North Carolina St.,11/18/1992,7,13.0,Kansas City Chiefs,New England Patriots,3.0,78.0,2016.0
Kadarius Toney,24,WR,13,2.0,193.0,72,Florida,1/27/1999,2,2.0,Kansas City Chiefs,New York Giants,1.0,20.0,2021.0
Tommy Townsend,27,P,17,0.0,191.0,73,Florida,11/12/1996,3,2.0,Kansas City Chiefs,,,,
Drue Tranquill,28,LB,16,8.0,234.0,74,Notre Dame,8/15/1995,4,5.0,Kansas City Chiefs,Los Angeles Chargers,4.0,130.0,2019.0
Marquez Valdes-Scantling,29,WR,16,10.0,206.0,76,"North Carolina St.,South Florida",10/10/1994,5,3.0,Kansas City Chiefs,Green Bay Packers,5.0,174.0,2018.0
Prince Tega Wanogho,26,T,3,0.0,308.0,77,Auburn,11/22/1997,3,0.0,Kansas City Chiefs,Philadelphia Eagles,6.0,210.0,2020.0
Montrell Washington,24,WR,6,0.0,170.0,70,Samford,3/14/1999,1,0.0,Kansas City Chiefs,Denver Broncos,5.0,162.0,2022.0
Jaylen Watson,25,CB,16,2.0,197.0,74,"Washington St.,Ventura College",9/17/1998,1,2.0,Kansas City Chiefs,Kansas City Chiefs,7.0,243.0,2022.0
Justin Watson,27,WR,16,8.0,215.0,74,Pennsylvania,4/4/1996,5,4.0,Kansas City Chiefs,Tampa Bay Buccaneers,5.0,144.0,2018.0
Tershawn Wharton,25,DT,17,1.0,280.0,73,Missouri S&T,6/25/1998,3,2.0,Kansas City Chiefs,,,,
Joshua Williams,24,CB,16,2.0,193.0,75,Fayetteville St.,10/17/1999,1,1.0,Kansas City Chiefs,Kansas City Chiefs,4.0,135.0,2022.0
James Winchester,34,LS,17,0.0,240.0,75,Oklahoma,8/6/1989,8,1.0,Kansas City Chiefs,,,,
