Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Yasir Abdullah,23.0,LB,5,0.0,240.0,73,Louisville,4/12/2000,0,0.0,Jacksonville Jaguars,Jacksonville Jaguars,5.0,136.0,2023.0
Jamal Agnew,28.0,WR,11,1.0,190.0,70,San Diego,4/3/1995,6,2.0,Jacksonville Jaguars,Detroit Lions,5.0,165.0,2017.0
Matt Barkley,33.0,QB,1,0.0,234.0,74,USC,9/8/1990,10,0.0,Jacksonville Jaguars,Philadelphia Eagles,4.0,98.0,2013.0
Ben Bartch,25.0,G,8,3.0,315.0,78,Saint John's (MN),7/22/1998,3,2.0,Jacksonville Jaguars,Jacksonville Jaguars,4.0,116.0,2020.0
C.J. Beathard,30.0,QB,7,1.0,215.0,74,Iowa,11/16/1993,6,1.0,Jacksonville Jaguars,San Francisco 49ers,3.0,104.0,2017.0
Tank Bigsby,22.0,RB,17,0.0,215.0,71,Auburn,8/30/2001,0,1.0,Jacksonville Jaguars,Jacksonville Jaguars,3.0,88.0,2023.0
Ross Blacklock,25.0,DT,1,0.0,290.0,75,TCU,7/9/1998,3,0.0,Jacksonville Jaguars,Houston Texans,2.0,40.0,2020.0
Angelo Blackson,31.0,DT,11,0.0,318.0,76,Auburn,11/14/1992,8,2.0,Jacksonville Jaguars,Tennessee Titans,4.0,100.0,2015.0
Christian Braswell,24.0,CB,3,0.0,185.0,71,Rutgers,9/27/1999,0,0.0,Jacksonville Jaguars,Jacksonville Jaguars,6.0,202.0,2023.0
Chandler Brewer,26.0,OL,1,0.0,320.0,78,Middle Tenn. St.,6/12/1997,4,0.0,Jacksonville Jaguars,,,,
Montaric Brown,24.0,CB,12,6.0,190.0,72,Arkansas,8/24/1999,1,2.0,Jacksonville Jaguars,Jacksonville Jaguars,7.0,222.0,2022.0
Tevaughn Campbell,30.0,CB,2,0.0,200.0,72,Regina,6/14/1993,3,0.0,Jacksonville Jaguars,,,,
Tyson Campbell,23.0,CB,11,11.0,195.0,73,Georgia,3/17/2000,2,4.0,Jacksonville Jaguars,Jacksonville Jaguars,2.0,33.0,2021.0
K'Lavon Chaisson,24.0,OLB,17,0.0,255.0,75,LSU,7/25/1999,3,1.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,20.0,2020.0
Andre Cisco,23.0,S,15,15.0,210.0,72,Syracuse,3/23/2000,2,6.0,Jacksonville Jaguars,Jacksonville Jaguars,3.0,65.0,2021.0
Ezra Cleveland,25.0,OL,9,5.0,312.0,78,Boise St.,5/8/1998,3,3.0,Jacksonville Jaguars,Minnesota Vikings,2.0,58.0,2020.0
Logan Cooke,28.0,P,17,0.0,230.0,77,Mississippi St.,7/28/1995,5,2.0,Jacksonville Jaguars,Jacksonville Jaguars,7.0,247.0,2018.0
Elijah Cooks,25.0,WR,9,0.0,215.0,76,"Nevada,San Jose St.",10/13/1998,0,0.0,Jacksonville Jaguars,,,,
Evan Engram,29.0,TE,17,15.0,240.0,75,Mississippi,9/2/1994,6,8.0,Jacksonville Jaguars,New York Giants,1.0,23.0,2017.0
Travis Etienne,24.0,RB,17,17.0,215.0,70,Clemson,1/26/1999,1,9.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,25.0,2021.0
Luke Farrell,26.0,TE,17,8.0,250.0,77,Ohio St.,10/14/1997,2,1.0,Jacksonville Jaguars,Jacksonville Jaguars,5.0,145.0,2021.0
Folorunso Fatukasi,28.0,NT,16,16.0,318.0,76,Connecticut,3/4/1995,5,7.0,Jacksonville Jaguars,New York Jets,6.0,180.0,2018.0
Luke Fortner,25.0,OL,17,17.0,307.0,76,Kentucky,5/15/1998,1,8.0,Jacksonville Jaguars,Jacksonville Jaguars,3.0,65.0,2022.0
Adam Gotsis,31.0,DL,17,7.0,287.0,76,Georgia Tech,9/23/1992,7,4.0,Jacksonville Jaguars,Denver Broncos,2.0,63.0,2016.0
DaVon Hamilton,26.0,DT,8,2.0,335.0,76,Ohio St.,2/1/1997,3,1.0,Jacksonville Jaguars,Jacksonville Jaguars,3.0,73.0,2020.0
Blake Hance,27.0,OL,17,1.0,310.0,77,Northwestern,1/11/1996,2,2.0,Jacksonville Jaguars,,,,
Jacob Harris,26.0,WR,2,0.0,211.0,77,"Western Kentucky,Central Florida",4/16/1997,2,0.0,Jacksonville Jaguars,Los Angeles Rams,4.0,141.0,2021.0
Anton Harrison,21.0,T,17,17.0,315.0,76,Oklahoma,2/2/2002,0,9.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,27.0,2023.0
Jamycal Hasty,27.0,RB,3,0.0,205.0,68,Baylor,9/12/1996,3,0.0,Jacksonville Jaguars,,,,
Tre Herndon,27.0,CB,16,4.0,185.0,71,Vanderbilt,3/5/1996,5,2.0,Jacksonville Jaguars,,,,
Josh Hines-Allen,26.0,OLB,17,17.0,255.0,77,Kentucky,7/13/1997,4,11.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,7.0,2019.0
Rayshawn Jenkins,29.0,SS,17,17.0,220.0,73,Miami (FL),1/25/1994,6,7.0,Jacksonville Jaguars,Los Angeles Chargers,4.0,113.0,2017.0
Antonio Johnson,22.0,S,13,3.0,198.0,74,Texas A&M,10/29/2001,0,2.0,Jacksonville Jaguars,Jacksonville Jaguars,5.0,160.0,2023.0
Caleb Johnson,25.0,LB,17,0.0,220.0,74,Houston Christian,7/28/1998,2,1.0,Jacksonville Jaguars,,,,
D'Ernest Johnson,27.0,RB,17,0.0,208.0,70,South Florida,2/27/1996,4,2.0,Jacksonville Jaguars,,,,
Tim Jones,25.0,WR,17,2.0,200.0,73,Southern Miss,5/16/1998,1,1.0,Jacksonville Jaguars,,,,
Zay Jones,28.0,WR,9,7.0,200.0,74,East Carolina,3/30/1995,6,3.0,Jacksonville Jaguars,Buffalo Bills,2.0,37.0,2017.0
Gregory Junior,24.0,CB,9,0.0,203.0,72,Ouachita Baptist,6/21/1999,1,1.0,Jacksonville Jaguars,Jacksonville Jaguars,6.0,197.0,2022.0
Christian Kirk,27.0,WR,12,12.0,200.0,71,Texas A&M,11/18/1996,5,7.0,Jacksonville Jaguars,Arizona Cardinals,2.0,47.0,2018.0
Tyler Lacy,24.0,DE,15,0.0,279.0,76,Oklahoma St.,11/10/1999,0,1.0,Jacksonville Jaguars,Jacksonville Jaguars,4.0,130.0,2023.0
Trevor Lawrence,24.0,QB,16,16.0,220.0,78,Clemson,10/6/1999,2,14.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,1.0,2021.0
Jeremiah Ledbetter,29.0,DL,17,2.0,295.0,75,Arkansas,6/2/1994,6,2.0,Jacksonville Jaguars,Detroit Lions,6.0,205.0,2017.0
Walker Little,24.0,OL,14,11.0,325.0,79,Stanford,4/1/1999,2,5.0,Jacksonville Jaguars,Jacksonville Jaguars,2.0,45.0,2021.0
Devin Lloyd,25.0,LB,15,15.0,235.0,75,Utah,9/30/1998,1,7.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,27.0,2022.0
Ross Matiscik,27.0,LS,17,0.0,240.0,72,Baylor,9/13/1996,3,2.0,Jacksonville Jaguars,,,,
Brandon McManus,32.0,K,17,0.0,201.0,75,Temple,7/25/1991,9,3.0,Jacksonville Jaguars,,,,
Chad Muma,24.0,LB,17,2.0,239.0,75,Wyoming,8/18/1999,1,2.0,Jacksonville Jaguars,Jacksonville Jaguars,3.0,70.0,2022.0
Foyesade Oluokun,28.0,LB,17,17.0,230.0,74,Yale,8/2/1995,5,9.0,Jacksonville Jaguars,Atlanta Falcons,6.0,200.0,2018.0
Amani Oruwariye,27.0,CB,1,0.0,205.0,74,Penn St.,2/9/1996,4,0.0,Jacksonville Jaguars,Detroit Lions,5.0,146.0,2019.0
Josh Pederson,26.0,TE,3,0.0,235.0,77,La-Monroe,9/9/1997,1,0.0,Jacksonville Jaguars,,,,
Shaquille Quarterman,26.0,LB,17,0.0,234.0,72,Miami (FL),10/28/1997,3,1.0,Jacksonville Jaguars,Jacksonville Jaguars,4.0,140.0,2020.0
Calvin Ridley,29.0,WR,17,17.0,190.0,73,Alabama,12/20/1994,5,9.0,Jacksonville Jaguars,Atlanta Falcons,1.0,26.0,2018.0
Roy Robertson-Harris,30.0,DL,17,17.0,268.0,79,Texas-El Paso,7/23/1993,6,7.0,Jacksonville Jaguars,,,,
Cam Robinson,28.0,OL,9,9.0,335.0,78,Alabama,10/9/1995,6,4.0,Jacksonville Jaguars,Jacksonville Jaguars,2.0,34.0,2017.0
Brandon Scherff,32.0,OL,17,17.0,315.0,77,Iowa,12/26/1991,8,8.0,Jacksonville Jaguars,Washington Redskins,1.0,5.0,2015.0
Tyler Shatley,32.0,OL,17,6.0,305.0,75,Clemson,5/5/1991,9,4.0,Jacksonville Jaguars,,,,
Dawuane Smoot,28.0,OLB,12,0.0,275.0,75,Illinois,3/2/1995,6,1.0,Jacksonville Jaguars,Jacksonville Jaguars,3.0,68.0,2017.0
Brenton Strange,23.0,TE,14,4.0,253.0,76,Penn St.,12/27/2000,0,0.0,Jacksonville Jaguars,Jacksonville Jaguars,2.0,61.0,2023.0
Daniel Thomas,25.0,S,15,0.0,215.0,70,Auburn,7/1/1998,3,1.0,Jacksonville Jaguars,Jacksonville Jaguars,5.0,157.0,2020.0
Cole Van Lanen,25.0,OL,9,0.0,312.0,77,Wisconsin,4/23/1998,2,1.0,Jacksonville Jaguars,Green Bay Packers,6.0,214.0,2021.0
Travon Walker,23.0,OLB,17,17.0,272.0,77,Georgia,12/18/2000,1,8.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,1.0,2022.0
Parker Washington,21.0,WR,9,1.0,204.0,70,Penn St.,3/21/2002,0,1.0,Jacksonville Jaguars,Jacksonville Jaguars,6.0,185.0,2023.0
Darious Williams,30.0,LCB,17,17.0,192.0,69,Ala-Birmingham,3/15/1993,5,7.0,Jacksonville Jaguars,,,,
Andrew Wingard,27.0,S,17,2.0,200.0,72,Wyoming,12/5/1996,4,2.0,Jacksonville Jaguars,,,,
