Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Jahlani Tavai,27.0,LB,17,16.0,255.0,74,Hawaii,9/28/1996,4,10.0,New England Patriots,Detroit Lions,2.0,43.0,2019.0
Tyquan Thornton,23.0,WR,9,3.0,185.0,74,Baylor,9/7/2000,1,1.0,New England Patriots,New England Patriots,2.0,50.0,2022.0
Joshua Uche,25.0,LB,15,2.0,226.0,75,Michigan,9/18/1998,3,3.0,New England Patriots,New England Patriots,2.0,60.0,2020.0
Shaun Wade,25.0,CB,14,6.0,196.0,73,Ohio St.,9/15/1998,2,3.0,New England Patriots,Baltimore Ravens,5.0,160.0,2021.0
Tyrone Wheatley Jr.,26.0,T,2,0.0,320.0,78,"Michigan,Stony Brook",2/4/1997,1,0.0,New England Patriots,,,,
Keion White,24.0,DE,16,4.0,285.0,77,"Old Dominion,Georgia Tech",1/20/1999,0,3.0,New England Patriots,New England Patriots,2.0,46.0,2023.0
Mack Wilson,25.0,LB,17,1.0,240.0,73,Alabama,2/14/1998,4,2.0,New England Patriots,Cleveland Browns,5.0,155.0,2019.0
Marco Wilson,24.0,CB,1,0.0,191.0,71,Florida,3/3/1999,2,0.0,New England Patriots,Arizona Cardinals,4.0,136.0,2021.0
Deatrich Wise Jr.,29.0,DL,16,13.0,271.0,77,Arkansas,7/26/1994,6,8.0,New England Patriots,New England Patriots,4.0,131.0,2017.0
Bailey Zappe,24.0,QB,10,6.0,215.0,73,"Houston Christian,Western Kentucky",4/26/1999,1,0.0,New England Patriots,New England Patriots,4.0,137.0,2022.0
