Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Shaquil Barrett,31.0,LOLB,16,16.0,250.0,74,"Nebraska-Omaha,Colorado St.",11/17/1992,8,8.0,Tampa Bay Buccaneers,,,,
K.J. Britt,24.0,LB,16,4.0,240.0,72,Auburn,6/4/1999,2,3.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,5.0,176.0,2021.0
Jake Camarda,24.0,P,17,0.0,193.0,73,Georgia,4/20/1999,1,3.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,4.0,133.0,2022.0
Lavonte David,33.0,LB,15,15.0,233.0,73,"Fort Scott (KS),Nebraska",1/23/1990,11,7.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,2.0,58.0,2012.0
Carlton Davis,27.0,RCB,12,12.0,206.0,73,Auburn,12/31/1996,5,5.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,2.0,63.0,2018.0
Jamel Dean,27.0,CB,13,13.0,206.0,73,Auburn,10/15/1996,4,5.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,3.0,94.0,2019.0
Dee Delaney,28.0,DB,17,2.0,200.0,71,"The Citadel,Miami (FL)",2/20/1995,5,2.0,Tampa Bay Buccaneers,,,,
SirVocea Dennis,23.0,LB,13,0.0,230.0,72,Pittsburgh,3/9/2000,0,1.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,5.0,153.0,2023.0
YaYa Diaby,24.0,OLB,17,7.0,270.0,76,"Georgia Military,Louisville",5/30/1999,0,5.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,3.0,82.0,2023.0
Payne Durham,23.0,TE,13,2.0,255.0,77,Purdue,6/15/2000,0,1.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,5.0,171.0,2023.0
Chase Edmonds,27.0,RB,13,0.0,201.0,69,Fordham,4/13/1996,5,2.0,Tampa Bay Buccaneers,Arizona Cardinals,4.0,134.0,2018.0
Mike Evans,30.0,WR,17,17.0,231.0,77,Texas A&M,8/21/1993,9,11.0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,1.0,7.0,2014.0
Matt Feiler,31.0,G,13,6.0,330.0,78,Bloomsburg,7/7/1992,6,3.0,Tampa Bay Buccaneers,,,,
