Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Innis Gaines,25.0,S,4,0.0,202.0,73,TCU,8/29/1998,2,0.0,Green Bay Packers,,,,
Rashan Gary,26.0,LB,17,13.0,277.0,77,Michigan,12/3/1997,4,6.0,Green Bay Packers,Green Bay Packers,1.0,12.0,2019.0
Malik Heath,23.0,WR,13,1.0,213.0,74,"Copiah-Lincoln CC,Mississippi St.,Mississippi",3/31/2000,0,1.0,Green Bay Packers,,,,
Justin Hollins,27.0,LB,4,0.0,248.0,77,Oregon,1/15/1996,4,0.0,Green Bay Packers,Denver Broncos,5.0,156.0,2019.0
Elgton Jenkins,28.0,OL,15,15.0,311.0,77,Mississippi St.,12/26/1995,4,8.0,Green Bay Packers,Green Bay Packers,2.0,44.0,2019.0
Anthony Johnson,24.0,S,12,4.0,205.0,72,Iowa St.,12/2/1999,0,2.0,Green Bay Packers,Green Bay Packers,7.0,242.0,2023.0
Aaron Jones,29.0,RB,11,11.0,208.0,70,Texas-El Paso,12/2/1994,6,7.0,Green Bay Packers,Green Bay Packers,5.0,182.0,2017.0
Caleb Jones,24.0,T,1,0.0,370.0,81,Indiana,2/10/1999,1,0.0,Green Bay Packers,,,,
Kyu Blu Kelly,22.0,CB,1,0.0,188.0,72,Stanford,5/22/2001,0,0.0,Green Bay Packers,Baltimore Ravens,5.0,157.0,2023.0
Tucker Kraft,23.0,TE,17,8.0,259.0,77,South Dakota St.,11/3/2000,0,4.0,Green Bay Packers,Green Bay Packers,3.0,78.0,2023.0
Dallin Leavitt,29.0,S,10,0.0,195.0,70,Utah St.,8/8/1994,5,0.0,Green Bay Packers,,,,
David Long,25.0,CB,3,0.0,196.0,71,Michigan,2/6/1998,4,0.0,Green Bay Packers,Los Angeles Rams,3.0,79.0,2019.0
Jordan Love,25.0,QB,17,17.0,219.0,76,Utah St.,11/2/1998,2,15.0,Green Bay Packers,Green Bay Packers,1.0,26.0,2020.0
Isaiah McDuffie,24.0,LB,16,8.0,227.0,73,Boston Col.,7/21/1999,2,4.0,Green Bay Packers,Green Bay Packers,6.0,220.0,2021.0
Bo Melton,24.0,WR,5,1.0,189.0,71,Rutgers,5/18/1999,1,2.0,Green Bay Packers,Seattle Seahawks,7.0,229.0,2022.0
Luke Musgrave,23.0,TE,11,9.0,253.0,78,Oregon St.,9/2/2000,0,3.0,Green Bay Packers,Green Bay Packers,2.0,42.0,2023.0
Josh Myers,25.0,OL,17,17.0,310.0,77,Ohio St.,7/16/1998,2,9.0,Green Bay Packers,Green Bay Packers,2.0,62.0,2021.0
Royce Newman,26.0,OL,17,2.0,310.0,77,Mississippi,8/17/1997,2,2.0,Green Bay Packers,Green Bay Packers,4.0,142.0,2021.0
Yosh Nijman,27.0,T,17,1.0,314.0,79,Virginia Tech,1/2/1996,3,2.0,Green Bay Packers,,,,
Keisean Nixon,26.0,CB,17,13.0,200.0,70,South Carolina,6/22/1997,4,11.0,Green Bay Packers,,,,
Matthew Orzech,28.0,LS,17,0.0,245.0,75,Azusa Pacific,4/12/1995,4,1.0,Green Bay Packers,,,,
Jonathan Owens,28.0,S,17,11.0,204.0,71,Missouri Western St.,7/22/1995,4,4.0,Green Bay Packers,,,,
Henry Pearson,24.0,FB,2,0.0,249.0,74,Appalachian St.,11/23/1999,0,0.0,Green Bay Packers,,,,
Jayden Reed,23.0,WR,16,13.0,187.0,71,"Western Michigan,Michigan St.",4/28/2000,0,9.0,Green Bay Packers,Green Bay Packers,2.0,50.0,2023.0
Sean Rhyan,23.0,OL,12,0.0,321.0,77,UCLA,9/15/2000,1,1.0,Green Bay Packers,Green Bay Packers,3.0,92.0,2022.0
James Robinson,25.0,RB,1,0.0,219.0,69,"Butler (KS),Illinois St.",8/9/1998,3,0.0,Green Bay Packers,,,,
Robert Rochell,25.0,CB,9,0.0,195.0,74,Central Arkansas,4/26/1998,2,0.0,Green Bay Packers,Los Angeles Rams,4.0,130.0,2021.0
Jon Runyan Jr.,26.0,RG,17,17.0,307.0,76,Michigan,8/8/1997,3,9.0,Green Bay Packers,Green Bay Packers,6.0,192.0,2020.0
Benny Sapp III,23.0,S,5,0.0,200.0,71,"Minnesota,Northern Iowa",6/27/2000,0,0.0,Green Bay Packers,,,,
Darnell Savage Jr.,26.0,SS,10,10.0,198.0,71,Maryland,7/30/1997,4,3.0,Green Bay Packers,Green Bay Packers,1.0,21.0,2019.0
Ben Sims,23.0,TE,17,1.0,250.0,77,Baylor,5/16/2000,0,0.0,Green Bay Packers,,,,
Tedarrell Slaton,26.0,DL,17,17.0,340.0,77,Florida,10/3/1997,2,7.0,Green Bay Packers,Green Bay Packers,5.0,173.0,2021.0
Preston Smith,31.0,LB,17,17.0,265.0,77,Mississippi St.,11/17/1992,8,7.0,Green Bay Packers,Washington Redskins,2.0,38.0,2015.0
Eric Stokes,24.0,CB,3,2.0,193.0,73,Georgia,3/1/1999,2,1.0,Green Bay Packers,Green Bay Packers,1.0,29.0,2021.0
Patrick Taylor,25.0,RB,11,0.0,217.0,74,Memphis,4/29/1998,2,1.0,Green Bay Packers,,,,
Kiondre Thomas,25.0,CB,1,0.0,186.0,72,"Minnesota,Kansas St.",2/7/1998,2,0.0,Green Bay Packers,,,,
Zach Tom,24.0,OL,17,17.0,304.0,76,Wake Forest,3/26/1999,1,9.0,Green Bay Packers,Green Bay Packers,4.0,140.0,2022.0
Samori Toure,25.0,WR,11,0.0,196.0,73,"Montana,Nebraska",3/24/1998,1,1.0,Green Bay Packers,Green Bay Packers,7.0,258.0,2022.0
Carrington Valentine,22.0,CB,17,12.0,189.0,72,Kentucky,9/9/2001,0,3.0,Green Bay Packers,Green Bay Packers,7.0,232.0,2023.0
Lukas Van Ness,22.0,LB,17,0.0,272.0,77,Iowa,7/6/2001,0,1.0,Green Bay Packers,Green Bay Packers,1.0,13.0,2023.0
Quay Walker,23.0,LB,14,14.0,241.0,76,Georgia,5/8/2000,1,6.0,Green Bay Packers,Green Bay Packers,1.0,22.0,2022.0
Rasheed Walker,23.0,T,17,15.0,324.0,78,Penn St.,2/13/2000,1,10.0,Green Bay Packers,Green Bay Packers,7.0,249.0,2022.0
Christian Watson,24.0,WR,9,9.0,208.0,76,North Dakota St.,5/12/1999,1,4.0,Green Bay Packers,Green Bay Packers,2.0,34.0,2022.0
Kristian Welch,25.0,LB,14,0.0,240.0,75,Iowa,5/24/1998,3,1.0,Green Bay Packers,,,,
Daniel Whelan,24.0,P,17,0.0,216.0,77,UC Davis,2/10/1999,1,1.0,Green Bay Packers,,,,
Dontayvion Wicks,22.0,WR,15,6.0,206.0,73,Virginia,6/16/2001,0,6.0,Green Bay Packers,Green Bay Packers,5.0,159.0,2023.0
Emanuel Wilson,24.0,RB,7,0.0,226.0,70,"Johnson C. Smith,Fort Valley St.",5/8/1999,0,1.0,Green Bay Packers,,,,
Eric Wilson,29.0,LB,17,0.0,230.0,73,Cincinnati,9/26/1994,6,1.0,Green Bay Packers,,,,
Colby Wooden,23.0,DL,17,0.0,273.0,76,Auburn,12/21/2000,0,1.0,Green Bay Packers,Green Bay Packers,4.0,116.0,2023.0
Devonte Wyatt,25.0,DL,17,5.0,304.0,75,"Hutchinson (KS),Georgia",3/31/1998,1,3.0,Green Bay Packers,Green Bay Packers,1.0,28.0,2022.0
