Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Taylor Moton,29.0,T,17,17.0,325.0,77,Western Michigan,8/18/1994,6,6.0,Carolina Panthers,Carolina Panthers,2.0,64.0,2017.0
AJ Parker,25.0,CB,1,0.0,178.0,71,Kansas St.,2/15/1998,2,0.0,Carolina Panthers,,,,
Eddy Piñeiro,28.0,K,15,0.0,190.0,71,"ASA College (FL),Florida",9/13/1995,4,3.0,Carolina Panthers,,,,
LaBryan Ray,26.0,DT,17,1.0,290.0,76,Alabama,12/5/1997,1,2.0,Carolina Panthers,,,,
Giovanni Ricci,27.0,TE,5,0.0,240.0,75,Western Michigan,10/16/1996,2,0.0,Carolina Panthers,,,,
Jammie Robinson,22.0,S,15,2.0,200.0,71,"South Carolina,Florida St.",1/24/2001,0,1.0,Carolina Panthers,Carolina Panthers,5.0,145.0,2023.0
Miles Sanders,26.0,RB,16,5.0,211.0,71,Penn St.,5/1/1997,4,3.0,Carolina Panthers,Philadelphia Eagles,2.0,53.0,2019.0
David Sharpe,28.0,T,8,0.0,343.0,78,Florida,10/21/1995,6,0.0,Carolina Panthers,Oakland Raiders,4.0,129.0,2017.0
Laviska Shenault Jr.,25.0,WR,8,0.0,227.0,73,Colorado,10/5/1998,3,1.0,Carolina Panthers,Jacksonville Jaguars,2.0,42.0,2020.0
Ihmir Smith-Marsette,24.0,WR,17,0.0,185.0,73,Iowa,8/29/1999,2,2.0,Carolina Panthers,Minnesota Vikings,5.0,157.0,2021.0
Mike Strachan,26.0,WR,4,1.0,225.0,77,Charleston (WV),8/13/1997,2,0.0,Carolina Panthers,Indianapolis Colts,7.0,229.0,2021.0
Stephen Sullivan,27.0,TE,11,0.0,245.0,77,LSU,11/28/1996,3,1.0,Carolina Panthers,Seattle Seahawks,7.0,251.0,2020.0
Adam Thielen,33.0,WR,17,17.0,195.0,74,Minnesota St.,8/22/1990,9,8.0,Carolina Panthers,,,,
Ian Thomas,27.0,TE,12,5.0,253.0,75,Indiana,6/6/1996,5,0.0,Carolina Panthers,Carolina Panthers,4.0,101.0,2018.0
Shaq Thompson,29.0,LB,2,2.0,230.0,72,Washington,4/21/1994,8,1.0,Carolina Panthers,Carolina Panthers,1.0,25.0,2015.0
Calvin Throckmorton,27.0,LG/RG,9,7.0,311.0,77,Oregon,8/16/1996,2,2.0,Carolina Panthers,,,,
Nick Thurman,28.0,DE,17,0.0,305.0,76,Houston,6/12/1995,3,1.0,Carolina Panthers,,,,
Brett Toth,27.0,G,3,1.0,304.0,78,Army,9/1/1996,3,0.0,Carolina Panthers,,,,
Tommy Tremble,23.0,TE,16,8.0,250.0,76,Notre Dame,6/2/2000,2,1.0,Carolina Panthers,Carolina Panthers,3.0,83.0,2021.0
Shy Tuttle,28.0,DT,17,17.0,300.0,75,Tennessee,10/20/1995,4,7.0,Carolina Panthers,,,,
Luiji Vilain,25.0,LB,1,0.0,252.0,76,"Michigan,Wake Forest",3/10/1998,1,0.0,Carolina Panthers,,,,
Sam Webb,25.0,S,1,0.0,194.0,72,Missouri Western St.,5/19/1998,1,0.0,Carolina Panthers,,,,
DeShawn Williams,31.0,DT,16,10.0,295.0,73,Clemson,12/29/1992,7,5.0,Carolina Panthers,,,,
Xavier Woods,28.0,S,14,14.0,200.0,71,Louisiana Tech,7/26/1995,6,5.0,Carolina Panthers,Dallas Cowboys,6.0,191.0,2017.0
Chandler Wooten,24.0,LB,8,0.0,230.0,75,Auburn,4/25/1999,1,1.0,Carolina Panthers,,,,
Chris Wormley,30.0,DE,5,0.0,300.0,77,Michigan,10/25/1993,6,0.0,Carolina Panthers,Baltimore Ravens,3.0,74.0,2017.0
Matthew Wright,27.0,K,1,0.0,174.0,71,Central Florida,3/22/1996,3,0.0,Carolina Panthers,,,,
Bryce Young,22.0,QB,16,16.0,204.0,70,Alabama,7/25/2001,0,6.0,Carolina Panthers,Carolina Panthers,1.0,1.0,2023.0
Chandler Zavala,24.0,G,10,7.0,322.0,75,"Fairmont St.,North Carolina St.",4/2/1999,0,2.0,Carolina Panthers,Carolina Panthers,4.0,114.0,2023.0
