Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Micah Abernathy,26.0,S,12,0.0,195.0,72,Tennessee,2/10/1997,1,1.0,Atlanta Falcons,,,,
DeAundre Alford,26.0,CB,16,5.0,180.0,71,Tusculum,11/5/1997,1,3.0,Atlanta Falcons,,,,
Tyler Allgeier,23.0,RB,17,3.0,225.0,70,BYU,4/15/2000,1,5.0,Atlanta Falcons,Atlanta Falcons,5.0,151.0,2022.0
Troy Andersen,24.0,LB,2,2.0,245.0,76,Montana St.,4/23/1999,1,1.0,Atlanta Falcons,Atlanta Falcons,2.0,58.0,2022.0
Eli Ankou,29.0,DT,1,0.0,325.0,75,UCLA,6/8/1994,6,0.0,Atlanta Falcons,,,,
Jessie Bates III,26.0,S,17,17.0,210.0,73,Wake Forest,2/26/1997,5,12.0,Atlanta Falcons,Cincinnati Bengals,2.0,54.0,2018.0
Travis Bell,25.0,DT,2,0.0,310.0,72,Kennesaw St.,10/27/1998,0,0.0,Atlanta Falcons,Chicago Bears,7.0,218.0,2023.0
Matthew Bergeron,23.0,OL,17,17.0,315.0,77,Syracuse,2/26/2000,0,6.0,Atlanta Falcons,Atlanta Falcons,2.0,38.0,2023.0
Chris Blair,26.0,WR,1,0.0,215.0,74,"Hinds CC,Alcorn St.",10/6/1997,1,0.0,Atlanta Falcons,,,,
Damiere Byrd,30.0,WR,1,0.0,175.0,69,South Carolina,1/27/1993,7,0.0,Atlanta Falcons,,,,
Calais Campbell,37.0,DL,17,17.0,315.0,80,Miami (FL),9/1/1986,15,9.0,Atlanta Falcons,Arizona Cardinals,2.0,50.0,2008.0
Lorenzo Carter,28.0,OLB,17,1.0,264.0,77,Georgia,12/10/1995,5,3.0,Atlanta Falcons,New York Giants,3.0,66.0,2018.0
Drew Dalman,25.0,OL,14,14.0,301.0,75,Stanford,10/15/1998,2,5.0,Atlanta Falcons,Atlanta Falcons,4.0,114.0,2021.0
Frank Darby,26.0,WR,1,0.0,200.0,73,Arizona St.,9/8/1997,2,0.0,Atlanta Falcons,Atlanta Falcons,6.0,187.0,2021.0
Tae Davis,27.0,LB,8,0.0,222.0,72,Chattanooga,8/14/1996,5,1.0,Atlanta Falcons,,,,
Bud Dupree,30.0,OLB,16,16.0,269.0,76,Kentucky,2/12/1993,8,8.0,Atlanta Falcons,Pittsburgh Steelers,1.0,22.0,2015.0
Arnold Ebiketie,24.0,OLB,17,6.0,250.0,74,"Temple,Penn St.",1/23/1999,1,4.0,Atlanta Falcons,Atlanta Falcons,2.0,38.0,2022.0
Milo Eifler,25.0,LB,2,0.0,228.0,73,"Washington,Illinois",2/13/1998,2,0.0,Atlanta Falcons,,,,
