Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Israel Abanikanda,21.0,RB,6,0.0,217.0,70,Pittsburgh,10/5/2002,0,1.0,New York Jets,New York Jets,5.0,143.0,2023.0
Tony Adams,24.0,S,15,15.0,203.0,71,Illinois,1/24/1999,1,5.0,New York Jets,,,,
Adrian Amos,30.0,DB,11,3.0,214.0,72,Penn St.,4/29/1993,8,1.0,New York Jets,Chicago Bears,5.0,142.0,2015.0
Zaire Barnes,24.0,LB,4,0.0,227.0,73,Western Michigan,9/3/1999,0,0.0,New York Jets,New York Jets,6.0,184.0,2023.0
Nick Bawden,27.0,FB,16,2.0,245.0,74,San Diego St.,6/22/1996,4,0.0,New York Jets,Detroit Lions,7.0,237.0,2018.0
Mekhi Becton,24.0,T,16,16.0,363.0,79,Louisville,4/18/1999,3,5.0,New York Jets,New York Jets,1.0,11.0,2020.0
Jarrick Bernard-Converse,23.0,S,8,0.0,205.0,73,"Oklahoma St.,LSU",4/29/2000,0,0.0,New York Jets,New York Jets,6.0,204.0,2023.0
Tim Boyle,29.0,QB,3,2.0,233.0,76,"Connecticut,Eastern Kentucky",10/3/1994,4,1.0,New York Jets,,,,
Duane Brown,38.0,T,5,3.0,329.0,76,Virginia Tech,8/30/1985,15,1.0,New York Jets,Houston Texans,1.0,26.0,2008.0
Jason Brownlee,24.0,WR,7,5.0,202.0,75,"East Mississippi CC,Southern Miss",1/30/1999,0,0.0,New York Jets,,,,
Michael Carter II,24.0,CB,15,7.0,184.0,70,Duke,3/8/1999,2,3.0,New York Jets,New York Jets,5.0,154.0,2021.0
Michael Carter,24.0,RB,9,0.0,201.0,68,North Carolina,5/7/1999,2,1.0,New York Jets,New York Jets,4.0,107.0,2021.0
Irvin Charles,26.0,WR,12,0.0,219.0,76,"Penn St.,Indiana (PA)",4/13/1997,1,0.0,New York Jets,,,,
Micheal Clemons,26.0,DL,16,1.0,263.0,77,"Cisco (TX),Texas A&M",8/21/1997,1,2.0,New York Jets,New York Jets,4.0,117.0,2022.0
Randall Cobb,33.0,WR,11,1.0,192.0,70,Kentucky,8/22/1990,12,0.0,New York Jets,Green Bay Packers,2.0,64.0,2011.0
Tyler Conklin,28.0,TE,17,12.0,248.0,75,Central Michigan,7/30/1995,5,4.0,New York Jets,Minnesota Vikings,5.0,157.0,2018.0
Dalvin Cook,28.0,RB,15,1.0,210.0,70,Florida St.,8/10/1995,6,1.0,New York Jets,Minnesota Vikings,2.0,41.0,2017.0
Ashtyn Davis,27.0,S,17,5.0,205.0,73,California,10/10/1996,3,3.0,New York Jets,New York Jets,3.0,68.0,2020.0
Brandin Echols,26.0,CB,14,1.0,179.0,70,"Northwest Mississippi CC,Kentucky",10/16/1997,2,2.0,New York Jets,New York Jets,6.0,200.0,2021.0
Samuel Eguavoen,30.0,LB,15,0.0,236.0,73,Texas Tech,2/22/1993,4,1.0,New York Jets,,,,
John Franklin-Myers,27.0,DL,17,17.0,288.0,76,S.F. Austin,9/26/1996,5,8.0,New York Jets,Los Angeles Rams,4.0,135.0,2018.0
Sauce Gardner,23.0,CB,16,16.0,190.0,75,Cincinnati,8/31/2000,1,13.0,New York Jets,New York Jets,1.0,4.0,2022.0
Xavier Gipson,22.0,WR,17,3.0,189.0,69,S.F. Austin,3/8/2001,0,3.0,New York Jets,,,,
Chris Glaser,24.0,OL,5,1.0,308.0,76,Virginia,10/1/1999,1,0.0,New York Jets,,,,
Breece Hall,22.0,RB,17,16.0,217.0,71,Iowa St.,5/31/2001,1,8.0,New York Jets,New York Jets,2.0,36.0,2022.0
Bryce Hall,26.0,CB,9,2.0,202.0,73,Virginia,11/5/1997,3,2.0,New York Jets,New York Jets,5.0,158.0,2020.0
Jake Hanson,26.0,OL,7,4.0,303.0,76,Oregon,4/29/1997,2,1.0,New York Jets,Green Bay Packers,6.0,208.0,2020.0
Justin Hardee,29.0,CB,11,0.0,200.0,73,Illinois,2/7/1994,6,1.0,New York Jets,,,,
Mecole Hardman,25.0,WR,5,0.0,187.0,70,Georgia,3/12/1998,4,0.0,New York Jets,Kansas City Chiefs,2.0,56.0,2019.0
Tae Hayes,26.0,CB,1,0.0,188.0,69,Appalachian St.,8/19/1997,4,0.0,New York Jets,,,,
Bruce Hector,29.0,DL,2,0.0,296.0,74,South Florida,10/7/1994,5,0.0,New York Jets,,,,
Thomas Hennessy,29.0,LS,17,0.0,246.0,74,Duke,6/11/1994,6,1.0,New York Jets,,,,
Jalyn Holmes,27.0,DL,5,0.0,283.0,77,Ohio St.,1/25/1996,5,0.0,New York Jets,Minnesota Vikings,4.0,102.0,2018.0
Bryce Huff,25.0,LB,17,0.0,255.0,75,Memphis,4/17/1998,3,2.0,New York Jets,,,,
Craig James,27.0,CB,2,0.0,195.0,70,Southern Illinois,4/29/1996,5,0.0,New York Jets,,,,
Quinton Jefferson,30.0,DL,14,14.0,290.0,76,Maryland,3/31/1993,7,7.0,New York Jets,Seattle Seahawks,5.0,147.0,2016.0
Jermaine Johnson II,24.0,LB,17,17.0,254.0,77,"Independence (KS),Georgia,Florida St.",1/7/1999,1,12.0,New York Jets,New York Jets,1.0,26.0,2022.0
Dennis Kelly,33.0,T,1,0.0,321.0,80,Purdue,1/16/1990,11,0.0,New York Jets,Philadelphia Eagles,5.0,153.0,2012.0
