Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Zack Kuntz,24.0,TE,1,0.0,251.0,80,"Penn St.,Old Dominion",6/6/1999,0,0.0,New York Jets,New York Jets,7.0,220.0,2023.0
Carl Lawson,28.0,DE,6,0.0,260.0,74,Auburn,6/29/1995,6,0.0,New York Jets,Cincinnati Bengals,4.0,116.0,2017.0
Allen Lazard,28.0,WR,14,12.0,227.0,77,Iowa St.,12/11/1995,5,2.0,New York Jets,,,,
Marcelino McCrary-Ball,24.0,LB,2,0.0,214.0,72,Indiana,3/23/1999,1,0.0,New York Jets,,,,
Will McDonald,24.0,DL,15,0.0,245.0,76,Iowa St.,6/4/1999,0,2.0,New York Jets,New York Jets,1.0,15.0,2023.0
Connor McGovern,30.0,C,7,7.0,306.0,76,Missouri,4/27/1993,6,2.0,New York Jets,Denver Broncos,5.0,144.0,2016.0
Max Mitchell,24.0,OL,14,7.0,307.0,78,Louisiana,10/12/1999,1,2.0,New York Jets,New York Jets,4.0,111.0,2022.0
Thomas Morstead,37.0,P,17,0.0,225.0,76,SMU,3/8/1986,14,4.0,New York Jets,New Orleans Saints,5.0,164.0,2009.0
C.J. Mosley,31.0,LB,17,17.0,231.0,74,Alabama,6/19/1992,9,8.0,New York Jets,Baltimore Ravens,1.0,17.0,2014.0
Xavier Newman-Johnson,24.0,OL,7,4.0,297.0,74,Baylor,8/4/1999,1,1.0,New York Jets,,,,
D.J. Reed,27.0,CB,15,15.0,190.0,69,Kansas St.,11/11/1996,5,5.0,New York Jets,San Francisco 49ers,5.0,142.0,2018.0
Aaron Rodgers,40.0,QB,1,1.0,223.0,74,"Butte JC (CA),California",12/2/1983,18,0.0,New York Jets,Green Bay Packers,1.0,24.0,2005.0
Jeremy Ruckert,23.0,TE,15,6.0,250.0,77,Ohio St.,8/11/2000,1,1.0,New York Jets,New York Jets,3.0,101.0,2022.0
Wes Schweitzer,30.0,OL,6,2.0,300.0,76,San Jose St.,9/11/1993,6,1.0,New York Jets,Atlanta Falcons,6.0,195.0,2016.0
Austin Seibert,27.0,K,1,0.0,200.0,69,Oklahoma,11/15/1996,4,0.0,New York Jets,Cleveland Browns,5.0,170.0,2019.0
Jamien Sherwood,23.0,LB,17,3.0,216.0,74,Auburn,1/12/2000,2,2.0,New York Jets,New York Jets,5.0,146.0,2021.0
Trevor Siemian,32.0,QB,5,3.0,220.0,75,Northwestern,12/26/1991,8,-2.0,New York Jets,Denver Broncos,7.0,250.0,2015.0
Tanzel Smart,29.0,DL,4,0.0,295.0,73,Tulane,11/6/1994,6,0.0,New York Jets,Los Angeles Rams,6.0,189.0,2017.0
Chazz Surratt,26.0,LB,14,0.0,233.0,74,North Carolina,2/16/1997,2,1.0,New York Jets,Minnesota Vikings,3.0,78.0,2021.0
Malik Taylor,28.0,WR,3,0.0,220.0,73,Ferris St.,12/21/1995,3,0.0,New York Jets,,,,
Solomon Thomas,28.0,DL,17,3.0,256.0,74,Stanford,12/20/1995,6,3.0,New York Jets,San Francisco 49ers,1.0,3.0,2017.0
Joe Tippmann,22.0,C,16,14.0,313.0,78,Wisconsin,3/24/2001,0,4.0,New York Jets,New York Jets,2.0,43.0,2023.0
Laken Tomlinson,31.0,LG,17,17.0,323.0,75,Duke,2/9/1992,8,4.0,New York Jets,Detroit Lions,1.0,28.0,2015.0
Billy Turner,32.0,T,14,2.0,313.0,77,North Dakota St.,10/17/1991,9,1.0,New York Jets,Miami Dolphins,3.0,67.0,2014.0
C.J. Uzomah,30.0,TE,12,8.0,262.0,78,Auburn,1/14/1993,8,0.0,New York Jets,Cincinnati Bengals,5.0,157.0,2015.0
Xazavian Valladay,25.0,RB,1,0.0,198.0,72,"Wyoming,Arizona St.",7/3/1998,0,0.0,New York Jets,,,,
Alijah Vera-Tucker,24.0,G,5,5.0,308.0,77,USC,6/17/1999,2,1.0,New York Jets,New York Jets,1.0,14.0,2021.0
Carter Warren,24.0,T,8,5.0,311.0,77,Pittsburgh,1/19/1999,0,2.0,New York Jets,New York Jets,4.0,120.0,2023.0
Jordan Whitehead,26.0,SS,17,17.0,198.0,70,Pittsburgh,3/18/1997,5,6.0,New York Jets,Tampa Bay Buccaneers,4.0,117.0,2018.0
Quincy Williams,27.0,LB,17,16.0,230.0,71,Murray St.,8/28/1996,4,17.0,New York Jets,Jacksonville Jaguars,3.0,98.0,2019.0
Quinnen Williams,26.0,DL,17,17.0,303.0,75,Alabama,12/21/1997,4,12.0,New York Jets,New York Jets,1.0,3.0,2019.0
Garrett Wilson,23.0,WR,17,17.0,183.0,72,Ohio St.,7/22/2000,1,7.0,New York Jets,New York Jets,1.0,10.0,2022.0
Zach Wilson,24.0,QB,12,11.0,214.0,74,BYU,8/3/1999,2,5.0,New York Jets,New York Jets,1.0,2.0,2021.0
Perrion Winfrey,23.0,DT,1,0.0,290.0,76,"Iowa Western,Oklahoma",8/15/2000,1,0.0,New York Jets,Cleveland Browns,4.0,108.0,2022.0
Al Woods,36.0,DL,6,0.0,309.0,76,LSU,3/25/1987,13,1.0,New York Jets,New Orleans Saints,4.0,123.0,2010.0
Kenny Yeboah,25.0,TE,5,1.0,250.0,76,"Temple,Mississippi",10/30/1998,2,0.0,New York Jets,,,,
Greg Zuerlein,36.0,K,16,0.0,195.0,72,"Nebraska-Omaha,Missouri Western St.",12/27/1987,11,4.0,New York Jets,St. Louis Rams,6.0,171.0,2012.0
