Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Matthew Adams,28.0,LB,17,1.0,230.0,72,Houston,12/12/1995,5,2.0,Cleveland Browns,Indianapolis Colts,7.0,221.0,2018.0
Jordan Akins,31.0,TE,17,4.0,245.0,76,Central Florida,4/19/1992,5,1.0,Cleveland Browns,Houston Texans,3.0,98.0,2018.0
D'Anthony Bell,27.0,S,17,4.0,211.0,73,"Iowa Central,Butler (KS),West Florida",10/17/1996,1,3.0,Cleveland Browns,,,,
David Bell,23.0,WR,15,3.0,212.0,73,Purdue,12/14/2000,1,1.0,Cleveland Browns,Cleveland Browns,3.0,99.0,2022.0
Joel Bitonio,32.0,G,15,15.0,320.0,76,Nevada,10/11/1991,9,7.0,Cleveland Browns,Cleveland Browns,2.0,35.0,2014.0
Corey Bojorquez,27.0,P,16,0.0,217.0,72,"Cerritos (CA),New Mexico",9/13/1996,5,3.0,Cleveland Browns,,,,
Harrison Bryant,25.0,TE,17,9.0,243.0,77,Florida Atlantic,4/23/1998,3,1.0,Cleveland Browns,Cleveland Browns,4.0,115.0,2020.0
Geron Christian,27.0,T,9,9.0,302.0,77,Louisville,9/10/1996,5,4.0,Cleveland Browns,Washington Redskins,3.0,74.0,2018.0
Nick Chubb,28.0,RB,2,2.0,227.0,71,Georgia,12/27/1995,5,1.0,Cleveland Browns,Cleveland Browns,2.0,35.0,2018.0
Jack Conklin,29.0,T,1,1.0,308.0,78,Michigan St.,8/17/1994,7,0.0,Cleveland Browns,Tennessee Titans,1.0,8.0,2016.0
Amari Cooper,29.0,WR,15,15.0,211.0,73,Alabama,6/17/1994,8,10.0,Cleveland Browns,Oakland Raiders,1.0,4.0,2015.0
Jaelon Darden,24.0,WR,1,0.0,175.0,68,North Texas,1/14/1999,2,0.0,Cleveland Browns,Tampa Bay Buccaneers,4.0,129.0,2021.0
Grant Delpit,25.0,S,13,13.0,208.0,75,LSU,9/20/1998,2,6.0,Cleveland Browns,Cleveland Browns,2.0,44.0,2020.0
Mohamoud Diabate,22.0,LB,16,1.0,225.0,76,"Florida,Utah",5/18/2001,0,2.0,Cleveland Browns,,,,
Jeff Driskel,30.0,QB,1,1.0,231.0,76,"Florida,Louisiana Tech",4/23/1993,5,1.0,Cleveland Browns,San Francisco 49ers,6.0,207.0,2016.0
Michael Dunn,29.0,G,12,2.0,315.0,77,Maryland,8/28/1994,3,1.0,Cleveland Browns,,,,
Jordan Elliott,26.0,DT,17,14.0,303.0,76,"Texas,Missouri",11/23/1997,3,8.0,Cleveland Browns,Cleveland Browns,3.0,88.0,2020.0
Martin Emerson,23.0,CB,16,12.0,201.0,74,Mississippi St.,9/27/2000,1,6.0,Cleveland Browns,Cleveland Browns,3.0,68.0,2022.0
Tony Fields,24.0,LB,17,4.0,222.0,72,"Arizona,West Virginia",6/18/1999,2,4.0,Cleveland Browns,Cleveland Browns,5.0,153.0,2021.0
Joe Flacco,38.0,QB,5,5.0,245.0,78,"Pittsburgh,Delaware",1/16/1985,15,5.0,Cleveland Browns,Baltimore Ravens,1.0,18.0,2008.0
Jerome Ford,24.0,RB,17,12.0,210.0,70,"Alabama,Cincinnati",9/12/1999,1,6.0,Cleveland Browns,Cleveland Browns,5.0,156.0,2022.0
Mike Ford,28.0,LB,16,1.0,199.0,72,SE Missouri St.,8/4/1995,5,2.0,Cleveland Browns,,,,
Myles Garrett,28.0,DE,16,16.0,272.0,76,Texas A&M,12/29/1995,6,20.0,Cleveland Browns,Cleveland Browns,1.0,1.0,2017.0
Marquise Goodwin,33.0,WR,12,0.0,185.0,69,Texas,11/19/1990,10,1.0,Cleveland Browns,Buffalo Bills,3.0,78.0,2013.0
Vincent Gray,24.0,DB,1,0.0,192.0,74,Michigan,12/28/1999,1,0.0,Cleveland Browns,,,,
A.J. Green,25.0,CB,3,0.0,198.0,74,Oklahoma St.,6/9/1998,3,0.0,Cleveland Browns,,,,
Matt Haack,29.0,P,1,0.0,205.0,72,Arizona St.,7/25/1994,6,0.0,Cleveland Browns,,,,
