Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Cal Adomitis,25,LS,17,0.0,238.0,74,Pittsburgh,7/9/1998,1,1.0,Cincinnati Bengals,,,,
Tycen Anderson,24,S,7,0.0,205.0,74,Toledo,6/13/1999,1,0.0,Cincinnati Bengals,Cincinnati Bengals,5.0,166.0,2022.0
Chidobe Awuzie,28,LCB,15,10.0,202.0,71,Colorado,5/24/1995,6,4.0,Cincinnati Bengals,Dallas Cowboys,2.0,60.0,2017.0
Joe Bachie,25,LB,16,0.0,235.0,74,Michigan St.,2/26/1998,3,1.0,Cincinnati Bengals,,,,
Markus Bailey,26,LB,17,0.0,235.0,73,Purdue,3/7/1997,3,1.0,Cincinnati Bengals,Cincinnati Bengals,7.0,215.0,2020.0
Jordan Battle,23,S,17,7.0,215.0,73,Alabama,12/14/2000,0,3.0,Cincinnati Bengals,Cincinnati Bengals,3.0,95.0,2023.0
Tyler Boyd,29,WR,17,13.0,203.0,74,Pittsburgh,11/15/1994,7,6.0,Cincinnati Bengals,Cincinnati Bengals,2.0,55.0,2016.0
Chase Brown,23,RB,12,0.0,210.0,70,"Western Michigan,Illinois",3/21/2000,0,3.0,Cincinnati Bengals,Cincinnati Bengals,5.0,163.0,2023.0
Orlando Brown Jr.,27,T,17,17.0,350.0,80,Oklahoma,5/2/1996,5,9.0,Cincinnati Bengals,Baltimore Ravens,3.0,83.0,2018.0
Jake Browning,27,QB,9,7.0,209.0,74,Washington,4/11/1996,1,7.0,Cincinnati Bengals,,,,
Joe Burrow,27,QB,10,10.0,215.0,76,"Ohio St.,LSU",12/10/1996,3,8.0,Cincinnati Bengals,Cincinnati Bengals,1.0,1.0,2020.0
Alex Cappa,28,G,17,17.0,312.0,78,Humboldt St.,1/27/1995,5,7.0,Cincinnati Bengals,Tampa Bay Buccaneers,3.0,94.0,2018.0
Jackson Carman,23,G,2,0.0,325.0,77,Clemson,1/22/2000,2,0.0,Cincinnati Bengals,Cincinnati Bengals,2.0,46.0,2021.0
Zachary Carter,24,DT,17,5.0,301.0,76,Florida,4/7/1999,1,3.0,Cincinnati Bengals,Cincinnati Bengals,3.0,95.0,2022.0
Ja'Marr Chase,23,WR,16,16.0,205.0,72,LSU,3/1/2000,2,11.0,Cincinnati Bengals,Cincinnati Bengals,1.0,5.0,2021.0
Jalen Davis,27,CB,16,0.0,186.0,70,Utah St.,2/2/1996,5,1.0,Cincinnati Bengals,,,,
Akeem Davis-Gaither,26,LB,13,1.0,238.0,74,Appalachian St.,9/21/1997,3,1.0,Cincinnati Bengals,Cincinnati Bengals,4.0,107.0,2020.0
Chris Evans,26,RB,8,0.0,215.0,71,Michigan,10/5/1997,2,0.0,Cincinnati Bengals,Cincinnati Bengals,6.0,202.0,2021.0
Cody Ford,27,T,17,1.0,345.0,75,Oklahoma,12/28/1996,4,2.0,Cincinnati Bengals,Buffalo Bills,2.0,38.0,2019.0
Devin Harper,25,LB,6,0.0,234.0,72,Oklahoma St.,5/13/1998,1,0.0,Cincinnati Bengals,Dallas Cowboys,6.0,193.0,2022.0
Trey Hendrickson,29,DE,17,17.0,265.0,76,Florida Atlantic,12/5/1994,6,11.0,Cincinnati Bengals,New Orleans Saints,3.0,103.0,2017.0
Tee Higgins,24,WR,12,11.0,220.0,76,Clemson,1/18/1999,3,6.0,Cincinnati Bengals,Cincinnati Bengals,2.0,33.0,2020.0
B.J. Hill,28,DT,17,17.0,311.0,75,North Carolina St.,4/20/1995,5,8.0,Cincinnati Bengals,New York Giants,3.0,69.0,2018.0
Daxton Hill,23,S,17,17.0,195.0,72,Michigan,9/29/2000,1,6.0,Cincinnati Bengals,Cincinnati Bengals,1.0,31.0,2022.0
Mike Hilton,29,CB,17,13.0,184.0,69,Mississippi,3/9/1994,6,5.0,Cincinnati Bengals,,,,
Sam Hubbard,28,DE,15,15.0,265.0,77,Ohio St.,6/23/1995,5,7.0,Cincinnati Bengals,Cincinnati Bengals,3.0,77.0,2018.0
Tanner Hudson,29,TE,12,1.0,241.0,77,Southern Arkansas,11/12/1994,4,3.0,Cincinnati Bengals,,,,
Andrei Iosivas,24,WR,16,1.0,210.0,75,Princeton,10/15/1999,0,1.0,Cincinnati Bengals,Cincinnati Bengals,6.0,206.0,2023.0
Trenton Irwin,28,WR,16,5.0,204.0,74,Stanford,12/10/1995,4,3.0,Cincinnati Bengals,,,,
DJ Ivey,23,CB,8,0.0,192.0,73,Miami (FL),2/25/2000,0,1.0,Cincinnati Bengals,Cincinnati Bengals,7.0,246.0,2023.0
Shedrick Jackson,24,WR,5,0.0,198.0,73,Auburn,10/20/1999,0,0.0,Cincinnati Bengals,,,,
Charlie Jones,25,WR,11,0.0,190.0,72,"Buffalo,Iowa,Purdue",10/29/1998,0,2.0,Cincinnati Bengals,Cincinnati Bengals,4.0,131.0,2023.0
Sidney Jones,27,CB,3,0.0,181.0,72,Washington,5/21/1996,6,0.0,Cincinnati Bengals,Philadelphia Eagles,2.0,43.0,2017.0
Ted Karras,30,C,17,17.0,310.0,76,Illinois,3/15/1993,7,7.0,Cincinnati Bengals,New England Patriots,6.0,221.0,2016.0
