Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Tyson Bagent,23.0,QB,5,4.0,212.0,75,Shepherd,6/8/2000,0,3.0,Chicago Bears,,,,
Micah Baskerville,24.0,LB,2,0.0,224.0,72,LSU,10/19/1999,0,0.0,Chicago Bears,,,,
Andrew Billings,28.0,DL,17,17.0,340.0,73,Baylor,3/6/1995,6,7.0,Chicago Bears,Cincinnati Bengals,4.0,122.0,2016.0
Josh Blackwell,24.0,DB,10,0.0,179.0,71,Duke,4/5/1999,1,1.0,Chicago Bears,,,,
Khari Blasingame,27.0,FB,16,2.0,233.0,72,Vanderbilt,7/1/1996,4,0.0,Chicago Bears,,,,
Larry Borom,24.0,OL,16,6.0,325.0,77,Missouri,3/30/1999,2,4.0,Chicago Bears,Chicago Bears,5.0,151.0,2021.0
Jaquan Brisker,24.0,DB,15,15.0,204.0,73,"Lackawanna,Penn St.",4/20/1999,1,5.0,Chicago Bears,Chicago Bears,2.0,48.0,2022.0
Stephen Carlson,27.0,TE,1,0.0,248.0,76,Princeton,12/12/1996,4,0.0,Chicago Bears,,,,
Ja'Tyre Carter,24.0,OL,10,2.0,311.0,75,Southern,1/15/1999,1,2.0,Chicago Bears,Chicago Bears,7.0,226.0,2022.0
Chase Claypool,25.0,WR,3,2.0,238.0,76,Notre Dame,7/7/1998,3,0.0,Chicago Bears,Pittsburgh Steelers,2.0,49.0,2020.0
Dylan Cole,29.0,LB,16,0.0,240.0,72,Missouri State,5/19/1994,6,1.0,Chicago Bears,,,,
Aviante Collins,29.0,OL,1,0.0,292.0,76,TCU,5/13/1994,6,0.0,Chicago Bears,,,,
Nate Davis,27.0,OL,11,11.0,316.0,75,Charlotte,9/23/1996,4,5.0,Chicago Bears,Tennessee Titans,3.0,82.0,2019.0
Gervon Dexter,22.0,DL,17,1.0,326.0,78,Florida,10/5/2001,0,2.0,Chicago Bears,Chicago Bears,2.0,53.0,2023.0
Tremaine Edmunds,25.0,LB,15,15.0,251.0,76,Virginia Tech,5/2/1998,5,8.0,Chicago Bears,Buffalo Bills,1.0,16.0,2018.0
T.J. Edwards,27.0,LB,17,17.0,228.0,72,Wisconsin,8/12/1996,4,9.0,Chicago Bears,,,,
Darrynton Evans,25.0,RB,5,0.0,203.0,70,Appalachian St.,7/9/1998,3,1.0,Chicago Bears,Tennessee Titans,3.0,93.0,2020.0
Dan Feeney,29.0,OL,16,1.0,310.0,76,Indiana,5/29/1994,6,2.0,Chicago Bears,Los Angeles Chargers,3.0,71.0,2017.0
Justin Fields,24.0,QB,13,13.0,227.0,75,"Georgia,Ohio St.",3/5/1999,2,13.0,Chicago Bears,Chicago Bears,1.0,11.0,2021.0
D'Onta Foreman,27.0,RB,9,8.0,235.0,72,Texas,4/24/1996,6,3.0,Chicago Bears,Houston Texans,3.0,89.0,2017.0
DeMarquis Gates,27.0,LB,5,0.0,221.0,74,Mississippi,3/7/1996,1,1.0,Chicago Bears,,,,
Trenton Gill,24.0,P,17,0.0,219.0,76,North Carolina St.,3/5/1999,1,2.0,Chicago Bears,Chicago Bears,7.0,255.0,2022.0
Kyler Gordon,24.0,DB,13,7.0,200.0,71,Washington,12/17/1999,1,3.0,Chicago Bears,Chicago Bears,2.0,39.0,2022.0
Rasheem Green,26.0,DL,17,0.0,279.0,76,USC,5/15/1997,5,1.0,Chicago Bears,Seattle Seahawks,3.0,79.0,2018.0
Duron Harmon,32.0,S,3,1.0,205.0,72,Rutgers,1/24/1991,10,0.0,Chicago Bears,New England Patriots,3.0,91.0,2013.0
Khalil Herbert,25.0,RB,12,9.0,212.0,69,"Kansas,Virginia Tech",4/21/1998,2,5.0,Chicago Bears,Chicago Bears,6.0,217.0,2021.0
Elijah Hicks,24.0,DB,17,6.0,204.0,71,California,10/16/1999,1,3.0,Chicago Bears,Chicago Bears,7.0,254.0,2022.0
Travis Homer,25.0,RB,16,0.0,211.0,70,Miami (FL),8/7/1998,4,0.0,Chicago Bears,Seattle Seahawks,6.0,204.0,2019.0
Eddie Jackson,30.0,FS,12,12.0,202.0,72,Alabama,12/10/1993,6,4.0,Chicago Bears,Chicago Bears,4.0,112.0,2017.0
Teven Jenkins,25.0,OL,12,11.0,321.0,78,Oklahoma St.,3/3/1998,2,5.0,Chicago Bears,Chicago Bears,2.0,39.0,2021.0
Collin Johnson,26.0,WR,3,0.0,220.0,77,Texas,9/23/1997,3,0.0,Chicago Bears,Jacksonville Jaguars,5.0,165.0,2020.0
Jaylon Johnson,24.0,DB,14,14.0,195.0,72,Utah,4/19/1999,3,10.0,Chicago Bears,Chicago Bears,2.0,50.0,2020.0
Quindell Johnson,24.0,DB,9,0.0,208.0,72,Memphis,11/5/1999,0,1.0,Chicago Bears,,,,
