Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Deonte Banks,22.0,CB,15,15.0,200.0,74,Maryland,3/3/2001,0,5.0,New York Giants,New York Giants,1.0,24.0,2023.0
Saquon Barkley,26.0,RB,14,14.0,233.0,72,Penn St.,2/9/1997,5,6.0,New York Giants,New York Giants,1.0,2.0,2018.0
Boogie Basham,26.0,OLB,13,0.0,274.0,75,Wake Forest,12/16/1997,2,1.0,New York Giants,Buffalo Bills,2.0,61.0,2021.0
Darrian Beavers,24.0,LB,2,0.0,255.0,76,"Connecticut,Cincinnati",7/5/1999,1,0.0,New York Giants,New York Giants,6.0,182.0,2022.0
Daniel Bellinger,23.0,TE,17,13.0,255.0,78,San Diego St.,9/22/2000,1,2.0,New York Giants,New York Giants,4.0,112.0,2022.0
Dane Belton,23.0,S,17,2.0,190.0,73,Iowa,12/7/2000,1,2.0,New York Giants,New York Giants,4.0,114.0,2022.0
Ben Bredeson,25.0,G,16,16.0,315.0,77,Michigan,2/20/1998,3,5.0,New York Giants,Baltimore Ravens,4.0,143.0,2020.0
Matt Breida,28.0,RB,17,4.0,195.0,70,Georgia Southern,2/28/1995,6,1.0,New York Giants,,,,
Gary Brightwell,24.0,RB,7,0.0,218.0,73,Arizona,2/28/1999,2,0.0,New York Giants,New York Giants,6.0,196.0,2021.0
Cam Brown,25.0,LB,16,0.0,230.0,77,Penn St.,4/1/1998,3,1.0,New York Giants,New York Giants,6.0,183.0,2020.0
Randy Bullock,34.0,K,6,0.0,210.0,69,Texas A&M,12/16/1989,10,1.0,New York Giants,Houston Texans,5.0,161.0,2012.0
Lawrence Cager,26.0,TE,11,0.0,220.0,77,Georgia,8/20/1997,3,0.0,New York Giants,,,,
Parris Campbell,26.0,WR,12,3.0,208.0,72,Ohio St.,7/16/1997,4,1.0,New York Giants,Indianapolis Colts,2.0,59.0,2019.0
Jashaun Corbin,23.0,RB,6,0.0,200.0,71,"Texas A&M,Florida St.",8/20/2000,1,0.0,New York Giants,,,,
Carter Coughlin,26.0,LB,17,0.0,240.0,75,Minnesota,7/20/1997,3,1.0,New York Giants,New York Giants,7.0,218.0,2020.0
Mason Crosby,39.0,K,3,0.0,207.0,73,Colorado,9/3/1984,16,0.0,New York Giants,Green Bay Packers,6.0,193.0,2007.0
D.J. Davidson,24.0,DL,15,2.0,320.0,77,Arizona St.,12/16/1999,1,2.0,New York Giants,New York Giants,5.0,147.0,2022.0
Tommy DeVito,25.0,QB,9,6.0,210.0,74,"Syracuse,Illinois",8/7/1998,0,4.0,New York Giants,,,,
Joshua Ezeudu,24.0,OL,6,5.0,310.0,76,North Carolina,9/19/1999,1,2.0,New York Giants,New York Giants,3.0,67.0,2022.0
Cordale Flott,22.0,CB,14,7.0,175.0,74,LSU,8/24/2001,1,3.0,New York Giants,New York Giants,3.0,81.0,2022.0
Tomon Fox,25.0,OLB,1,0.0,245.0,74,North Carolina,3/16/1998,1,0.0,New York Giants,,,,
Graham Gano,36.0,K,8,0.0,202.0,74,Florida St.,4/9/1987,14,0.0,New York Giants,,,,
Jamie Gillan,26.0,P,17,0.0,207.0,73,Ark-Pine Bluff,7/4/1997,4,2.0,New York Giants,,,,
Mark Glowinski,31.0,RG,13,6.0,310.0,76,"Lackawanna,West Virginia",5/3/1992,8,2.0,New York Giants,Seattle Seahawks,4.0,134.0,2015.0
Eric Gray,24.0,RB,13,0.0,211.0,70,"Tennessee,Oklahoma",11/4/1999,0,0.0,New York Giants,New York Giants,5.0,172.0,2023.0
