Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Adetomiwa Adebawore,22.0,DE,10,0.0,282.0,74,Northwestern,3/4/2001,0,1.0,Indianapolis Colts,Indianapolis Colts,4.0,110.0,2023.0
McTelvin Agim,26.0,DT,1,0.0,300.0,75,Arkansas,9/25/1997,3,0.0,Indianapolis Colts,Denver Broncos,3.0,95.0,2020.0
Mo Alie-Cox,30.0,TE,17,7.0,267.0,77,Virginia Commonwealth,9/19/1993,5,1.0,Indianapolis Colts,,,,
Jack Anderson,25.0,G,1,0.0,314.0,76,Texas Tech,10/12/1998,2,0.0,Indianapolis Colts,Buffalo Bills,7.0,236.0,2021.0
Liam Anderson,23.0,LB,1,0.0,226.0,75,Holy Cross,4/30/2000,0,0.0,Indianapolis Colts,,,,
Darrell Baker,25.0,CB,14,6.0,190.0,73,Georgia Southern,3/27/1998,1,2.0,Indianapolis Colts,,,,
Julian Blackmon,25.0,S,15,15.0,187.0,72,Utah,8/24/1998,3,6.0,Indianapolis Colts,Indianapolis Colts,3.0,85.0,2020.0
Ike Boettger,29.0,G,2,0.0,313.0,78,Iowa,10/5/1994,5,0.0,Indianapolis Colts,,,,
Julius Brents,23.0,CB,9,8.0,198.0,75,"Iowa,Kansas St.",1/18/2000,0,3.0,Indianapolis Colts,Indianapolis Colts,2.0,44.0,2023.0
Tony Brown,28.0,CB,12,1.0,200.0,72,Alabama,7/13/1995,5,1.0,Indianapolis Colts,,,,
Taven Bryan,27.0,DT,17,7.0,291.0,76,Florida,3/11/1996,5,4.0,Indianapolis Colts,Jacksonville Jaguars,1.0,29.0,2018.0
DeForest Buckner,29.0,DT,17,16.0,295.0,79,Oregon,3/17/1994,7,10.0,Indianapolis Colts,San Francisco 49ers,1.0,7.0,2016.0
Nick Cross,22.0,S,17,2.0,212.0,72,Maryland,9/10/2001,1,2.0,Indianapolis Colts,Indianapolis Colts,3.0,96.0,2022.0
Trevor Denbow,25.0,S,17,0.0,208.0,70,"Navarro,SMU",8/26/1998,1,1.0,Indianapolis Colts,,,,
Josh Downs,22.0,WR,17,9.0,171.0,69,North Carolina,8/12/2001,0,7.0,Indianapolis Colts,Indianapolis Colts,3.0,79.0,2023.0
Samson Ebukam,28.0,DE,17,17.0,245.0,75,Eastern Washington,5/9/1995,6,7.0,Indianapolis Colts,Los Angeles Rams,4.0,125.0,2017.0
Sam Ehlinger,25.0,QB,1,0.0,222.0,73,Texas,9/30/1998,2,0.0,Indianapolis Colts,Indianapolis Colts,6.0,218.0,2021.0
Ethan Fernea,25.0,WR,3,0.0,195.0,72,UCLA,3/2/1998,1,0.0,Indianapolis Colts,,,,
Dallis Flowers,26.0,CB,4,4.0,196.0,73,"Grand View,Pittsburg St.",6/4/1997,1,1.0,Indianapolis Colts,,,,
Zaire Franklin,27.0,LB,16,16.0,235.0,72,Syracuse,7/2/1996,5,7.0,Indianapolis Colts,Indianapolis Colts,7.0,235.0,2018.0
Blake Freeland,22.0,T,16,9.0,302.0,78,BYU,5/3/2001,0,5.0,Indianapolis Colts,Indianapolis Colts,4.0,106.0,2023.0
Wesley French,27.0,C,17,3.0,307.0,76,Western Michigan,11/30/1996,1,2.0,Indianapolis Colts,,,,
Will Fries,25.0,OL,17,17.0,305.0,78,Penn St.,4/4/1998,2,7.0,Indianapolis Colts,Indianapolis Colts,7.0,248.0,2021.0
Jake Funk,25.0,RB,4,0.0,205.0,70,Maryland,1/11/1998,2,0.0,Indianapolis Colts,Los Angeles Rams,7.0,233.0,2021.0
Matt Gay,29.0,K,17,0.0,232.0,72,Utah,3/15/1994,4,2.0,Indianapolis Colts,Tampa Bay Buccaneers,5.0,145.0,2019.0
Tyler Goodson,23.0,RB,6,1.0,197.0,69,Iowa,11/10/2000,1,1.0,Indianapolis Colts,,,,
Kylen Granson,25.0,TE,15,7.0,242.0,75,"Rice,SMU",3/27/1998,2,3.0,Indianapolis Colts,Indianapolis Colts,4.0,127.0,2021.0
Arlington Hambright,27.0,G,2,0.0,300.0,77,"Garden City (KS),Oklahoma St.,Colorado",1/30/1996,3,0.0,Indianapolis Colts,Chicago Bears,7.0,226.0,2020.0
Ronnie Harrison,26.0,LB,7,3.0,207.0,74,Alabama,4/18/1997,5,2.0,Indianapolis Colts,Jacksonville Jaguars,3.0,93.0,2018.0
Evan Hull,23.0,RB,1,0.0,209.0,70,Northwestern,10/26/2000,0,0.0,Indianapolis Colts,Indianapolis Colts,5.0,176.0,2023.0
Deon Jackson,24.0,RB,2,1.0,218.0,72,Duke,2/18/1999,2,0.0,Indianapolis Colts,,,,
Eric Johnson,25.0,DT,14,0.0,320.0,76,Missouri State,7/16/1998,1,1.0,Indianapolis Colts,Indianapolis Colts,5.0,159.0,2022.0
Jaylon Jones,21.0,CB,17,10.0,203.0,74,Texas A&M,4/3/2002,0,4.0,Indianapolis Colts,Indianapolis Colts,7.0,221.0,2023.0
Ryan Kelly,30.0,C,14,14.0,307.0,76,Alabama,5/30/1993,7,7.0,Indianapolis Colts,Indianapolis Colts,1.0,18.0,2016.0
Chris Lammons,27.0,CB,4,1.0,190.0,70,South Carolina,1/31/1996,4,0.0,Indianapolis Colts,,,,
Isaiah Land,23.0,LB,7,0.0,235.0,76,Florida A&M,2/5/2000,0,1.0,Indianapolis Colts,,,,
Shaquille Leonard,28.0,LLB,9,9.0,230.0,74,South Carolina St.,7/27/1995,5,4.0,Indianapolis Colts,Indianapolis Colts,2.0,36.0,2018.0
Tyquan Lewis,28.0,DE,17,0.0,267.0,75,Ohio St.,1/30/1995,5,1.0,Indianapolis Colts,Indianapolis Colts,2.0,64.0,2018.0
Will Mallory,24.0,TE,12,2.0,239.0,76,Miami (FL),6/22/1999,0,2.0,Indianapolis Colts,Indianapolis Colts,5.0,162.0,2023.0
Jacob Martin,28.0,DE,17,0.0,242.0,74,Temple,12/11/1995,5,1.0,Indianapolis Colts,Seattle Seahawks,6.0,186.0,2018.0
Cameron McGrone,23.0,LB,12,0.0,236.0,73,Michigan,6/22/2000,1,1.0,Indianapolis Colts,New England Patriots,5.0,177.0,2021.0
Isaiah McKenzie,28.0,WR,13,2.0,173.0,67,Georgia,4/9/1995,6,1.0,Indianapolis Colts,Denver Broncos,5.0,172.0,2017.0
Gardner Minshew II,27.0,QB,17,13.0,225.0,73,"Northwest Mississippi CC,East Carolina,Washington St.",5/16/1996,4,10.0,Indianapolis Colts,Jacksonville Jaguars,6.0,178.0,2019.0
D.J. Montgomery,27.0,WR,7,0.0,201.0,73,Austin Peay St.,11/17/1996,2,0.0,Indianapolis Colts,,,,
Kenny Moore,28.0,CB,16,16.0,190.0,69,Valdosta St.,8/23/1995,6,6.0,Indianapolis Colts,,,,
Zack Moss,26.0,RB,14,8.0,215.0,70,Utah,12/15/1997,3,6.0,Indianapolis Colts,Buffalo Bills,3.0,86.0,2020.0
Quenton Nelson,27.0,G,17,17.0,330.0,77,Notre Dame,3/19/1996,5,9.0,Indianapolis Colts,Indianapolis Colts,1.0,6.0,2018.0
Dayo Odeyingbo,24.0,DE,17,1.0,282.0,77,Vanderbilt,9/24/1999,2,3.0,Indianapolis Colts,Indianapolis Colts,2.0,54.0,2021.0
Andrew Ogletree,25.0,TE,12,9.0,260.0,77,"Findlay,Youngstown St.",7/28/1998,1,1.0,Indianapolis Colts,Indianapolis Colts,6.0,192.0,2022.0
Segun Olubi,24.0,LB,15,2.0,233.0,73,"Col. of Idaho,Saddleback College,Harding,San Diego St.",11/1/1999,1,2.0,Indianapolis Colts,,,,
Kwity Paye,25.0,DE,16,16.0,265.0,75,Michigan,11/19/1998,2,8.0,Indianapolis Colts,Indianapolis Colts,1.0,21.0,2021.0
Alec Pierce,23.0,WR,17,16.0,211.0,75,Cincinnati,5/2/2000,1,5.0,Indianapolis Colts,Indianapolis Colts,2.0,53.0,2022.0
Michael Pittman Jr.,26.0,WR,16,15.0,223.0,76,USC,10/5/1997,3,10.0,Indianapolis Colts,Indianapolis Colts,2.0,34.0,2020.0
Bernhard Raimann,26.0,T,15,15.0,303.0,78,Central Michigan,9/23/1997,1,7.0,Indianapolis Colts,Indianapolis Colts,3.0,77.0,2022.0
Luke Rhodes,31.0,LS,17,0.0,238.0,74,William & Mary,12/2/1992,7,1.0,Indianapolis Colts,,,,
Anthony Richardson,21.0,QB,4,4.0,244.0,76,Florida,5/22/2002,0,3.0,Indianapolis Colts,Indianapolis Colts,1.0,4.0,2023.0
Amari Rodgers,24.0,WR,3,0.0,212.0,69,Clemson,9/23/1999,2,0.0,Indianapolis Colts,Green Bay Packers,3.0,85.0,2021.0
Rigoberto Sanchez,29.0,P,17,0.0,195.0,72,Hawaii,9/8/1994,6,2.0,Indianapolis Colts,,,,
