Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Trey Sermon,24.0,RB,14,0.0,215.0,72,"Oklahoma,Ohio St.",1/30/1999,2,1.0,Indianapolis Colts,San Francisco 49ers,3.0,88.0,2021.0
Josh Sills,25.0,G,17,0.0,325.0,78,"West Virginia,Oklahoma St.",1/26/1998,1,1.0,Indianapolis Colts,,,,
Braden Smith,27.0,T,10,10.0,312.0,78,Auburn,3/25/1996,5,5.0,Indianapolis Colts,Indianapolis Colts,2.0,37.0,2018.0
Ameer Speed,24.0,CB,8,0.0,215.0,75,"Georgia,Michigan St.",10/11/1999,0,0.0,Indianapolis Colts,New England Patriots,6.0,214.0,2023.0
E.J. Speed,28.0,LB,16,11.0,227.0,76,Tarleton St.,6/1/1995,4,5.0,Indianapolis Colts,Indianapolis Colts,5.0,164.0,2019.0
Grover Stewart,30.0,DT,11,11.0,314.0,76,Albany State (GA),10/20/1993,6,4.0,Indianapolis Colts,Indianapolis Colts,4.0,144.0,2017.0
Grant Stuard,25.0,LB,17,0.0,225.0,71,Houston,10/15/1998,2,1.0,Indianapolis Colts,Tampa Bay Buccaneers,7.0,259.0,2021.0
Jonathan Taylor,24.0,RB,10,7.0,226.0,70,Wisconsin,1/19/1999,3,6.0,Indianapolis Colts,Indianapolis Colts,2.0,41.0,2020.0
Rodney Thomas II,25.0,S,17,15.0,196.0,73,Yale,6/26/1998,1,5.0,Indianapolis Colts,Indianapolis Colts,7.0,239.0,2022.0
Juwann Winfree,27.0,WR,8,1.0,210.0,73,Colorado,9/4/1996,4,0.0,Indianapolis Colts,Denver Broncos,6.0,187.0,2019.0
