Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Devon Allen,29.0,WR,2,0.0,190.0,73,Oregon,12/12/1994,1,0.0,Philadelphia Eagles,,,,
Derek Barnett,27.0,DE,8,0.0,259.0,75,Tennessee,6/25/1996,6,0.0,Philadelphia Eagles,Philadelphia Eagles,1.0,14.0,2017.0
Reed Blankenship,24.0,S,15,15.0,203.0,73,Middle Tenn. St.,3/2/1999,1,4.0,Philadelphia Eagles,,,,
James Bradberry,30.0,CB,16,16.0,210.0,73,"Arkansas St.,Samford",8/4/1993,7,4.0,Philadelphia Eagles,Carolina Panthers,2.0,62.0,2016.0
A.J. Brown,26.0,WR,17,17.0,226.0,73,Mississippi,6/30/1997,4,15.0,Philadelphia Eagles,Tennessee Titans,2.0,51.0,2019.0
Sydney Brown,23.0,S,14,6.0,211.0,70,Illinois,3/21/2000,0,2.0,Philadelphia Eagles,Philadelphia Eagles,3.0,66.0,2023.0
Kevin Byard,30.0,SS,10,10.0,218.0,71,Middle Tenn. St.,8/17/1993,7,3.0,Philadelphia Eagles,Tennessee Titans,3.0,64.0,2016.0
Grant Calcaterra,25.0,TE,15,1.0,240.0,76,"Oklahoma,SMU",12/4/1998,1,0.0,Philadelphia Eagles,Philadelphia Eagles,6.0,198.0,2022.0
Jalen Carter,22.0,DT,16,1.0,314.0,75,Georgia,4/4/2001,0,2.0,Philadelphia Eagles,Philadelphia Eagles,1.0,9.0,2023.0
Britain Covey,26.0,WR,16,0.0,173.0,68,Utah,3/18/1997,1,0.0,Philadelphia Eagles,,,,
Fletcher Cox,33.0,LDT,15,15.0,310.0,76,Mississippi St.,12/13/1990,11,6.0,Philadelphia Eagles,Philadelphia Eagles,1.0,12.0,2012.0
Zach Cunningham,29.0,LB,13,10.0,230.0,75,Vanderbilt,12/12/1994,6,4.0,Philadelphia Eagles,Houston Texans,2.0,57.0,2017.0
Jordan Davis,23.0,DT,17,17.0,336.0,78,Georgia,1/12/2000,1,6.0,Philadelphia Eagles,Philadelphia Eagles,1.0,13.0,2022.0
Nakobe Dean,23.0,LB,5,4.0,231.0,71,Georgia,12/13/2000,1,1.0,Philadelphia Eagles,Philadelphia Eagles,3.0,83.0,2022.0
Landon Dickerson,25.0,G,16,16.0,332.0,78,"Florida St.,Alabama",9/30/1998,2,8.0,Philadelphia Eagles,Philadelphia Eagles,2.0,37.0,2021.0
Jack Driscoll,26.0,T,17,1.0,312.0,77,"Massachusetts,Auburn",4/1/1997,3,2.0,Philadelphia Eagles,Philadelphia Eagles,4.0,145.0,2020.0
