Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Johnathan Abram,27.0,S,9,3.0,205.0,71,Mississippi St.,10/25/1996,4,2.0,New Orleans Saints,Oakland Raiders,1.0,27.0,2019.0
Paulson Adebo,24.0,CB,15,15.0,192.0,73,Stanford,7/3/1999,2,7.0,New Orleans Saints,New Orleans Saints,3.0,76.0,2021.0
Ugo Amadi,26.0,S,17,0.0,201.0,69,Oregon,5/16/1997,4,1.0,New Orleans Saints,Seattle Seahawks,4.0,132.0,2019.0
Zack Baun,27.0,RLB,17,6.0,225.0,75,Wisconsin,12/30/1996,3,4.0,New Orleans Saints,New Orleans Saints,3.0,74.0,2020.0
Lynn Bowden Jr.,26.0,WR,15,3.0,204.0,73,Kentucky,10/14/1997,3,1.0,New Orleans Saints,Las Vegas Raiders,3.0,80.0,2020.0
Bryan Bresee,22.0,DT,17,0.0,305.0,77,Clemson,10/6/2001,0,2.0,New Orleans Saints,New Orleans Saints,1.0,29.0,2023.0
Marquez Callaway,25.0,WR,3,0.0,204.0,74,Tennessee,3/27/1998,3,0.0,New Orleans Saints,,,,
Derek Carr,32.0,QB,17,17.0,215.0,75,Fresno St.,3/28/1991,9,12.0,New Orleans Saints,Oakland Raiders,2.0,36.0,2014.0
Ryan Connelly,28.0,LB,1,0.0,234.0,74,Wisconsin,10/3/1995,4,0.0,New Orleans Saints,New York Giants,5.0,143.0,2019.0
Cameron Dantzler,25.0,CB,2,0.0,188.0,74,Mississippi St.,9/3/1998,3,0.0,New Orleans Saints,Minnesota Vikings,3.0,89.0,2020.0
Demario Davis,34.0,MLB,17,17.0,248.0,74,Arkansas St.,1/11/1989,11,16.0,New Orleans Saints,New York Jets,3.0,77.0,2012.0
Cameron Erving,31.0,G,3,2.0,313.0,77,Florida St.,8/23/1992,8,1.0,New Orleans Saints,Cleveland Browns,1.0,19.0,2015.0
Isaiah Foskey,23.0,DE,10,0.0,270.0,77,Notre Dame,10/30/2000,0,1.0,New Orleans Saints,New Orleans Saints,2.0,40.0,2023.0
Max Garcia,32.0,G,17,3.0,309.0,76,Florida,11/9/1991,8,2.0,New Orleans Saints,Denver Broncos,4.0,133.0,2015.0
Jimmy Graham,37.0,TE,13,2.0,265.0,79,Miami (FL),11/24/1986,13,0.0,New Orleans Saints,New Orleans Saints,3.0,95.0,2010.0
Carl Granderson,27.0,DE,17,17.0,261.0,77,Wyoming,12/18/1996,4,9.0,New Orleans Saints,,,,
J.T. Gray,27.0,DB,14,0.0,202.0,72,Mississippi St.,1/18/1996,5,1.0,New Orleans Saints,,,,
Blake Grupe,25.0,K,17,0.0,156.0,67,"Arkansas St.,Notre Dame",11/5/1998,0,3.0,New Orleans Saints,,,,
Lou Hedley,30.0,P,17,0.0,220.0,76,"City College of San Francisco,Miami (FL)",6/26/1993,0,1.0,New Orleans Saints,,,,
Jack Heflin,25.0,DT,1,0.0,304.0,75,"Northern Illinois,Iowa",3/8/1998,2,0.0,New Orleans Saints,,,,
Taysom Hill,33.0,TE/QB,16,7.0,221.0,74,BYU,8/23/1990,6,5.0,New Orleans Saints,,,,
J.P. Holtz,30.0,TE,1,0.0,246.0,75,Pittsburgh,8/28/1993,4,0.0,New Orleans Saints,,,,
Jordan Howden,23.0,DB,16,7.0,209.0,72,Minnesota,5/14/2000,0,3.0,New Orleans Saints,New Orleans Saints,5.0,146.0,2023.0
James Hurst,32.0,OL,15,15.0,310.0,77,North Carolina,12/17/1991,9,6.0,New Orleans Saints,,,,
D'Marco Jackson,25.0,LB,17,0.0,233.0,73,Appalachian St.,7/20/1998,1,2.0,New Orleans Saints,New Orleans Saints,5.0,161.0,2022.0
Shemar Jean-Charles,25.0,CB,3,0.0,184.0,70,Appalachian St.,6/20/1998,2,0.0,New Orleans Saints,Green Bay Packers,5.0,178.0,2021.0
