Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Montravius Adams,28.0,DT,13,8.0,304.0,76,Auburn,7/24/1995,6,4.0,Pittsburgh Steelers,Green Bay Packers,3.0,93.0,2017.0
Kwon Alexander,29.0,LB,9,2.0,227.0,73,LSU,8/3/1994,8,2.0,Pittsburgh Steelers,Tampa Bay Buccaneers,4.0,124.0,2015.0
Spencer Anderson,23.0,OL,8,0.0,305.0,77,Maryland,6/7/2000,0,0.0,Pittsburgh Steelers,Pittsburgh Steelers,7.0,251.0,2023.0
Calvin Austin III,24.0,WR,17,1.0,162.0,69,Memphis,3/24/1999,1,2.0,Pittsburgh Steelers,Pittsburgh Steelers,4.0,138.0,2022.0
Keeanu Benton,22.0,DL,17,9.0,309.0,76,Wisconsin,7/17/2001,0,4.0,Pittsburgh Steelers,Pittsburgh Steelers,2.0,49.0,2023.0
Chris Boswell,32.0,K,17,0.0,185.0,74,Rice,3/16/1991,8,4.0,Pittsburgh Steelers,,,,
Miles Boykin,27.0,WR,17,0.0,231.0,75,Notre Dame,10/12/1996,4,0.0,Pittsburgh Steelers,Baltimore Ravens,3.0,93.0,2019.0
Tariq Carpenter,25.0,LB,3,0.0,230.0,75,Georgia Tech,12/28/1998,1,0.0,Pittsburgh Steelers,Green Bay Packers,7.0,228.0,2022.0
Mason Cole,27.0,C,17,17.0,298.0,77,Michigan,3/28/1996,5,6.0,Pittsburgh Steelers,Arizona Cardinals,3.0,97.0,2018.0
James Daniels,26.0,OL,15,15.0,320.0,76,Iowa,9/13/1997,5,5.0,Pittsburgh Steelers,Chicago Bears,2.0,39.0,2018.0
Dez Fitzpatrick,26.0,WR,1,0.0,208.0,74,Louisville,12/17/1997,2,0.0,Pittsburgh Steelers,Tennessee Titans,4.0,109.0,2021.0
Minkah Fitzpatrick,27.0,S,10,10.0,207.0,73,Alabama,11/17/1996,5,6.0,Pittsburgh Steelers,Miami Dolphins,1.0,11.0,2018.0
Pat Freiermuth,25.0,TE,12,9.0,258.0,77,Penn St.,10/25/1998,2,3.0,Pittsburgh Steelers,Pittsburgh Steelers,2.0,55.0,2021.0
Markus Golden,32.0,LB,16,0.0,260.0,74,Missouri,3/13/1991,8,2.0,Pittsburgh Steelers,Arizona Cardinals,2.0,58.0,2015.0
Najee Harris,25.0,RB,17,17.0,242.0,73,Alabama,3/9/1998,2,7.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,24.0,2021.0
Pressley Harvin III,25.0,P,15,0.0,255.0,72,Georgia Tech,9/17/1998,2,1.0,Pittsburgh Steelers,Pittsburgh Steelers,7.0,254.0,2021.0
Nate Herbig,25.0,G,17,2.0,334.0,76,Stanford,7/10/1998,4,2.0,Pittsburgh Steelers,,,,
Nick Herbig,22.0,LB,17,0.0,240.0,74,Wisconsin,11/21/2001,0,2.0,Pittsburgh Steelers,Pittsburgh Steelers,4.0,132.0,2023.0
Cameron Heyward,34.0,DT,11,11.0,295.0,77,Ohio St.,5/6/1989,12,5.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,31.0,2011.0
Connor Heyward,24.0,TE,17,7.0,230.0,72,Michigan St.,1/22/1999,1,1.0,Pittsburgh Steelers,Pittsburgh Steelers,6.0,208.0,2022.0
Alex Highsmith,26.0,LB,17,17.0,242.0,76,Charlotte,8/7/1997,3,9.0,Pittsburgh Steelers,Pittsburgh Steelers,3.0,102.0,2020.0
Cole Holcomb,27.0,LB,8,8.0,240.0,73,North Carolina,7/30/1996,4,4.0,Pittsburgh Steelers,Washington Redskins,5.0,173.0,2019.0
Godwin Igwebuike,29.0,RB,10,0.0,213.0,72,Northwestern,9/10/1994,5,0.0,Pittsburgh Steelers,,,,
Myles Jack,28.0,LB,3,1.0,244.0,73,UCLA,9/3/1995,7,1.0,Pittsburgh Steelers,Jacksonville Jaguars,2.0,36.0,2016.0
Diontae Johnson,27.0,WR,13,11.0,183.0,70,Toledo,7/5/1996,4,6.0,Pittsburgh Steelers,Pittsburgh Steelers,3.0,66.0,2019.0
Kyron Johnson,25.0,LB,6,0.0,235.0,72,Kansas,7/24/1998,1,0.0,Pittsburgh Steelers,Philadelphia Eagles,6.0,181.0,2022.0
Broderick Jones,22.0,T,17,11.0,311.0,77,Georgia,5/16/2001,0,5.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,14.0,2023.0
Damontae Kazee,30.0,S,14,9.0,174.0,71,San Diego St.,6/5/1993,6,4.0,Pittsburgh Steelers,Atlanta Falcons,5.0,149.0,2017.0
Miles Killebrew,30.0,DB,17,1.0,222.0,74,Southern Utah,5/10/1993,7,8.0,Pittsburgh Steelers,Detroit Lions,4.0,111.0,2016.0
Desmond King,29.0,CB,3,0.0,201.0,70,Iowa,12/14/1994,6,0.0,Pittsburgh Steelers,Los Angeles Chargers,5.0,151.0,2017.0
Christian Kuntz,29.0,LS,17,0.0,228.0,73,Duquesne,4/13/1994,2,1.0,Pittsburgh Steelers,,,,
DeMarvin Leal,23.0,DE,12,4.0,290.0,76,Texas A&M,7/1/2000,1,2.0,Pittsburgh Steelers,Pittsburgh Steelers,3.0,84.0,2022.0
Isaiahh Loudermilk,26.0,DT,16,0.0,293.0,79,Wisconsin,10/10/1997,2,1.0,Pittsburgh Steelers,Pittsburgh Steelers,5.0,156.0,2021.0
Blake Martinez,29.0,LB,1,1.0,237.0,74,Stanford,1/9/1994,7,0.0,Pittsburgh Steelers,Green Bay Packers,4.0,131.0,2016.0
Anthony McFarland Jr.,25.0,RB,3,0.0,193.0,68,Maryland,3/4/1998,3,0.0,Pittsburgh Steelers,Pittsburgh Steelers,4.0,124.0,2020.0
Dan Moore,25.0,T,16,16.0,315.0,77,Texas A&M,9/28/1998,2,7.0,Pittsburgh Steelers,Pittsburgh Steelers,4.0,128.0,2021.0
Keanu Neal,28.0,SS,9,8.0,211.0,72,Florida,7/26/1995,7,3.0,Pittsburgh Steelers,Atlanta Falcons,1.0,17.0,2016.0
Larry Ogunjobi,29.0,DT,17,17.0,305.0,74,Charlotte,6/3/1994,6,8.0,Pittsburgh Steelers,Cleveland Browns,3.0,65.0,2017.0
Chukwuma Okorafor,26.0,RT,14,7.0,320.0,78,Western Michigan,8/8/1997,5,3.0,Pittsburgh Steelers,Pittsburgh Steelers,3.0,92.0,2018.0
Qadree Ollison,27.0,RB,2,0.0,232.0,73,Pittsburgh,9/8/1996,4,0.0,Pittsburgh Steelers,Atlanta Falcons,5.0,152.0,2019.0
Gunner Olszewski,27.0,WR,2,0.0,190.0,72,Bemidji St.,11/26/1996,4,0.0,Pittsburgh Steelers,,,,
Patrick Peterson,33.0,LCB,17,16.0,203.0,73,LSU,7/11/1990,12,6.0,Pittsburgh Steelers,Arizona Cardinals,1.0,5.0,2011.0
George Pickens,22.0,WR,17,16.0,200.0,75,Georgia,3/4/2001,1,10.0,Pittsburgh Steelers,Pittsburgh Steelers,2.0,52.0,2022.0
Kenny Pickett,25.0,QB,12,12.0,220.0,75,Pittsburgh,6/6/1998,1,6.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,20.0,2022.0
James Pierre,27.0,CB,16,0.0,185.0,74,Florida Atlantic,9/16/1996,3,1.0,Pittsburgh Steelers,,,,
Joey Porter Jr.,23.0,CB,17,11.0,193.0,74,Penn St.,7/26/2000,0,4.0,Pittsburgh Steelers,Pittsburgh Steelers,2.0,32.0,2023.0
Elijah Riley,25.0,S,13,0.0,205.0,72,Army,6/12/1998,3,1.0,Pittsburgh Steelers,,,,
Elandon Roberts,29.0,LB,16,15.0,235.0,71,Houston,4/22/1994,7,7.0,Pittsburgh Steelers,New England Patriots,6.0,214.0,2016.0
Allen Robinson,30.0,WR,17,17.0,210.0,74,Penn St.,8/24/1993,9,2.0,Pittsburgh Steelers,Jacksonville Jaguars,2.0,61.0,2014.0
Mark Robinson,24.0,LB,17,2.0,235.0,71,"Presbyterian,SE Missouri St.,Mississippi",8/14/1999,1,2.0,Pittsburgh Steelers,Pittsburgh Steelers,7.0,225.0,2022.0
Eric Rowe,31.0,S,3,3.0,205.0,73,Utah,10/3/1992,8,1.0,Pittsburgh Steelers,Philadelphia Eagles,2.0,47.0,2015.0
Mason Rudolph,28.0,QB,4,3.0,235.0,77,Oklahoma St.,7/17/1995,4,2.0,Pittsburgh Steelers,Pittsburgh Steelers,3.0,76.0,2018.0
Darius Rush,23.0,CB,3,0.0,198.0,74,South Carolina,2/22/2000,0,0.0,Pittsburgh Steelers,Indianapolis Colts,5.0,138.0,2023.0
Isaac Seumalo,30.0,G,17,17.0,303.0,76,Oregon St.,10/29/1993,7,6.0,Pittsburgh Steelers,Philadelphia Eagles,3.0,79.0,2016.0
Chandon Sullivan,27.0,CB,17,2.0,189.0,71,Georgia St.,8/7/1996,5,2.0,Pittsburgh Steelers,,,,
Trenton Thompson,26.0,DB,6,1.0,196.0,73,San Diego St.,12/18/1997,1,1.0,Pittsburgh Steelers,,,,
Mitchell Trubisky,29.0,QB,5,2.0,222.0,75,North Carolina,8/20/1994,6,2.0,Pittsburgh Steelers,Chicago Bears,1.0,2.0,2017.0
Mykal Walker,26.0,LB,8,5.0,235.0,75,"Azusa Pacific,Fresno St.",8/28/1997,3,3.0,Pittsburgh Steelers,Atlanta Falcons,4.0,119.0,2020.0
Levi Wallace,28.0,CB,16,9.0,179.0,72,Alabama,6/12/1995,5,4.0,Pittsburgh Steelers,,,,
Jaylen Warren,25.0,RB,17,0.0,215.0,68,"Snow College (UT),Utah St.,Oklahoma St.",11/1/1998,1,7.0,Pittsburgh Steelers,,,,
Darnell Washington,22.0,TE,17,7.0,264.0,79,Georgia,8/17/2001,0,1.0,Pittsburgh Steelers,Pittsburgh Steelers,3.0,93.0,2023.0
T.J. Watt,29.0,LB,17,17.0,252.0,76,Wisconsin,10/11/1994,6,18.0,Pittsburgh Steelers,Pittsburgh Steelers,1.0,30.0,2017.0
Armon Watts,27.0,DT,15,0.0,307.0,77,Arkansas,7/22/1996,4,1.0,Pittsburgh Steelers,Minnesota Vikings,6.0,190.0,2019.0
Rodney Williams,25.0,TE,13,0.0,235.0,76,UT Martin,4/8/1998,1,0.0,Pittsburgh Steelers,,,,
Brad Wing,32.0,P,2,0.0,205.0,74,LSU,1/27/1991,9,0.0,Pittsburgh Steelers,,,,
