Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Unnamed: 22_level_0
138.0,Kyren Williams,24.0,LAR,RB,16.0,16.0,40.0,34.0,182.0,6.0,-13.0,-0.4,195.0,5.7,-0.7,2.0,17.0,1.0,2.5,0.0,102.3,AP OPoY-11
139.0,Saquon Barkley,27.0,PHI,RB,16.0,16.0,43.0,33.0,278.0,12.0,33.0,1.0,245.0,7.4,1.9,6.0,5.5,2.0,4.7,0.0,108.5,"PB,AP-1,AP MVP-3,AP OPoY-1,AP CPoY-14"
140.0,Tim Patrick,31.0,DET,WR,16.0,9.0,44.0,33.0,394.0,20.0,253.0,7.7,141.0,4.3,10.0,2.0,16.5,1.0,2.3,2.0,105.7,AP CPoY-6
141.0,Ja'Tavion Sanders,21.0,CAR,TE,16.0,8.0,43.0,33.0,342.0,13.0,152.0,4.6,190.0,5.8,6.2,1.0,33.0,2.0,4.7,0.0,106.9,
142.0,Rhamondre Stevenson,26.0,NWE,RB,15.0,14.0,41.0,33.0,168.0,8.0,-69.0,-2.1,237.0,7.2,-1.0,3.0,11.0,1.0,2.4,0.0,91.9,
143.0,Diontae Johnson,28.0,3TM,WR,12.0,8.0,67.0,33.0,375.0,21.0,284.0,8.6,91.0,2.8,10.9,1.0,33.0,3.0,4.5,5.0,50.3,
143.0,Diontae Johnson,28.0,CAR,WR,7.0,7.0,58.0,30.0,357.0,20.0,271.0,9.0,86.0,2.9,9.8,1.0,30.0,2.0,3.4,5.0,52.2,
143.0,Diontae Johnson,28.0,BAL,WR,4.0,1.0,5.0,1.0,6.0,0.0,5.0,5.0,1.0,1.0,24.2,0.0,,1.0,20.0,0.0,39.6,
143.0,Diontae Johnson,28.0,HOU,WR,1.0,0.0,4.0,2.0,12.0,1.0,8.0,4.0,4.0,2.0,9.5,0.0,,0.0,0.0,0.0,56.2,
144.0,Jalen Coker,23.0,CAR,WR,11.0,4.0,46.0,32.0,478.0,23.0,307.0,9.6,171.0,5.3,11.3,2.0,16.0,0.0,0.0,1.0,108.8,
145.0,James Cook,25.0,BUF,RB,16.0,16.0,38.0,32.0,258.0,14.0,-2.0,-0.1,260.0,8.1,0.9,0.0,,2.0,5.3,0.0,112.5,PB
146.0,J.K. Dobbins,26.0,LAC,RB,13.0,11.0,38.0,32.0,153.0,6.0,-51.0,-1.6,204.0,6.4,-1.2,1.0,32.0,2.0,5.3,0.0,83.4,AP CPoY-2
147.0,David Moore,29.0,CAR,WR,17.0,5.0,57.0,32.0,351.0,18.0,291.0,9.1,60.0,1.9,10.8,1.0,32.0,4.0,7.0,0.0,92.1,
148.0,Foster Moreau,27.0,NOR,TE,17.0,17.0,43.0,32.0,413.0,21.0,255.0,8.0,158.0,4.9,9.2,2.0,16.0,0.0,0.0,1.0,133.2,
149.0,Chris Olave,24.0,NOR,WR,8.0,8.0,44.0,32.0,400.0,22.0,279.0,8.7,121.0,3.8,10.3,1.0,32.0,2.0,4.5,2.0,89.2,
150.0,Sterling Shepard,31.0,TAM,WR,14.0,5.0,51.0,32.0,334.0,16.0,235.0,7.3,99.0,3.1,9.3,1.0,32.0,4.0,7.8,0.0,88.2,
151.0,Parker Washington,22.0,JAX,WR,17.0,7.0,51.0,32.0,390.0,19.0,282.0,8.8,108.0,3.4,11.2,2.0,16.0,1.0,2.0,1.0,97.7,
152.0,Nick Westbrook-Ikhine,27.0,TEN,WR,17.0,9.0,60.0,32.0,497.0,25.0,373.0,11.7,124.0,3.9,11.5,2.0,16.0,4.0,6.7,3.0,99.8,
153.0,Mack Hollins,31.0,BUF,WR,17.0,13.0,50.0,31.0,378.0,25.0,288.0,9.3,90.0,2.9,11.1,0.0,,3.0,6.0,0.0,118.6,
154.0,Lil'Jordan Humphrey,26.0,DEN,WR,17.0,7.0,45.0,31.0,293.0,12.0,101.0,3.3,192.0,6.2,6.5,3.0,10.3,3.0,6.7,2.0,75.5,
155.0,Ricky Pearsall,24.0,SFO,WR,11.0,4.0,46.0,31.0,400.0,19.0,286.0,9.2,114.0,3.7,11.4,1.0,31.0,0.0,0.0,3.0,89.0,
156.0,Demarcus Robinson,30.0,LAR,WR,17.0,17.0,64.0,31.0,505.0,27.0,434.0,14.0,71.0,2.3,14.2,1.0,31.0,1.0,1.6,4.0,85.7,
157.0,Curtis Samuel,28.0,BUF,WR,14.0,2.0,46.0,31.0,253.0,9.0,93.0,3.0,160.0,5.2,4.6,1.0,31.0,1.0,2.2,1.0,79.3,
158.0,KaVontae Turpin,28.0,DAL,WR,17.0,2.0,52.0,31.0,420.0,18.0,160.0,5.2,260.0,8.4,8.5,2.0,15.5,2.0,3.8,2.0,82.2,"PB,AP-1"
159.0,AJ Barner,22.0,SEA,TE,17.0,6.0,38.0,30.0,245.0,18.0,81.0,2.7,164.0,5.5,3.6,1.0,30.0,3.0,7.9,1.0,117.7,
160.0,Dyami Brown,25.0,WAS,WR,16.0,3.0,40.0,30.0,308.0,13.0,90.0,3.0,218.0,7.3,7.1,4.0,7.5,2.0,5.0,0.0,105.0,
161.0,Colby Parkinson,25.0,LAR,TE,17.0,9.0,49.0,30.0,294.0,15.0,134.0,4.5,160.0,5.3,5.3,1.0,30.0,2.0,4.1,0.0,84.9,
162.0,Tyjae Spears,23.0,TEN,RB,12.0,1.0,35.0,30.0,224.0,9.0,-31.0,-1.0,255.0,8.5,-1.2,4.0,7.5,1.0,2.9,0.0,102.9,
163.0,Keon Coleman,21.0,BUF,WR,13.0,12.0,57.0,29.0,556.0,22.0,341.0,11.8,215.0,7.4,15.2,4.0,7.3,4.0,7.0,2.0,93.9,
164.0,Theo Johnson,23.0,NYG,TE,12.0,11.0,43.0,29.0,331.0,16.0,182.0,6.3,149.0,5.1,6.7,1.0,29.0,5.0,11.6,1.0,88.4,
165.0,Cedric Tillman,24.0,CLE,WR,11.0,6.0,49.0,29.0,339.0,15.0,235.0,8.1,104.0,3.6,11.1,4.0,7.3,3.0,6.1,2.0,83.6,
166.0,Christian Watson,25.0,GNB,WR,15.0,15.0,53.0,29.0,620.0,21.0,471.0,16.2,149.0,5.1,17.8,0.0,,2.0,3.8,2.0,93.3,
167.0,Kendrick Bourne,29.0,NWE,WR,12.0,9.0,38.0,28.0,305.0,13.0,211.0,7.5,94.0,3.4,9.3,0.0,,4.0,10.5,0.0,105.7,
168.0,Troy Franklin,21.0,DEN,WR,16.0,6.0,53.0,28.0,263.0,11.0,100.0,3.6,163.0,5.8,13.0,1.0,28.0,3.0,5.7,1.0,71.5,
169.0,Jalen Nailor,25.0,MIN,WR,17.0,7.0,42.0,28.0,414.0,22.0,308.0,11.0,106.0,3.8,11.5,0.0,,4.0,9.5,0.0,138.3,
170.0,Samaje Perine,29.0,KAN,RB,17.0,0.0,35.0,28.0,322.0,15.0,9.0,0.3,313.0,11.2,0.3,3.0,9.3,1.0,2.9,0.0,114.5,
171.0,Josh Whyle,25.0,TEN,TE,17.0,4.0,37.0,28.0,248.0,14.0,105.0,3.8,143.0,5.1,5.6,1.0,28.0,1.0,2.7,0.0,102.1,
172.0,Christian Kirk,28.0,JAX,WR,8.0,7.0,47.0,27.0,379.0,18.0,266.0,9.9,113.0,4.2,13.7,1.0,27.0,1.0,2.1,2.0,72.9,
173.0,Luke Schoonmaker,26.0,DAL,TE,17.0,6.0,36.0,27.0,241.0,11.0,144.0,5.3,97.0,3.6,5.5,0.0,,0.0,0.0,0.0,101.7,
174.0,Brandin Cooks,31.0,DAL,WR,10.0,9.0,54.0,26.0,259.0,19.0,204.0,7.8,55.0,2.1,11.7,0.0,,1.0,1.9,2.0,65.3,
175.0,Tyler Johnson,26.0,LAR,WR,15.0,2.0,41.0,26.0,291.0,10.0,108.0,4.2,183.0,7.0,5.6,0.0,,1.0,2.4,2.0,72.3,
176.0,Malik Washington,23.0,MIA,WR,14.0,3.0,36.0,26.0,223.0,13.0,100.0,3.8,123.0,4.7,5.4,1.0,26.0,2.0,5.6,0.0,88.1,
177.0,Brandon Aiyuk,26.0,SFO,WR,7.0,7.0,47.0,25.0,374.0,19.0,267.0,10.7,107.0,4.3,11.9,2.0,12.5,4.0,8.5,2.0,61.8,
178.0,Grant Calcaterra,26.0,PHI,TE,17.0,13.0,30.0,24.0,298.0,15.0,172.0,7.2,126.0,5.3,7.3,0.0,,0.0,0.0,0.0,119.2,
179.0,Van Jefferson,28.0,PIT,WR,17.0,12.0,40.0,24.0,276.0,12.0,198.0,8.3,78.0,3.3,11.6,0.0,,0.0,0.0,0.0,97.5,
180.0,Jaleel McLaughlin,24.0,DEN,RB,16.0,5.0,27.0,24.0,76.0,3.0,-91.0,-3.8,167.0,7.0,-3.8,1.0,24.0,0.0,0.0,0.0,103.9,
181.0,John Metchie,24.0,HOU,WR,13.0,3.0,37.0,24.0,254.0,11.0,185.0,7.7,69.0,2.9,9.0,0.0,,0.0,0.0,1.0,82.5,
182.0,Rashee Rice,24.0,KAN,WR,4.0,4.0,29.0,24.0,288.0,15.0,102.0,4.3,186.0,7.8,5.2,4.0,6.0,1.0,3.4,1.0,116.7,
183.0,Miles Sanders,27.0,CAR,RB,11.0,2.0,30.0,24.0,148.0,5.0,-2.0,-0.1,150.0,6.3,1.4,1.0,24.0,0.0,0.0,1.0,84.4,
184.0,Antonio Gibson,26.0,NWE,RB,17.0,3.0,29.0,23.0,206.0,11.0,-7.0,-0.3,213.0,9.3,1.8,3.0,7.7,1.0,3.4,2.0,67.5,
185.0,Taysom Hill,34.0,NOR,TE,8.0,8.0,31.0,23.0,187.0,8.0,50.0,2.2,137.0,6.0,3.5,2.0,11.5,2.0,6.5,0.0,89.0,
186.0,Kareem Hunt,29.0,KAN,RB,13.0,8.0,32.0,23.0,176.0,10.0,-40.0,-1.7,216.0,9.4,-1.9,4.0,5.8,0.0,0.0,0.0,84.9,
187.0,Adonai Mitchell,22.0,IND,WR,17.0,7.0,55.0,23.0,312.0,16.0,211.0,9.2,101.0,4.4,14.1,0.0,,4.0,7.3,0.0,60.6,
188.0,Zack Moss,27.0,CIN,RB,8.0,6.0,27.0,23.0,187.0,11.0,-7.0,-0.3,194.0,8.4,0.1,3.0,7.7,1.0,3.7,0.0,107.9,
189.0,Tommy Tremble,24.0,CAR,TE,12.0,11.0,32.0,23.0,234.0,12.0,109.0,4.7,125.0,5.4,5.7,1.0,23.0,1.0,3.1,1.0,100.3,
190.0,Dawson Knox,28.0,BUF,TE,16.0,13.0,33.0,22.0,311.0,12.0,217.0,9.9,94.0,4.3,8.8,0.0,,1.0,3.0,1.0,94.4,
191.0,Josh Oliver,27.0,MIN,TE,15.0,12.0,28.0,22.0,258.0,14.0,129.0,5.9,129.0,5.9,7.8,0.0,,2.0,7.1,0.0,140.8,
192.0,Justin Watson,28.0,KAN,WR,17.0,7.0,32.0,22.0,289.0,13.0,221.0,10.0,68.0,3.1,15.1,0.0,,2.0,6.3,0.0,117.8,
193.0,Jordan Whittington,24.0,LAR,WR,15.0,3.0,28.0,22.0,293.0,14.0,90.0,4.1,203.0,9.2,3.8,1.0,22.0,0.0,0.0,0.0,110.3,
194.0,Michael Mayer,23.0,LVR,TE,11.0,8.0,32.0,21.0,156.0,8.0,95.0,4.5,61.0,2.9,6.2,2.0,10.5,2.0,6.3,0.0,77.1,
195.0,Devin Singletary,27.0,NYG,RB,15.0,5.0,24.0,21.0,119.0,4.0,-59.0,-2.8,178.0,8.5,-2.8,1.0,21.0,1.0,4.2,2.0,52.6,
196.0,Mike Williams,30.0,2TM,WR,18.0,5.0,34.0,21.0,298.0,14.0,263.0,12.5,35.0,1.7,15.2,0.0,,2.0,5.9,2.0,75.4,
196.0,Mike Williams,30.0,NYJ,WR,9.0,3.0,21.0,12.0,166.0,9.0,142.0,11.8,24.0,2.0,14.5,0.0,,2.0,9.5,2.0,43.1,
196.0,Mike Williams,30.0,PIT,WR,9.0,2.0,13.0,9.0,132.0,5.0,121.0,13.4,11.0,1.2,16.5,0.0,,0.0,0.0,0.0,127.7,
197.0,Erick All,24.0,CIN,TE,9.0,6.0,22.0,20.0,158.0,8.0,71.0,3.6,87.0,4.4,3.4,1.0,20.0,1.0,4.5,0.0,96.6,
198.0,Gabriel Davis,25.0,JAX,WR,10.0,9.0,42.0,20.0,239.0,13.0,200.0,10.0,39.0,2.0,13.2,0.0,,0.0,0.0,2.0,61.5,
199.0,Elijah Higgins,24.0,ARI,TE,17.0,6.0,24.0,20.0,172.0,10.0,82.0,4.1,90.0,4.5,4.5,3.0,6.7,1.0,4.2,0.0,124.3,
200.0,Brian Robinson Jr.,25.0,WAS,RB,14.0,13.0,25.0,20.0,159.0,4.0,-20.0,-1.0,179.0,9.0,-0.9,1.0,20.0,0.0,0.0,1.0,76.5,
201.0,Drew Sample,28.0,CIN,TE,17.0,15.0,22.0,20.0,109.0,8.0,28.0,1.4,81.0,4.1,1.5,1.0,20.0,0.0,0.0,0.0,102.5,
202.0,Rashid Shaheed,26.0,NOR,WR,6.0,5.0,41.0,20.0,349.0,12.0,243.0,12.2,106.0,5.3,17.6,0.0,,0.0,0.0,4.0,63.0,
203.0,Cedrick Wilson Jr.,29.0,NOR,WR,15.0,4.0,27.0,20.0,211.0,8.0,122.0,6.1,89.0,4.5,7.3,1.0,20.0,3.0,11.1,1.0,93.3,
204.0,Robert Woods,32.0,HOU,WR,15.0,4.0,30.0,20.0,203.0,12.0,130.0,6.5,73.0,3.7,9.6,0.0,,1.0,3.3,0.0,85.8,
205.0,Braelon Allen,20.0,NYJ,RB,17.0,2.0,27.0,19.0,148.0,8.0,-15.0,-0.8,163.0,8.6,-0.2,2.0,9.5,4.0,14.8,0.0,95.9,
206.0,Jahan Dotson,24.0,PHI,WR,17.0,6.0,33.0,19.0,216.0,12.0,144.0,7.6,72.0,3.8,9.9,0.0,,0.0,0.0,0.0,77.3,
207.0,Derrick Henry,30.0,BAL,RB,17.0,17.0,22.0,19.0,193.0,11.0,-23.0,-1.2,216.0,11.4,-1.1,8.0,2.4,1.0,4.5,0.0,133.5,"PB,AP-2,AP OPoY-4"
208.0,Tanner Hudson,30.0,CIN,TE,11.0,0.0,23.0,19.0,154.0,9.0,57.0,3.0,97.0,5.1,4.3,0.0,,1.0,4.3,0.0,109.1,
209.0,Kyle Juszczyk,33.0,SFO,FB,17.0,15.0,31.0,19.0,200.0,8.0,107.0,5.6,93.0,4.9,6.0,0.0,,1.0,3.2,1.0,88.1,"PB,AP-2"
210.0,Lucas Krull,26.0,DEN,TE,13.0,2.0,23.0,19.0,152.0,7.0,85.0,4.5,67.0,3.5,5.1,2.0,9.5,0.0,0.0,0.0,94.2,
211.0,Raheem Mostert,32.0,MIA,RB,13.0,1.0,23.0,19.0,161.0,10.0,15.0,0.8,146.0,7.7,0.6,2.0,9.5,0.0,0.0,0.0,95.8,
212.0,Johnny Mundt,30.0,MIN,TE,17.0,3.0,27.0,19.0,142.0,8.0,59.0,3.1,83.0,4.4,4.1,2.0,9.5,2.0,7.4,0.0,107.3,
213.0,Dare Ogunbowale,30.0,HOU,RB,17.0,1.0,28.0,19.0,198.0,8.0,30.0,1.6,168.0,8.8,1.7,0.0,,2.0,7.1,0.0,100.0,
214.0,Darnell Washington,23.0,PIT,TE,17.0,9.0,25.0,19.0,200.0,9.0,74.0,3.9,126.0,6.6,4.3,2.0,9.5,0.0,0.0,1.0,95.4,
215.0,Marquez Valdes-Scantling,30.0,2TM,WR,14.0,8.0,44.0,19.0,411.0,14.0,268.0,14.1,143.0,7.5,17.4,1.0,19.0,2.0,4.5,1.0,97.8,
215.0,Marquez Valdes-Scantling,30.0,BUF,WR,6.0,0.0,9.0,2.0,26.0,1.0,20.0,10.0,6.0,3.0,15.7,0.0,,0.0,0.0,0.0,39.6,
215.0,Marquez Valdes-Scantling,30.0,NOR,WR,8.0,8.0,35.0,17.0,385.0,13.0,248.0,14.6,137.0,8.1,17.8,1.0,17.0,2.0,5.7,1.0,114.6,
216.0,Ty Johnson,27.0,BUF,RB,17.0,1.0,25.0,18.0,284.0,14.0,114.0,6.3,170.0,9.4,8.2,1.0,18.0,0.0,0.0,0.0,149.0,
217.0,Luke McCaffrey,23.0,WAS,WR,17.0,4.0,24.0,18.0,168.0,8.0,71.0,3.9,97.0,5.4,7.1,1.0,18.0,1.0,4.2,2.0,59.0,
218.0,Jeremy Ruckert,24.0,NYJ,TE,17.0,9.0,28.0,18.0,105.0,6.0,21.0,1.2,84.0,4.7,3.4,0.0,,2.0,7.1,0.0,71.3,
219.0,JuJu Smith-Schuster,28.0,KAN,WR,14.0,8.0,26.0,18.0,231.0,11.0,76.0,4.2,155.0,8.6,5.6,4.0,4.5,2.0,7.7,1.0,106.4,
220.0,Jonathan Taylor,25.0,IND,RB,14.0,13.0,31.0,18.0,136.0,7.0,-14.0,-0.8,150.0,8.3,-0.3,2.0,9.0,3.0,9.7,1.0,66.1,"PB,AP CPoY-19"
221.0,Ray Davis,25.0,BUF,RB,17.0,0.0,19.0,17.0,189.0,8.0,25.0,1.5,164.0,9.6,0.8,0.0,,0.0,0.0,0.0,147.7,
222.0,Kalif Raymond,30.0,DET,WR,12.0,2.0,22.0,17.0,215.0,10.0,78.0,4.6,137.0,8.1,8.0,0.0,,0.0,0.0,0.0,137.5,AP-2
223.0,Nick Vannett,31.0,TEN,TE,17.0,10.0,20.0,17.0,135.0,7.0,25.0,1.5,110.0,6.5,1.1,0.0,,0.0,0.0,1.0,113.5,
224.0,Jonathan Mingo,23.0,2TM,WR,17.0,6.0,42.0,17.0,167.0,6.0,100.0,5.9,67.0,3.9,10.5,1.0,17.0,2.0,4.8,1.0,42.5,
224.0,Jonathan Mingo,23.0,CAR,WR,9.0,5.0,26.0,12.0,121.0,4.0,57.0,4.8,64.0,5.3,8.7,1.0,12.0,2.0,7.7,1.0,43.9,
224.0,Jonathan Mingo,23.0,DAL,WR,8.0,1.0,16.0,5.0,46.0,2.0,43.0,8.6,3.0,0.6,13.3,0.0,,0.0,0.0,0.0,40.6,
225.0,Emari Demercado,25.0,ARI,RB,13.0,0.0,20.0,16.0,104.0,3.0,9.0,0.6,95.0,5.9,1.3,1.0,16.0,0.0,0.0,0.0,88.3,
226.0,Kenneth Gainwell,25.0,PHI,RB,17.0,1.0,22.0,16.0,116.0,5.0,8.0,0.5,108.0,6.8,1.0,4.0,4.0,0.0,0.0,0.0,84.7,
227.0,Roschon Johnson,23.0,CHI,RB,14.0,0.0,20.0,16.0,104.0,6.0,8.0,0.5,96.0,6.0,0.6,4.0,4.0,0.0,0.0,0.0,88.3,
228.0,Trey Sermon,25.0,IND,RB,17.0,3.0,19.0,16.0,99.0,3.0,0.0,0.0,99.0,6.2,0.3,1.0,16.0,1.0,5.3,0.0,88.4,
229.0,Stone Smartt,26.0,LAC,TE,15.0,2.0,19.0,16.0,208.0,11.0,142.0,8.9,66.0,4.1,10.1,0.0,,2.0,10.5,0.0,112.3,
230.0,DJ Turner,27.0,LVR,WR,12.0,6.0,29.0,16.0,158.0,9.0,75.0,4.7,83.0,5.2,8.8,2.0,8.0,1.0,3.4,2.0,53.5,
231.0,Isaac Guerendo,24.0,SFO,RB,16.0,3.0,16.0,15.0,152.0,7.0,45.0,3.0,107.0,7.1,3.1,1.0,15.0,0.0,0.0,0.0,106.2,
232.0,Christian McCaffrey,28.0,SFO,RB,4.0,4.0,19.0,15.0,146.0,6.0,48.0,3.2,98.0,6.5,3.2,1.0,15.0,0.0,0.0,1.0,76.8,
233.0,Cade Stover,24.0,HOU,TE,15.0,9.0,22.0,15.0,133.0,5.0,39.0,2.6,94.0,6.3,5.4,2.0,7.5,1.0,4.5,0.0,99.2,
234.0,Nate Adkins,25.0,DEN,TE,17.0,10.0,15.0,14.0,115.0,6.0,39.0,2.8,76.0,5.4,4.1,1.0,14.0,0.0,0.0,0.0,138.2,
235.0,Nelson Agholor,31.0,BAL,WR,14.0,7.0,29.0,14.0,231.0,10.0,146.0,10.4,85.0,6.1,13.4,1.0,14.0,4.0,13.8,0.0,98.5,
236.0,Daniel Bellinger,24.0,NYG,TE,17.0,8.0,17.0,14.0,125.0,8.0,72.0,5.1,53.0,3.8,5.1,0.0,,0.0,0.0,0.0,97.3,
237.0,Kylen Granson,26.0,IND,TE,17.0,6.0,31.0,14.0,182.0,8.0,73.0,5.2,109.0,7.8,11.3,0.0,,1.0,3.2,2.0,37.3,
238.0,Pierre Strong,26.0,CLE,RB,14.0,0.0,22.0,14.0,104.0,3.0,-19.0,-1.4,123.0,8.8,0.3,2.0,7.0,2.0,9.1,0.0,74.8,
239.0,Mason Tipton,24.0,NOR,WR,11.0,1.0,26.0,14.0,99.0,2.0,72.0,5.1,27.0,1.9,12.4,1.0,14.0,1.0,3.8,0.0,62.8,
240.0,Cam Akers,25.0,2TM,RB,17.0,2.0,18.0,14.0,68.0,4.0,-15.0,-1.1,83.0,5.9,-1.5,0.0,,0.0,0.0,0.0,122.0,AP CPoY-19
240.0,Cam Akers,25.0,HOU,RB,5.0,2.0,7.0,4.0,16.0,1.0,5.0,1.3,11.0,2.8,-0.6,0.0,,0.0,0.0,0.0,101.8,
240.0,Cam Akers,25.0,MIN,RB,12.0,0.0,11.0,10.0,52.0,3.0,-20.0,-2.0,72.0,7.2,-2.1,0.0,,0.0,0.0,0.0,125.9,
241.0,Tyler Allgeier,24.0,ATL,RB,17.0,0.0,13.0,13.0,88.0,2.0,-5.0,-0.4,93.0,7.2,-0.4,2.0,6.5,0.0,0.0,0.0,94.9,
242.0,Jake Bobo,26.0,SEA,WR,17.0,3.0,17.0,13.0,107.0,8.0,80.0,6.2,27.0,2.1,8.1,0.0,,1.0,5.9,0.0,111.6,
243.0,Derius Davis,24.0,LAC,WR,15.0,2.0,17.0,13.0,112.0,5.0,-7.0,-0.5,119.0,9.2,3.8,1.0,13.0,0.0,0.0,0.0,132.5,
244.0,Adam Trautman,27.0,DEN,TE,17.0,14.0,22.0,13.0,188.0,8.0,90.0,6.9,98.0,7.5,5.5,0.0,,1.0,4.5,0.0,117.2,
245.0,Brock Wright,26.0,DET,TE,17.0,8.0,16.0,13.0,100.0,7.0,25.0,1.9,75.0,5.8,5.1,1.0,13.0,0.0,0.0,1.0,106.2,
246.0,Josh Reynolds,29.0,2TM,WR,9.0,2.0,24.0,13.0,194.0,8.0,159.0,12.2,35.0,2.7,11.0,0.0,,0.0,0.0,0.0,94.8,
246.0,Josh Reynolds,29.0,DEN,WR,5.0,1.0,19.0,12.0,183.0,8.0,148.0,12.3,35.0,2.9,11.4,0.0,,0.0,0.0,0.0,112.4,
246.0,Josh Reynolds,29.0,JAX,WR,4.0,1.0,5.0,1.0,11.0,0.0,11.0,11.0,0.0,0.0,9.6,0.0,,0.0,0.0,0.0,39.6,
247.0,Mo Alie-Cox,31.0,IND,TE,17.0,13.0,22.0,12.0,147.0,7.0,98.0,8.2,49.0,4.1,9.6,0.0,,1.0,4.5,1.0,71.6,
248.0,Jalen Brooks,24.0,DAL,WR,14.0,1.0,30.0,12.0,177.0,8.0,140.0,11.7,37.0,3.1,13.5,1.0,12.0,1.0,3.3,2.0,43.3,
249.0,Ezekiel Elliott,29.0,DAL,RB,15.0,2.0,15.0,12.0,69.0,3.0,-28.0,-2.3,97.0,8.1,-1.8,1.0,12.0,0.0,0.0,0.0,85.8,
250.0,Luke Farrell,27.0,JAX,TE,17.0,8.0,17.0,12.0,67.0,4.0,37.0,3.1,30.0,2.5,4.8,1.0,12.0,1.0,5.9,1.0,52.8,
251.0,Mecole Hardman,26.0,KAN,WR,12.0,0.0,14.0,12.0,90.0,6.0,-9.0,-0.8,99.0,8.3,-1.0,0.0,,0.0,0.0,0.0,93.5,
252.0,Julian Hill,24.0,MIA,TE,16.0,11.0,19.0,12.0,100.0,5.0,42.0,3.5,58.0,4.8,6.3,3.0,4.0,2.0,10.5,0.0,76.6,
253.0,Xavier Hutchinson,24.0,HOU,WR,16.0,3.0,26.0,12.0,117.0,6.0,80.0,6.7,37.0,3.1,9.7,0.0,,2.0,7.7,1.0,43.3,
254.0,D'Ernest Johnson,28.0,JAX,RB,14.0,1.0,19.0,12.0,96.0,3.0,-5.0,-0.4,101.0,8.4,0.4,0.0,,0.0,0.0,1.0,53.8,
255.0,Hunter Luepke,24.0,DAL,RB,16.0,4.0,16.0,12.0,111.0,5.0,27.0,2.3,84.0,7.0,2.4,0.0,,0.0,0.0,0.0,93.5,
256.0,Ryan Miller,24.0,TAM,WR,11.0,3.0,20.0,12.0,128.0,7.0,73.0,6.1,55.0,4.6,8.8,0.0,,2.0,10.0,1.0,91.2,
257.0,Jordan Mims,25.0,NOR,RB,11.0,0.0,18.0,12.0,71.0,4.0,-9.0,-0.8,80.0,6.7,0.2,1.0,12.0,2.0,11.1,0.0,74.1,
258.0,Isiah Pacheco,25.0,KAN,RB,7.0,6.0,16.0,12.0,79.0,4.0,-40.0,-3.3,119.0,9.9,-1.4,1.0,12.0,1.0,6.3,0.0,85.2,
259.0,Trey Palmer,23.0,TAM,WR,15.0,3.0,22.0,12.0,172.0,7.0,130.0,10.8,42.0,3.5,14.5,0.0,,1.0,4.5,0.0,95.3,
260.0,Cordarrelle Patterson,33.0,PIT,RB,13.0,1.0,14.0,12.0,80.0,5.0,24.0,2.0,56.0,4.7,3.0,1.0,12.0,0.0,0.0,1.0,84.5,
261.0,Dante Pettis,29.0,NOR,WR,8.0,0.0,28.0,12.0,120.0,8.0,84.0,7.0,36.0,3.0,10.1,2.0,6.0,1.0,3.6,0.0,67.6,
262.0,Ja'Lynn Polk,22.0,NWE,WR,15.0,7.0,33.0,12.0,87.0,4.0,74.0,6.2,13.0,1.1,11.5,0.0,,4.0,12.1,1.0,52.5,
263.0,Kevin Austin,24.0,NOR,WR,8.0,2.0,22.0,11.0,151.0,10.0,114.0,10.4,37.0,3.4,11.6,0.0,,2.0,9.1,1.0,53.4,
264.0,Chris Brooks,24.0,GNB,RB,15.0,0.0,13.0,11.0,69.0,2.0,-26.0,-2.4,95.0,8.6,-1.7,1.0,11.0,1.0,7.7,0.0,88.8,
265.0,Michael Carter,25.0,ARI,RB,3.0,1.0,11.0,11.0,57.0,2.0,-16.0,-1.5,73.0,6.6,-1.5,2.0,5.5,0.0,0.0,0.0,88.3,
266.0,Payne Durham,24.0,TAM,TE,16.0,6.0,14.0,11.0,115.0,5.0,91.0,8.3,24.0,2.2,8.9,0.0,,0.0,0.0,0.0,140.5,
267.0,Devin Duvernay,27.0,JAX,WR,13.0,1.0,16.0,11.0,79.0,7.0,16.0,1.5,63.0,5.7,11.4,0.0,,1.0,6.3,1.0,53.9,
268.0,Tyler Goodson,24.0,IND,RB,16.0,0.0,15.0,11.0,61.0,3.0,-6.0,-0.5,67.0,6.1,1.3,2.0,5.5,2.0,13.3,0.0,102.4,
269.0,Alec Ingold,28.0,MIA,FB,15.0,10.0,12.0,11.0,96.0,3.0,20.0,1.8,76.0,6.9,2.1,0.0,,0.0,0.0,0.0,100.0,
270.0,Jordan Mason,25.0,SFO,RB,12.0,6.0,14.0,11.0,91.0,5.0,32.0,2.9,59.0,5.4,3.7,1.0,11.0,0.0,0.0,0.0,93.7,
271.0,Eric Saubert,30.0,SFO,TE,17.0,3.0,14.0,11.0,97.0,5.0,62.0,5.6,35.0,3.2,5.2,0.0,,1.0,7.1,0.0,119.3,
272.0,Tylan Wallace,25.0,BAL,WR,17.0,0.0,12.0,11.0,193.0,5.0,65.0,5.9,128.0,11.6,6.1,1.0,11.0,1.0,8.3,0.0,146.5,
