Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Russell Wilson,DEN,7,8,0,9,10.0,2022,141
Melvin Gordon,DEN,7,24,0,11,10.0,2022,141
Latavius Murray,DEN,9,24,0,10,10.0,2022,141
Chase Edmonds,DEN,2,9,0,10,10.0,2022,141
Jalen Virgil,DEN,0,0,0,0,10.0,2022,141
Courtland Sutton,DEN,0,0,0,0,10.0,2022,141
Kendall Hinton,DEN,0,0,0,0,10.0,2022,141
Eric Saubert,DEN,0,0,0,0,10.0,2022,141
Greg Dulcich,DEN,0,0,0,0,10.0,2022,141
Jerry Jeudy,DEN,0,0,0,0,10.0,2022,141
Eric Tomlinson,DEN,0,0,0,0,10.0,2022,141
Montrell Washington,DEN,0,0,0,0,10.0,2022,141
Tyrie Cleveland,DEN,0,0,0,0,10.0,2022,141
Ryan Tannehill,TEN,2,12,0,11,10.0,2022,141
Derrick Henry,TEN,19,53,0,10,10.0,2022,141
Dontrell Hilliard,TEN,1,2,0,2,10.0,2022,141
Nick Westbrook-Ikhine,TEN,0,0,0,0,10.0,2022,141
Chigoziem Okonkwo,TEN,0,0,0,0,10.0,2022,141
Austin Hooper,TEN,0,0,0,0,10.0,2022,141
Treylon Burks,TEN,0,0,0,0,10.0,2022,141
Robert Woods,TEN,0,0,0,0,10.0,2022,141
Geoff Swaim,TEN,0,0,0,0,10.0,2022,141
Malik Willis,TEN,1,-4,0,-4,10.0,2022,141
