Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Geno Smith,SEA,4,22,0,9,10.0,2022,138
Kenneth Walker III,SEA,10,17,0,5,10.0,2022,138
D.K. Metcalf,SEA,0,0,0,0,10.0,2022,138
Tyler Lockett,SEA,0,0,0,0,10.0,2022,138
Marquise Goodwin,SEA,0,0,0,0,10.0,2022,138
Noah Fant,SEA,0,0,0,0,10.0,2022,138
Will Dissly,SEA,0,0,0,0,10.0,2022,138
Colby Parkinson,SEA,0,0,0,0,10.0,2022,138
Tom Brady,TAM,6,-3,0,0,10.0,2022,138
Leonard Fournette,TAM,14,57,1,10,10.0,2022,138
Rachaad White,TAM,22,105,0,29,10.0,2022,138
Ke'Shawn Vaughn,TAM,2,2,0,2,10.0,2022,138
Chris Godwin,TAM,0,0,0,0,10.0,2022,138
Mike Evans,TAM,0,0,0,0,10.0,2022,138
Julio Jones,TAM,0,0,0,0,10.0,2022,138
Cade Otton,TAM,0,0,0,0,10.0,2022,138
Scott Miller,TAM,0,0,0,0,10.0,2022,138
Cameron Brate,TAM,0,0,0,0,10.0,2022,138
