Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Trevor Lawrence,JAX,0,0,0,0,0,10.0,2022,144
Travis Etienne,JAX,3,3,28,0,24,10.0,2022,144
Jamycal Hasty,JAX,2,1,-1,0,-1,10.0,2022,144
Christian Kirk,JAX,12,9,105,2,24,10.0,2022,144
Zay Jones,JAX,10,8,68,0,14,10.0,2022,144
Marvin Jones,JAX,3,1,33,0,33,10.0,2022,144
Evan Engram,JAX,4,3,14,0,7,10.0,2022,144
Dan Arnold,JAX,1,1,8,0,8,10.0,2022,144
Jamal Agnew,JAX,4,3,4,0,6,10.0,2022,144
Patrick Mahomes,KAN,0,0,0,0,0,10.0,2022,144
Isiah Pacheco,KAN,0,0,0,0,0,10.0,2022,144
Kadarius Toney,KAN,5,4,57,1,23,10.0,2022,144
Jerick McKinnon,KAN,8,6,56,0,19,10.0,2022,144
Travis Kelce,KAN,7,6,81,1,46,10.0,2022,144
Marquez Valdes-Scantling,KAN,4,3,60,1,36,10.0,2022,144
JuJu Smith-Schuster,KAN,4,2,33,0,25,10.0,2022,144
Noah Gray,KAN,2,2,20,1,13,10.0,2022,144
Justin Watson,KAN,1,1,12,0,12,10.0,2022,144
Jody Fortson,KAN,1,1,6,0,6,10.0,2022,144
Skyy Moore,KAN,1,1,6,0,6,10.0,2022,144
Clyde Edwards-Helaire,KAN,2,0,0,0,0,10.0,2022,144
Michael Burton,KAN,0,0,0,0,0,10.0,2022,144
