Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Jared Goff,DET,1,0,10.0,2022,143
Jamaal Williams,DET,0,0,10.0,2022,143
Justin Jackson,DET,0,0,10.0,2022,143
D'Andre Swift,DET,0,0,10.0,2022,143
Amon-Ra St. Brown,DET,0,0,10.0,2022,143
Kalif Raymond,DET,0,0,10.0,2022,143
Tom Kennedy,DET,0,0,10.0,2022,143
James Mitchell,DET,0,0,10.0,2022,143
Brock Wright,DET,0,0,10.0,2022,143
Shane Zylstra,DET,0,0,10.0,2022,143
Justin Fields,CHI,1,0,10.0,2022,143
Khalil Herbert,CHI,0,0,10.0,2022,143
David Montgomery,CHI,0,0,10.0,2022,143
Equanimeous St. Brown,CHI,0,0,10.0,2022,143
Dante Pettis,CHI,0,0,10.0,2022,143
Cole Kmet,CHI,0,0,10.0,2022,143
Darnell Mooney,CHI,0,0,10.0,2022,143
Byron Pringle,CHI,0,0,10.0,2022,143
Chase Claypool,CHI,0,0,10.0,2022,143
Trevon Wesco,CHI,0,0,10.0,2022,143
