Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Justin Herbert,LAC,0,0,0,0,0,10.0,2022,149
Chase Daniel,LAC,0,0,0,0,0,10.0,2022,149
Austin Ekeler,LAC,12,7,39,0,14,10.0,2022,149
Isaiah Spiller,LAC,0,0,0,0,0,10.0,2022,149
Sony Michel,LAC,0,0,0,0,0,10.0,2022,149
DeAndre Carter,LAC,4,4,64,1,33,10.0,2022,149
Josh Palmer,LAC,8,3,44,0,25,10.0,2022,149
Gerald Everett,LAC,2,2,23,0,17,10.0,2022,149
Tre' McKitty,LAC,6,3,21,0,9,10.0,2022,149
Richard Rodgers,LAC,1,1,4,0,4,10.0,2022,149
Zander Horvath,LAC,1,1,1,0,1,10.0,2022,149
Michael Bandy,LAC,1,0,0,0,0,10.0,2022,149
Jimmy Garoppolo,SFO,0,0,0,0,0,10.0,2022,149
Elijah Mitchell,SFO,2,1,-1,0,-1,10.0,2022,149
Christian McCaffrey,SFO,6,4,39,0,21,10.0,2022,149
Deebo Samuel,SFO,6,2,24,0,16,10.0,2022,149
Brandon Aiyuk,SFO,7,6,84,0,24,10.0,2022,149
Jauan Jennings,SFO,4,4,40,0,12,10.0,2022,149
Ray-Ray McCloud,SFO,1,1,33,0,33,10.0,2022,149
George Kittle,SFO,2,1,21,0,21,10.0,2022,149
