Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Jacoby Brissett,CLE,22,35,212,1,0,3,27,38,89.2,10.0,2022,140
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
David Bell,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
Pharaoh Brown,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
Anthony Schwartz,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
Michael Woods II,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
D'Ernest Johnson,CLE,0,0,0,0,0,0,0,0,,10.0,2022,140
Tua Tagovailoa,MIA,25,32,285,3,0,0,0,29,135.0,10.0,2022,140
Skylar Thompson,MIA,1,1,17,0,0,0,0,17,118.7,10.0,2022,140
Cedrick Wilson Jr.,MIA,0,0,0,0,0,1,6,0,,10.0,2022,140
Jeff Wilson,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
Salvon Ahmed,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
Trent Sherfield,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
Alec Ingold,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
Mike Gesicki,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
Robert Hunt,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,10.0,2022,140
