Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA,week,year,game_id
1,6:39,2.0,2.0,DET 33,7.0,0.0,Jared Goff pass complete short right to Sam LaPorta for 11 yards (tackle by Jordyn Brooks),1.14,1.86,2.0,2023,23
1,6:07,1.0,10.0,DET 44,7.0,0.0,David Montgomery up the middle for 6 yards (tackle by Jarran Reed),1.86,2.13,2.0,2023,23
1,5:32,2.0,4.0,DET 50,7.0,0.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 7 yards (tackle by Bobby Wagner),2.13,2.72,2.0,2023,23
1,4:59,1.0,10.0,SEA 43,7.0,0.0,Jahmyr Gibbs right end for 1 yard (tackle by Devon Witherspoon),2.72,2.31,2.0,2023,23
1,4:27,2.0,9.0,SEA 42,7.0,0.0,"Jared Goff pass complete deep right to Josh Reynolds for 20 yards (tackle by Devon Witherspoon and Julian Love). Penalty on Dre'Mont Jones: Defensive Offside, 5 yards (declined)",2.31,4.11,2.0,2023,23
1,3:55,1.0,10.0,SEA 22,7.0,6.0,"Jared Goff pass complete deep right to Josh Reynolds for 22 yards, touchdown",4.11,7.0,2.0,2023,23
1,3:49,,,SEA 15,7.0,7.0,Riley Patterson kicks extra point good,0.0,0.0,2.0,2023,23
1,3:49,,,DET 35,7.0,7.0,"Jack Fox kicks off 63 yards, returned by DeeJay Dallas for 21 yards (tackle by Jason Cabinda)",0.0,0.48,2.0,2023,23
1,3:43,1.0,10.0,SEA 23,7.0,7.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 5 yards (tackle by Derrick Barnes),0.48,0.61,2.0,2023,23
1,3:07,2.0,5.0,SEA 28,7.0,7.0,Zach Charbonnet left end for 9 yards (tackle by Tracy Walker),0.61,1.4,2.0,2023,23
1,2:26,1.0,10.0,SEA 37,7.0,7.0,Zach Charbonnet right end for no gain (tackle by Charles Harris),1.4,0.86,2.0,2023,23
1,1:45,2.0,10.0,SEA 37,7.0,7.0,Geno Smith pass incomplete short left intended for Tyler Lockett,0.86,0.17,2.0,2023,23
1,1:38,3.0,10.0,SEA 37,7.0,7.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for no gain (tackle by Alex Anzalone),0.17,-0.91,2.0,2023,23
1,1:00,4.0,10.0,SEA 37,7.0,7.0,"Michael Dickson punts 51 yards, returned by Kalif Raymond for no gain (tackle by Jerrick Reed)",-0.91,0.35,2.0,2023,23
1,0:50,1.0,10.0,DET 12,7.0,7.0,David Montgomery up the middle for 5 yards (tackle by Julian Love and Quandre Diggs),-0.35,-0.23,2.0,2023,23
1,0:18,2.0,5.0,DET 17,7.0,7.0,Jared Goff pass complete short middle to Sam LaPorta for 14 yards (tackle by Riq Woolen and Bobby Wagner),-0.23,1.0,2.0,2023,23
2,15:00,1.0,10.0,DET 31,7.0,7.0,Jahmyr Gibbs up the middle for 1 yard (tackle by Bobby Wagner and Jordyn Brooks),1.0,0.6,2.0,2023,23
2,14:26,2.0,9.0,DET 32,7.0,7.0,Jared Goff pass complete short left to Antoine Green for 2 yards (tackle by Riq Woolen),0.6,0.17,2.0,2023,23
2,13:57,3.0,7.0,DET 34,7.0,7.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 7 yards (tackle by Coby Bryant),0.17,1.66,2.0,2023,23
2,13:20,1.0,10.0,DET 41,7.0,7.0,David Montgomery up the middle for -3 yards (tackle by Mario Edwards),1.66,0.72,2.0,2023,23
2,12:48,2.0,13.0,DET 38,7.0,7.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 9 yards (tackle by Julian Love),0.72,1.22,2.0,2023,23
2,12:13,3.0,4.0,DET 47,7.0,7.0,David Montgomery up the middle for 16 yards (tackle by Darrell Taylor),1.22,3.12,2.0,2023,23
2,11:37,1.0,10.0,SEA 37,7.0,7.0,David Montgomery up the middle for 4 yards (tackle by Bobby Wagner and Julian Love),3.12,3.11,2.0,2023,23
2,11:00,2.0,6.0,SEA 33,7.0,7.0,Jared Goff pass complete short left to Jahmyr Gibbs for 5 yards (tackle by Tre Brown),3.11,3.07,2.0,2023,23
2,10:25,3.0,1.0,SEA 28,7.0,7.0,David Montgomery up the middle for -3 yards (tackle by Uchenna Nwosu and Jordyn Brooks),3.07,1.37,2.0,2023,23
2,9:45,4.0,4.0,SEA 31,7.0,7.0,Jared Goff pass incomplete short middle intended for Sam LaPorta (defended by Devon Witherspoon),1.37,-1.0,2.0,2023,23
2,9:36,1.0,10.0,SEA 31,7.0,7.0,Geno Smith pass complete short left to Tyler Lockett for 11 yards (tackle by Jerry Jacobs),1.0,1.73,2.0,2023,23
2,9:02,1.0,10.0,SEA 42,7.0,7.0,"Geno Smith pass complete deep left to Noah Fant for 31 yards (tackle by James Houston). Penalty on James Houston: Defensive Holding, 5 yards (declined)",1.73,3.78,2.0,2023,23
2,8:39,1.0,10.0,DET 27,7.0,7.0,Geno Smith pass incomplete deep right intended for Tyler Lockett,3.78,3.23,2.0,2023,23
2,8:28,2.0,10.0,DET 27,7.0,7.0,Kenneth Walker up the middle for no gain (tackle by Brian Branch and Derrick Barnes),3.23,2.54,2.0,2023,23
2,7:48,3.0,10.0,DET 27,7.0,7.0,Geno Smith pass incomplete short right,2.54,1.67,2.0,2023,23
2,7:42,4.0,10.0,DET 27,7.0,7.0,Jason Myers 45 yard field goal no good,1.67,-1.27,2.0,2023,23
2,7:37,1.0,10.0,DET 35,7.0,7.0,David Montgomery left end for 5 yards (tackle by Quandre Diggs and Tyreke Smith),1.27,1.4,2.0,2023,23
2,7:06,2.0,5.0,DET 40,7.0,7.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 8 yards (tackle by Devon Witherspoon),1.4,2.13,2.0,2023,23
2,6:27,1.0,10.0,DET 48,7.0,7.0,David Montgomery right tackle for 1 yard (tackle by Cameron Young and Derick Hall),2.13,1.72,2.0,2023,23
2,5:45,2.0,9.0,DET 49,7.0,7.0,Jahmyr Gibbs right end for 4 yards (tackle by Devon Witherspoon and Jordyn Brooks),1.72,1.55,2.0,2023,23
2,5:05,3.0,5.0,SEA 47,7.0,7.0,"Jared Goff pass incomplete short middle intended for Marvin Jones. Penalty on Devon Witherspoon: Defensive Pass Interference, 11 yards (accepted) (no play)",1.55,3.18,2.0,2023,23
2,4:59,1.0,10.0,SEA 36,7.0,13.0,"Jared Goff pass complete deep right to Kalif Raymond for 36 yards, touchdown",3.18,7.0,2.0,2023,23
2,4:51,,,SEA 15,7.0,14.0,Riley Patterson kicks extra point good,0.0,0.0,2.0,2023,23
2,4:51,,,DET 35,7.0,14.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,23
2,4:51,1.0,10.0,SEA 25,7.0,14.0,Kenneth Walker up the middle for no gain (tackle by C.J. Gardner-Johnson),0.61,0.06,2.0,2023,23
2,4:12,2.0,10.0,SEA 25,7.0,14.0,Geno Smith pass complete short left to Tyler Lockett for 9 yards (tackle by Kerby Joseph),0.06,0.56,2.0,2023,23
2,3:30,3.0,1.0,SEA 34,7.0,14.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 16 yards (tackle by C.J. Gardner-Johnson),0.56,2.26,2.0,2023,23
2,2:53,1.0,10.0,DET 50,7.0,14.0,Kenneth Walker left end for 1 yard (tackle by Kerby Joseph),2.26,1.85,2.0,2023,23
2,2:25,2.0,9.0,DET 49,7.0,14.0,Geno Smith pass complete short left to Jake Bobo for 3 yards (tackle by Jerry Jacobs),1.85,1.55,2.0,2023,23
2,2:00,3.0,6.0,DET 46,7.0,14.0,Geno Smith scrambles for 3 yards (tackle by Charles Harris),1.55,0.4,2.0,2023,23
2,1:51,,,,,,Timeout #1 by Seattle Seahawks,,,2.0,2023,23
2,1:51,4.0,3.0,DET 43,7.0,14.0,Michael Dickson punts 37 yards downed by Jake Bobo,0.4,0.38,2.0,2023,23
2,1:44,1.0,10.0,DET 6,7.0,14.0,David Montgomery up the middle for 5 yards (tackle by Dre'Mont Jones and Bobby Wagner),-0.38,-0.42,2.0,2023,23
2,1:03,2.0,5.0,DET 11,7.0,14.0,Jared Goff pass incomplete short middle intended for Jahmyr Gibbs,-0.42,-0.84,2.0,2023,23
2,0:58,3.0,5.0,DET 11,7.0,14.0,"Jared Goff pass incomplete short middle. Penalty on Jonah Jackson: Offensive Holding, 10 yards (declined)",-0.84,-2.49,2.0,2023,23
2,0:52,4.0,5.0,DET 11,7.0,14.0,"Jack Fox punts 53 yards, fair catch by DeeJay Dallas at SEA-36",-2.49,-1.33,2.0,2023,23
2,0:44,1.0,10.0,SEA 36,7.0,14.0,"Geno Smith pass complete short left to Zach Charbonnet for 5 yards (tackle by Malcolm Rodriguez) Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",1.33,1.47,2.0,2023,23
2,0:37,,,,,,Timeout #2 by Seattle Seahawks,,,2.0,2023,23
2,0:37,2.0,5.0,SEA 41,7.0,14.0,Geno Smith pass complete short right to Tyler Lockett for 7 yards (tackle by Cameron Sutton),1.47,2.13,2.0,2023,23
2,0:21,1.0,10.0,SEA 48,7.0,14.0,Geno Smith pass complete short right to Noah Fant for 4 yards (tackle by Cameron Sutton),2.13,2.12,2.0,2023,23
2,0:15,,,,,,Timeout #3 by Seattle Seahawks,,,2.0,2023,23
2,0:15,2.0,6.0,DET 48,7.0,14.0,Geno Smith pass complete short right to Tyler Lockett for 10 yards (tackle by Cameron Sutton),2.12,3.05,2.0,2023,23
2,0:08,1.0,10.0,DET 38,7.0,14.0,Geno Smith spiked the ball,3.05,2.51,2.0,2023,23
2,0:07,2.0,10.0,DET 38,7.0,14.0,Jason Myers 56 yard field goal no good,2.51,-1.99,2.0,2023,23
2,0:02,1.0,10.0,DET 46,7.0,14.0,"Jared Goff pass complete deep left to Amon-Ra St. Brown for 39 yards. Amon-Ra St. Brown fumbles (forced by Tre Brown), recovered by Julian Love at SEA-6 and returned for 3 yards (tackle by Amon-Ra St. Brown and Sam LaPorta)",1.99,0.0,2.0,2023,23
3,15:00,,,SEA 35,7.0,14.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,23
3,15:00,1.0,10.0,DET 25,7.0,14.0,"David Montgomery up the middle for -2 yards. David Montgomery fumbles (forced by Uchenna Nwosu), recovered by Jarran Reed at DET-23 (tackle by Uchenna Nwosu)",0.61,-4.04,2.0,2023,23
3,14:54,1.0,10.0,DET 23,7.0,14.0,Geno Smith pass complete short right to Colby Parkinson for 20 yards (tackle by C.J. Gardner-Johnson),4.04,6.51,2.0,2023,23
3,14:22,1.0,3.0,DET 3,13.0,14.0,"Kenneth Walker left tackle for 3 yards, touchdown",6.51,7.0,2.0,2023,23
3,14:16,,,DET 15,14.0,14.0,Jason Myers kicks extra point good,0.0,0.0,2.0,2023,23
3,14:16,,,SEA 35,14.0,14.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,23
3,14:16,1.0,10.0,DET 25,14.0,14.0,Jared Goff pass complete deep left to Amon-Ra St. Brown for 27 yards (tackle by Julian Love),0.61,2.39,2.0,2023,23
3,13:37,1.0,10.0,SEA 48,14.0,14.0,"David Montgomery left end for 15 yards (tackle by Tre Brown). Penalty on Tre Brown: Face Mask (15 Yards), 15 yards (accepted)",2.39,4.37,2.0,2023,23
3,13:08,1.0,10.0,SEA 18,14.0,14.0,"Jared Goff pass complete short left to David Montgomery for no gain, touchdown. Penalty on Josh Reynolds: Offensive Pass Interference, 10 yards (accepted) (no play)",4.37,3.71,2.0,2023,23
3,12:53,1.0,20.0,SEA 28,14.0,14.0,Jahmyr Gibbs left end for 1 yard (tackle by Darrell Taylor),3.71,2.61,2.0,2023,23
3,12:16,2.0,19.0,SEA 27,14.0,14.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 14 yards (tackle by Coby Bryant),2.61,3.82,2.0,2023,23
3,11:51,3.0,5.0,SEA 13,14.0,14.0,David Montgomery right tackle for 2 yards (tackle by Bobby Wagner),3.82,2.8,2.0,2023,23
3,11:11,4.0,3.0,SEA 11,14.0,14.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 5 yards (tackle by Julian Love),2.8,5.83,2.0,2023,23
3,10:33,1.0,6.0,SEA 6,14.0,14.0,David Montgomery left tackle for -1 yards (tackle by Darrell Taylor and Jarran Reed),5.83,4.76,2.0,2023,23
3,9:55,2.0,7.0,SEA 7,14.0,14.0,Jared Goff pass complete short right to Sam LaPorta for 3 yards (tackle by Jordyn Brooks),4.76,4.49,2.0,2023,23
3,9:09,3.0,4.0,SEA 4,14.0,20.0,"David Montgomery up the middle for 4 yards, touchdown",4.49,7.0,2.0,2023,23
3,9:05,,,SEA 15,14.0,21.0,Riley Patterson kicks extra point good,0.0,0.0,2.0,2023,23
3,9:05,,,DET 35,14.0,21.0,"Jack Fox kicks off 57 yards, returned by DeeJay Dallas for 24 yards (tackle by Jalen Reeves-Maybin and Chase Lucas)",0.0,1.07,2.0,2023,23
3,8:59,1.0,10.0,SEA 32,14.0,21.0,Geno Smith pass complete short left to D.K. Metcalf for 5 yards (tackle by Cameron Sutton),1.07,1.2,2.0,2023,23
3,8:25,2.0,5.0,SEA 37,14.0,21.0,Kenneth Walker right end for 3 yards (tackle by Romeo Okwara and Derrick Barnes),1.2,0.89,2.0,2023,23
3,7:46,3.0,2.0,SEA 40,14.0,21.0,Geno Smith pass complete short left to Tyler Lockett for 1 yard (tackle by Brian Branch),0.89,-0.65,2.0,2023,23
3,7:12,4.0,1.0,SEA 41,14.0,21.0,Kenneth Walker up the middle for 3 yards (tackle by Aidan Hutchinson),-0.65,1.86,2.0,2023,23
3,6:38,1.0,10.0,SEA 44,14.0,21.0,Geno Smith pass complete short middle to D.K. Metcalf for 15 yards (tackle by Jack Campbell),1.86,2.85,2.0,2023,23
3,6:13,1.0,10.0,DET 41,14.0,21.0,Kenneth Walker left tackle for 7 yards (tackle by Jack Campbell and Alex Anzalone),2.85,3.25,2.0,2023,23
3,5:47,2.0,3.0,DET 34,14.0,21.0,Kenneth Walker up the middle for 11 yards (tackle by C.J. Gardner-Johnson and Jack Campbell),3.25,4.04,2.0,2023,23
3,5:13,1.0,10.0,DET 23,14.0,21.0,Geno Smith pass complete short left to Will Dissly for 16 yards (tackle by Kerby Joseph),4.04,5.6,2.0,2023,23
3,4:35,1.0,7.0,DET 7,14.0,21.0,Kenneth Walker left end for no gain (tackle by Alex Anzalone),5.6,4.76,2.0,2023,23
3,3:53,2.0,7.0,DET 7,14.0,21.0,", recovered by Geno Smith at DET-7 Geno Smith pass incomplete intended for D.K. Metcalf. Penalty on D.K. Metcalf: Offensive Facemask, 15 yards (offset) . Penalty on Kerby Joseph: Defensive Pass Interference, 15 yards (offset) (no play)",4.76,4.76,2.0,2023,23
3,3:42,2.0,7.0,DET 7,14.0,21.0,Geno Smith pass incomplete short left,4.76,3.81,2.0,2023,23
3,3:34,3.0,7.0,DET 7,14.0,21.0,Geno Smith pass incomplete short right intended for Jaxon Smith-Njigba (defended by Kerby Joseph),3.81,2.97,2.0,2023,23
3,3:30,4.0,7.0,DET 7,17.0,21.0,Jason Myers 25 yard field goal good,2.97,3.0,2.0,2023,23
3,3:27,,,SEA 35,17.0,21.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,23
3,3:27,1.0,10.0,DET 25,17.0,21.0,David Montgomery right tackle for 5 yards (tackle by Mario Edwards),0.61,0.74,2.0,2023,23
3,2:59,2.0,5.0,DET 30,17.0,21.0,Jared Goff pass complete short left to David Montgomery for 7 yards (tackle by Jordyn Brooks),0.74,1.4,2.0,2023,23
3,2:21,1.0,10.0,DET 37,17.0,21.0,Jahmyr Gibbs left end for 2 yards (tackle by Julian Love),1.4,1.13,2.0,2023,23
3,1:43,2.0,8.0,DET 39,17.0,21.0,Jared Goff pass complete short left to Jahmyr Gibbs for 6 yards (tackle by Jordyn Brooks),1.13,1.22,2.0,2023,23
3,1:07,3.0,2.0,DET 45,17.0,21.0,Jahmyr Gibbs up the middle for no gain (tackle by Bobby Wagner),1.22,-0.39,2.0,2023,23
3,0:33,4.0,2.0,DET 45,17.0,21.0,Jared Goff pass incomplete deep left intended for Josh Reynolds,-0.39,-2.59,2.0,2023,23
3,0:27,1.0,10.0,DET 45,17.0,21.0,"Penalty on Phil Haynes: False Start, 5 yards (accepted) (no play)",2.59,2.26,2.0,2023,23
3,0:27,1.0,15.0,DET 50,17.0,21.0,Geno Smith pass complete short left to Zach Charbonnet for 9 yards (tackle by Malcolm Rodriguez),2.26,2.58,2.0,2023,23
4,15:00,2.0,6.0,DET 41,17.0,21.0,Geno Smith pass complete short middle to Will Dissly for 13 yards (tackle by Kerby Joseph),2.58,3.71,2.0,2023,23
4,14:18,1.0,10.0,DET 28,17.0,21.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 6 yards (tackle by Jack Campbell),3.71,3.98,2.0,2023,23
4,13:58,2.0,4.0,DET 22,17.0,21.0,Zach Charbonnet up the middle for 5 yards (tackle by Jack Campbell and Alex Anzalone),3.98,4.44,2.0,2023,23
4,13:11,1.0,10.0,DET 17,17.0,21.0,"Geno Smith pass incomplete deep right. Penalty on Geno Smith: Intentional Grounding, 10 yards (accepted)",4.44,2.54,2.0,2023,23
4,13:11,2.0,20.0,DET 27,17.0,21.0,Geno Smith scrambles left end for 15 yards (tackle by Brian Branch),2.54,3.88,2.0,2023,23
4,12:36,3.0,5.0,DET 12,17.0,21.0,Geno Smith scrambles up the middle for no gain (no play),3.88,3.07,2.0,2023,23
4,12:01,,,,,,Timeout #1 by Seattle Seahawks,,,2.0,2023,23
4,12:01,3.0,10.0,DET 17,17.0,21.0,Geno Smith pass complete short right to Tyler Lockett for 12 yards (tackle by Jerry Jacobs),3.07,6.06,2.0,2023,23
4,11:28,1.0,5.0,DET 5,17.0,21.0,Zach Charbonnet right end for 2 yards (tackle by Kerby Joseph),6.06,5.53,2.0,2023,23
4,10:45,2.0,3.0,DET 3,23.0,21.0,"Geno Smith pass complete short left to Tyler Lockett for 3 yards, touchdown",5.53,7.0,2.0,2023,23
4,10:38,,,DET 15,24.0,21.0,Jason Myers kicks extra point good,0.0,0.0,2.0,2023,23
4,10:38,,,SEA 35,24.0,21.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,23
4,10:38,1.0,10.0,DET 25,24.0,21.0,Craig Reynolds right tackle for no gain (tackle by Derick Hall),0.61,0.06,2.0,2023,23
4,10:15,2.0,10.0,DET 25,24.0,21.0,Jared Goff pass complete short left to Jahmyr Gibbs for 7 yards (tackle by Bobby Wagner),0.06,0.3,2.0,2023,23
4,9:41,3.0,3.0,DET 32,24.0,21.0,Jared Goff pass complete short middle to Josh Reynolds for 8 yards (tackle by Julian Love),0.3,1.6,2.0,2023,23
4,9:05,1.0,10.0,DET 40,24.0,21.0,Jared Goff sacked by Tre Brown for -5 yards,1.6,0.38,2.0,2023,23
4,8:14,2.0,15.0,DET 35,30.0,21.0,"Jared Goff pass short left intended for Jahmyr Gibbs is intercepted by Tre Brown at DET-40 and returned for 40 yards, touchdown",0.38,-7.0,2.0,2023,23
4,8:04,,,DET 15,31.0,21.0,Jason Myers kicks extra point good,0.0,0.0,2.0,2023,23
4,8:04,,,SEA 35,31.0,21.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,23
4,8:04,1.0,10.0,DET 25,31.0,21.0,"Jared Goff pass complete short middle to Kalif Raymond for 10 yards (tackle by Quandre Diggs). Penalty on Darrell Taylor: Roughing the Passer, 15 yards (accepted)",0.61,2.26,2.0,2023,23
4,7:43,1.0,10.0,DET 50,31.0,21.0,Jared Goff pass incomplete deep left intended for Kalif Raymond (defended by Tre Brown),2.26,1.71,2.0,2023,23
4,7:38,2.0,10.0,DET 50,31.0,21.0,Jared Goff sacked by Dre'Mont Jones for -2 yards,1.71,0.76,2.0,2023,23
4,6:59,3.0,12.0,DET 48,31.0,21.0,Jared Goff pass complete short middle to Sam LaPorta for 12 yards (tackle by Bobby Wagner),0.76,2.92,2.0,2023,23
4,6:17,1.0,10.0,SEA 40,31.0,21.0,Jared Goff pass complete short right to Craig Reynolds for -2 yards (tackle by Cameron Young and Jordyn Brooks),2.92,2.1,2.0,2023,23
4,5:41,2.0,12.0,SEA 42,31.0,21.0,Craig Reynolds right tackle for 5 yards (tackle by Julian Love and Quandre Diggs),2.1,2.08,2.0,2023,23
4,4:56,3.0,7.0,SEA 37,31.0,21.0,Jahmyr Gibbs right tackle for 8 yards (tackle by Bobby Wagner),2.08,3.64,2.0,2023,23
4,4:35,1.0,10.0,SEA 29,31.0,21.0,Jared Goff pass complete short right to Sam LaPorta for 23 yards (tackle by Quandre Diggs),3.64,5.83,2.0,2023,23
4,3:49,1.0,6.0,SEA 6,31.0,21.0,Craig Reynolds up the middle for 2 yards (tackle by Jordyn Brooks and Devon Witherspoon),5.83,5.34,2.0,2023,23
4,3:12,2.0,4.0,SEA 4,31.0,27.0,"Jared Goff pass complete short middle to Josh Reynolds for 4 yards, touchdown",5.34,7.0,2.0,2023,23
4,3:08,,,SEA 15,31.0,28.0,Riley Patterson kicks extra point good,0.0,0.0,2.0,2023,23
4,3:08,,,DET 35,31.0,28.0,"Jack Fox kicks off 59 yards, returned by DeeJay Dallas for 22 yards (tackle by Jalen Reeves-Maybin and Jack Campbell)",0.0,0.81,2.0,2023,23
4,3:03,1.0,10.0,SEA 28,31.0,28.0,Geno Smith scrambles up the middle for 2 yards (tackle by Brian Branch),0.81,0.53,2.0,2023,23
4,2:21,2.0,8.0,SEA 30,31.0,28.0,Geno Smith pass incomplete short right intended for Colby Parkinson (defended by Aidan Hutchinson),0.53,-0.16,2.0,2023,23
4,2:17,3.0,8.0,SEA 30,31.0,28.0,"Geno Smith pass complete short middle to Colby Parkinson for no gain. Penalty on Colby Parkinson: Offensive Pass Interference, 10 yards (accepted) (no play)",-0.16,-1.48,2.0,2023,23
4,2:11,3.0,18.0,SEA 20,31.0,28.0,Geno Smith sacked by Alex Anzalone for -17 yards,-1.48,-2.49,2.0,2023,23
4,1:57,4.0,35.0,SEA 3,31.0,28.0,"Michael Dickson punts 64 yards, returned by Kalif Raymond for 17 yards (tackle by Jerrick Reed)",-2.49,-2.26,2.0,2023,23
4,1:44,1.0,10.0,DET 50,31.0,28.0,Jared Goff pass complete short right to Josh Reynolds for 12 yards (tackle by Julian Love),2.26,3.05,2.0,2023,23
4,1:06,1.0,10.0,SEA 38,31.0,28.0,Kalif Raymond right end for 11 yards (tackle by Julian Love),3.05,3.78,2.0,2023,23
4,0:38,1.0,10.0,SEA 27,31.0,28.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 4 yards (tackle by Jordyn Brooks),3.78,3.77,2.0,2023,23
4,0:26,,,,,,Timeout #1 by Detroit Lions,,,2.0,2023,23
4,0:26,2.0,6.0,SEA 23,31.0,28.0,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown,3.77,3.07,2.0,2023,23
4,0:23,3.0,6.0,SEA 23,31.0,28.0,Jared Goff pass complete short right to Jahmyr Gibbs for 3 yards (tackle by Julian Love),3.07,2.22,2.0,2023,23
4,0:03,,,,,,Timeout #2 by Detroit Lions,,,2.0,2023,23
4,0:03,4.0,3.0,SEA 20,31.0,31.0,Riley Patterson 38 yard field goal good,2.22,3.0,2.0,2023,23
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,,2.0,2023,23
OT,10:00,,,DET 35,31.0,31.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,23
OT,10:00,1.0,10.0,SEA 25,31.0,31.0,Geno Smith pass complete short middle to Noah Fant for 17 yards (tackle by Derrick Barnes and C.J. Gardner-Johnson),0.61,1.73,2.0,2023,23
OT,9:24,1.0,10.0,SEA 42,31.0,31.0,Geno Smith pass incomplete short left intended for Kenneth Walker,1.73,1.19,2.0,2023,23
OT,9:18,2.0,10.0,SEA 42,31.0,31.0,Geno Smith pass complete short right to Noah Fant for 4 yards (tackle by Derrick Barnes),1.19,1.03,2.0,2023,23
OT,8:38,3.0,6.0,SEA 46,31.0,31.0,Geno Smith pass complete deep middle to D.K. Metcalf for 16 yards (tackle by Jerry Jacobs and Kerby Joseph),1.03,3.05,2.0,2023,23
OT,8:09,1.0,10.0,DET 38,31.0,31.0,DeeJay Dallas up the middle for 3 yards (tackle by Aidan Hutchinson),3.05,2.91,2.0,2023,23
