Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Zack Moss,IND,18,88,1,4,54,3.0,34,1.9,2,9.0,2.0,2023,22
Anthony Richardson,IND,3,35,2,2,34,11.3,1,0.3,0,,2.0,2023,22
Gardner Minshew II,IND,2,3,0,0,1,0.5,2,1.0,0,,2.0,2023,22
Dameon Pierce,HOU,15,31,0,1,13,0.9,18,1.2,1,15.0,2.0,2023,22
Devin Singletary,HOU,4,14,0,0,10,2.5,4,1.0,0,,2.0,2023,22
C.J. Stroud,HOU,3,1,0,0,1,0.3,0,0.0,0,,2.0,2023,22
Andrew Beck,HOU,2,2,0,1,1,0.5,1,0.5,0,,2.0,2023,22
Dare Ogunbowale,HOU,2,4,0,1,1,0.5,3,1.5,0,,2.0,2023,22
