Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Sam Howell,WAS,2,13,0,11,2.0,2023,29
Brian Robinson Jr.,WAS,18,87,2,27,2.0,2023,29
Curtis Samuel,WAS,1,13,0,13,2.0,2023,29
Antonio Gibson,WAS,2,9,0,7,2.0,2023,29
Terry McLaurin,WAS,0,0,0,0,2.0,2023,29
John Bates,WAS,0,0,0,0,2.0,2023,29
Dyami Brown,WAS,0,0,0,0,2.0,2023,29
Jahan Dotson,WAS,0,0,0,0,2.0,2023,29
Logan Thomas,WAS,0,0,0,0,2.0,2023,29
Cole Turner,WAS,0,0,0,0,2.0,2023,29
Byron Pringle,WAS,0,0,0,0,2.0,2023,29
Russell Wilson,DEN,6,56,0,15,2.0,2023,29
Javonte Williams,DEN,12,44,0,15,2.0,2023,29
Marvin Mims,DEN,2,10,0,8,2.0,2023,29
Jaleel McLaughlin,DEN,1,5,1,5,2.0,2023,29
Samaje Perine,DEN,1,4,0,4,2.0,2023,29
Michael Burton,DEN,1,3,0,3,2.0,2023,29
Brandon Johnson,DEN,0,0,0,0,2.0,2023,29
Courtland Sutton,DEN,0,0,0,0,2.0,2023,29
Jerry Jeudy,DEN,0,0,0,0,2.0,2023,29
Lil'Jordan Humphrey,DEN,0,0,0,0,2.0,2023,29
Adam Trautman,DEN,0,0,0,0,2.0,2023,29
