Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Tua Tagovailoa,MIA,0,0,0,0,0,2.0,2023,30
Raheem Mostert,MIA,1,1,6,0,6,2.0,2023,30
Salvon Ahmed,MIA,3,3,28,0,19,2.0,2023,30
De'Von Achane,MIA,1,1,4,0,4,2.0,2023,30
Erik Ezukanma,MIA,1,0,0,0,0,2.0,2023,30
Tyreek Hill,MIA,9,5,40,1,15,2.0,2023,30
River Cracraft,MIA,2,2,34,0,22,2.0,2023,30
Braxton Berrios,MIA,3,2,28,0,18,2.0,2023,30
Durham Smythe,MIA,3,3,23,0,9,2.0,2023,30
Jaylen Waddle,MIA,6,4,86,0,32,2.0,2023,30
Mac Jones,NWE,0,0,0,0,0,2.0,2023,30
Rhamondre Stevenson,NWE,3,3,10,0,7,2.0,2023,30
Ezekiel Elliott,NWE,0,0,0,0,0,2.0,2023,30
DeVante Parker,NWE,8,6,57,0,14,2.0,2023,30
Hunter Henry,NWE,7,6,52,1,13,2.0,2023,30
Mike Gesicki,NWE,6,5,33,0,14,2.0,2023,30
Kendrick Bourne,NWE,9,4,29,0,13,2.0,2023,30
JuJu Smith-Schuster,NWE,6,5,28,0,12,2.0,2023,30
Demario Douglas,NWE,2,2,19,0,10,2.0,2023,30
Cole Strange,NWE,0,0,3,0,0,2.0,2023,30
Ty Montgomery,NWE,1,0,0,0,0,2.0,2023,30
