#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,CLE 25,1,0:09,0,Interception,0,Browns,2.0,2023,32
2,1,14:51,CLE 25,11,6:05,50,Field Goal,0,Browns,2.0,2023,32
3,1,8:07,PIT 19,4,1:29,-6,Missed FG,0,Browns,2.0,2023,32
4,1,4:14,CLE 5,8,3:52,53,Fumble,0,Browns,2.0,2023,32
5,1,0:08,PIT 23,4,1:06,23,Touchdown,0,Browns,2.0,2023,32
6,2,11:15,CLE 9,3,0:44,-2,Punt,0,Browns,2.0,2023,32
7,2,9:11,CLE 25,3,1:30,3,Punt,0,Browns,2.0,2023,32
8,2,6:05,CLE 25,3,0:57,-1,Punt,0,Browns,2.0,2023,32
9,2,2:46,CLE 25,7,2:24,38,Field Goal,0,Browns,2.0,2023,32
10,3,11:47,CLE 25,4,1:46,75,Touchdown,0,Browns,2.0,2023,32
11,3,7:30,CLE 20,8,3:31,28,Punt,0,Browns,2.0,2023,32
12,3,1:11,CLE 1,11,5:36,53,Fumble,0,Browns,2.0,2023,32
13,4,9:01,CLE 6,5,2:03,10,Fumble,0,Browns,2.0,2023,32
14,4,6:58,CLE 25,5,2:21,8,Punt,0,Browns,2.0,2023,32
15,4,2:55,CLE 25,7,1:55,26,Downs,0,Browns,2.0,2023,32
