Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bengals,-3.0,6.95,5.41,1.54,-5.5,-18.73,-13.46,-5.6,0.0,6.67,-3.05,3.05,1.18,4.8,0.69,2.0,2023,21
Ravens,3.0,18.73,13.46,5.6,0.0,-6.95,-5.41,-1.54,5.5,-6.67,-3.05,3.05,-4.8,-1.18,-0.69,2.0,2023,21
