0,1,week,year,game_id
Won Toss,Dolphins (deferred),2.0,2023,30
Roof,outdoors,2.0,2023,30
Surface,fieldturf,2.0,2023,30
Duration,3:00,2.0,2023,30
Attendance,64628,2.0,2023,30
Weather,"63 degrees, relative humidity 77%, wind 3 mph",2.0,2023,30
Vegas Line,Miami Dolphins -2.0,2.0,2023,30
Over/Under,46.5 (under),2.0,2023,30
