Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Justin Herbert,LAC,1,0,0,0,2.0,2023,25
Joshua Kelley,LAC,13,39,0,15,2.0,2023,25
Derius Davis,LAC,1,10,0,10,2.0,2023,25
Elijah Dotson,LAC,4,6,0,2,2.0,2023,25
Mike Williams,LAC,1,3,0,3,2.0,2023,25
Isaiah Spiller,LAC,1,3,0,3,2.0,2023,25
Keenan Allen,LAC,0,0,0,0,2.0,2023,25
Gerald Everett,LAC,0,0,0,0,2.0,2023,25
Stone Smartt,LAC,0,0,0,0,2.0,2023,25
Josh Palmer,LAC,0,0,0,0,2.0,2023,25
Quentin Johnston,LAC,0,0,0,0,2.0,2023,25
Donald Parham,LAC,0,0,0,0,2.0,2023,25
Ryan Tannehill,TEN,1,12,1,12,2.0,2023,25
Derrick Henry,TEN,25,80,1,23,2.0,2023,25
Tyjae Spears,TEN,8,49,0,14,2.0,2023,25
Treylon Burks,TEN,0,0,0,0,2.0,2023,25
Chris Moore,TEN,0,0,0,0,2.0,2023,25
DeAndre Hopkins,TEN,0,0,0,0,2.0,2023,25
Chigoziem Okonkwo,TEN,0,0,0,0,2.0,2023,25
Nick Westbrook-Ikhine,TEN,0,0,0,0,2.0,2023,25
Trevon Wesco,TEN,0,0,0,0,2.0,2023,25
