Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA,week,year,game_id
1.0,0:22,1.0,15.0,PIT 37,3.0,7.0,"Kenny Pickett pass complete short right to Gunner Olszewski for no gain. Gunner Olszewski fumbles, ball out of bounds at PIT-37 (forced by Denzel Ward), recovered by Grant Delpit at PIT-37 and returned for 14 yards. Grant Delpit fumbles, ball out of bounds at PIT-23 (forced by Pat Freiermuth). Grant Delpit fumbles out of bounds",1.4,-4.04,2.0,2023,32
1.0,0:08,1.0,10.0,PIT 23,3.0,7.0,Nick Chubb right guard for 3 yards (tackle by Alex Highsmith),4.04,3.9,2.0,2023,32
2.0,15:00,2.0,7.0,PIT 20,3.0,7.0,Deshaun Watson pass complete short middle to Amari Cooper for 12 yards (tackle by Keanu Neal),3.9,5.37,2.0,2023,32
2.0,14:27,1.0,8.0,PIT 8,3.0,7.0,Nick Chubb up the middle for 5 yards (tackle by Minkah Fitzpatrick and Cole Holcomb),5.37,5.53,2.0,2023,32
2.0,14:09,2.0,3.0,PIT 3,9.0,7.0,"Deshaun Watson pass complete short right to Jerome Ford for 3 yards, touchdown",5.53,7.0,2.0,2023,32
2.0,14:02,,,PIT 15,9.0,7.0,"Penalty on Patrick Peterson: Defensive Offside, 1 yard (accepted) (no play)",0.0,1.0,2.0,2023,32
2.0,14:02,,,PIT 2,11.0,7.0,"Two Point Attempt: Jerome Ford rushes, conversion succeeds.",1.0,1.0,2.0,2023,32
2.0,14:02,,,CLE 35,11.0,7.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,32
2.0,14:02,1.0,10.0,PIT 25,11.0,7.0,Kenny Pickett pass complete short middle to Allen Robinson for 5 yards (tackle by Sione Takitaki),0.61,0.74,2.0,2023,32
2.0,13:28,2.0,5.0,PIT 30,11.0,7.0,Najee Harris up the middle for 2 yards (tackle by Maurice Hurst and Shelby Harris),0.74,0.3,2.0,2023,32
2.0,12:48,3.0,3.0,PIT 32,11.0,7.0,Kenny Pickett pass complete short left to Jaylen Warren for 30 yards (tackle by Juan Thornhill),0.3,3.05,2.0,2023,32
2.0,12:22,1.0,10.0,CLE 38,11.0,7.0,Jaylen Warren up the middle for -2 yards (tackle by Za'Darius Smith and Shelby Harris),3.05,2.24,2.0,2023,32
2.0,11:39,2.0,12.0,CLE 40,11.0,7.0,Kenny Pickett pass incomplete short left intended for Calvin Austin,2.24,1.55,2.0,2023,32
2.0,11:34,3.0,12.0,CLE 40,11.0,7.0,Kenny Pickett pass incomplete deep left intended for Calvin Austin,1.55,0.59,2.0,2023,32
2.0,11:27,4.0,12.0,CLE 40,11.0,7.0,Pressley Harvin punts 31 yards downed by James Pierre,0.59,0.38,2.0,2023,32
2.0,11:15,1.0,10.0,CLE 9,11.0,7.0,Deshaun Watson pass incomplete short middle intended for Harrison Bryant,-0.38,-0.78,2.0,2023,32
2.0,11:11,2.0,10.0,CLE 9,11.0,7.0,"Deshaun Watson sacked by DeMarvin Leal for -2 yards. Penalty on Ethan Pocic: Offensive Holding, 10 yards (declined)",-0.78,-1.65,2.0,2023,32
2.0,10:47,3.0,12.0,CLE 7,11.0,7.0,Deshaun Watson pass incomplete short right intended for Jerome Ford,-1.65,-2.49,2.0,2023,32
2.0,10:44,4.0,12.0,CLE 7,11.0,7.0,"Corey Bojorquez punts 46 yards, returned by Calvin Austin for 14 yards (tackle by Rodney McLeod)",-2.49,-2.98,2.0,2023,32
2.0,10:31,1.0,10.0,CLE 39,11.0,7.0,Najee Harris right end for 5 yards (tackle by Grant Delpit),2.98,3.12,2.0,2023,32
2.0,10:00,2.0,5.0,CLE 34,11.0,7.0,Kenny Pickett pass complete short left to Najee Harris for no gain (tackle by Anthony Walker),3.12,2.41,2.0,2023,32
2.0,9:19,3.0,5.0,CLE 34,11.0,7.0,Kenny Pickett pass incomplete short middle intended for George Pickens,2.41,1.07,2.0,2023,32
2.0,9:14,4.0,5.0,CLE 34,11.0,10.0,Chris Boswell 52 yard field goal good,1.07,3.0,2.0,2023,32
2.0,9:11,,,PIT 35,11.0,10.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,32
2.0,9:11,1.0,10.0,CLE 25,11.0,10.0,Jerome Ford right guard for 4 yards (tackle by Alex Highsmith and Cole Holcomb),0.61,0.6,2.0,2023,32
2.0,8:37,2.0,6.0,CLE 29,11.0,10.0,Deshaun Watson left guard for -1 yards (tackle by Alex Highsmith and T.J. Watt),0.6,-0.23,2.0,2023,32
2.0,7:54,3.0,7.0,CLE 28,11.0,10.0,Deshaun Watson pass incomplete deep left intended for Elijah Moore,-0.23,-1.5,2.0,2023,32
2.0,7:48,4.0,7.0,CLE 28,11.0,10.0,"Corey Bojorquez punts 54 yards, fair catch by Calvin Austin at PIT-18",-1.5,-0.04,2.0,2023,32
2.0,7:41,1.0,10.0,PIT 18,11.0,10.0,Najee Harris up the middle for no gain (tackle by Myles Garrett and Grant Delpit),0.04,-0.49,2.0,2023,32
2.0,7:05,2.0,10.0,PIT 18,11.0,10.0,Kenny Pickett pass incomplete short left intended for Najee Harris,-0.49,-1.17,2.0,2023,32
2.0,6:59,3.0,10.0,PIT 18,11.0,10.0,Kenny Pickett pass complete short middle to Jaylen Warren for 11 yards (tackle by Greg Newsome),-1.17,0.87,2.0,2023,32
2.0,6:16,1.0,10.0,PIT 29,11.0,16.0,"Kenny Pickett pass complete deep middle to George Pickens for 71 yards, touchdown",0.87,7.0,2.0,2023,32
2.0,6:05,,,CLE 15,11.0,16.0,"Penalty on Jordan Elliott: Neutral Zone Infraction, 1 yard (accepted) (no play)",0.0,1.0,2.0,2023,32
2.0,6:05,,,CLE 1,11.0,16.0,"Two Point Attempt: Najee Harris rushes, conversion fails.",1.0,-1.0,2.0,2023,32
2.0,6:05,,,PIT 35,11.0,16.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,32
2.0,6:05,1.0,10.0,CLE 25,11.0,16.0,Deshaun Watson pass incomplete short middle intended for Amari Cooper (defended by Minkah Fitzpatrick),0.61,0.06,2.0,2023,32
2.0,6:02,2.0,10.0,CLE 25,11.0,16.0,Jerome Ford left tackle for -1 yards (tackle by Kwon Alexander),0.06,-0.76,2.0,2023,32
2.0,5:25,3.0,11.0,CLE 24,11.0,16.0,Deshaun Watson pass incomplete short right intended for Elijah Moore,-0.76,-1.77,2.0,2023,32
2.0,5:16,4.0,11.0,CLE 24,11.0,16.0,"Corey Bojorquez punts 44 yards, fair catch by Calvin Austin at PIT-32. Penalty on Mike Ford: Unnecessary Roughness / Defense, 15 yards (accepted)",-1.77,-2.06,2.0,2023,32
2.0,5:08,1.0,10.0,PIT 47,11.0,16.0,Kenny Pickett pass complete short left to Pat Freiermuth for 2 yards (tackle by Jeremiah Owusu-Koramoah),2.06,1.79,2.0,2023,32
2.0,4:30,2.0,8.0,PIT 49,11.0,16.0,Najee Harris right tackle for no gain (tackle by Anthony Walker),1.79,1.09,2.0,2023,32
2.0,3:52,3.0,8.0,PIT 49,11.0,16.0,Kenny Pickett pass complete short right to Calvin Austin for 10 yards (tackle by Denzel Ward),1.09,2.85,2.0,2023,32
2.0,3:10,1.0,10.0,CLE 41,11.0,16.0,Kenny Pickett pass incomplete short right intended for Jaylen Warren,2.85,2.31,2.0,2023,32
2.0,3:03,2.0,10.0,CLE 41,11.0,16.0,Kenny Pickett pass incomplete short right intended for George Pickens,2.31,1.62,2.0,2023,32
2.0,3:00,3.0,10.0,CLE 41,11.0,16.0,Kenny Pickett pass incomplete short left intended for George Pickens (defended by Martin Emerson),1.62,0.53,2.0,2023,32
2.0,2:46,4.0,10.0,CLE 41,11.0,16.0,"Pressley Harvin punts 41 yards, touchback.. Penalty on Connor Heyward: Illegal Formation, 5 yards (accepted)",0.53,-0.61,2.0,2023,32
2.0,2:46,1.0,10.0,CLE 25,11.0,16.0,"Deshaun Watson scrambles right end for no gain (tackle by Larry Ogunjobi). Penalty on Jedrick Wills: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,2.0,2023,32
2.0,2:18,1.0,20.0,CLE 15,11.0,16.0,Deshaun Watson pass complete short right to David Njoku for 29 yards (tackle by Keanu Neal),-0.41,1.86,2.0,2023,32
2.0,2:00,1.0,10.0,CLE 44,11.0,16.0,Deshaun Watson pass incomplete short left intended for Amari Cooper (defended by Chandon Sullivan),1.86,1.32,2.0,2023,32
2.0,1:55,2.0,10.0,CLE 44,11.0,16.0,Deshaun Watson pass complete short right to Jerome Ford for 8 yards (tackle by Kwon Alexander),1.32,1.69,2.0,2023,32
2.0,1:49,3.0,2.0,PIT 48,11.0,16.0,"Deshaun Watson pass incomplete short left intended for Amari Cooper. Penalty on Chandon Sullivan: Face Mask (15 Yards), 15 yards (accepted) (no play)",1.69,3.38,2.0,2023,32
2.0,1:43,1.0,10.0,PIT 33,11.0,16.0,Jerome Ford right tackle for 3 yards (tackle by Montravius Adams and T.J. Watt),3.38,3.24,2.0,2023,32
2.0,1:08,2.0,7.0,PIT 30,11.0,16.0,Deshaun Watson pass incomplete short middle intended for Donovan Peoples-Jones (defended by T.J. Watt),3.24,2.54,2.0,2023,32
2.0,1:03,3.0,7.0,PIT 30,11.0,16.0,Deshaun Watson sacked by T.J. Watt for -7 yards,2.54,0.79,2.0,2023,32
2.0,0:27,,,,,,Timeout #1 by Pittsburgh Steelers,,,2.0,2023,32
2.0,0:27,4.0,14.0,PIT 37,14.0,16.0,Dustin Hopkins 55 yard field goal good,0.79,3.0,2.0,2023,32
2.0,0:22,,,CLE 35,14.0,16.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,32
2.0,0:22,1.0,10.0,PIT 25,14.0,16.0,Kenny Pickett kneels for -1 yards,0.61,-0.07,2.0,2023,32
3.0,15:00,,,CLE 35,14.0,16.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,32
3.0,15:00,1.0,10.0,PIT 25,14.0,16.0,Kenny Pickett pass incomplete short right intended for Najee Harris (defended by Rodney McLeod),0.61,0.06,2.0,2023,32
3.0,14:54,2.0,10.0,PIT 25,14.0,16.0,Kenny Pickett pass incomplete deep left intended for Calvin Austin,0.06,-0.62,2.0,2023,32
3.0,14:47,3.0,10.0,PIT 25,14.0,16.0,Kenny Pickett pass complete deep middle to George Pickens for 25 yards (tackle by Jeremiah Owusu-Koramoah),-0.62,2.26,2.0,2023,32
3.0,14:31,1.0,10.0,PIT 50,14.0,16.0,Jaylen Warren left guard for 5 yards (tackle by Grant Delpit and Ogbonnia Okoronkwo),2.26,2.39,2.0,2023,32
3.0,13:40,2.0,5.0,CLE 45,14.0,16.0,Jaylen Warren right tackle for 6 yards (tackle by Anthony Walker),2.39,2.98,2.0,2023,32
3.0,13:06,1.0,10.0,CLE 39,14.0,16.0,Jaylen Warren right end for no gain (tackle by Denzel Ward),2.98,2.44,2.0,2023,32
3.0,12:26,2.0,10.0,CLE 39,14.0,16.0,Kenny Pickett pass complete short right to George Pickens for 8 yards (tackle by Denzel Ward),2.44,2.81,2.0,2023,32
3.0,11:57,3.0,2.0,CLE 31,14.0,16.0,Kenny Pickett pass incomplete short right intended for George Pickens (defended by Denzel Ward),2.81,1.4,2.0,2023,32
3.0,11:51,4.0,2.0,CLE 31,14.0,19.0,Chris Boswell 50 yard field goal good,1.4,3.0,2.0,2023,32
3.0,11:47,,,PIT 35,14.0,19.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,32
3.0,11:47,1.0,10.0,CLE 25,14.0,19.0,Deshaun Watson pass complete short middle to David Njoku for 5 yards (tackle by Elandon Roberts),0.61,0.74,2.0,2023,32
3.0,10:52,2.0,5.0,CLE 30,14.0,19.0,"Jerome Ford for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Jerome Ford right end for 69 yards (tackle by Minkah Fitzpatrick)",0.74,6.97,2.0,2023,32
3.0,10:35,1.0,1.0,PIT 1,14.0,19.0,Pierre Strong left tackle for no gain (tackle by Elandon Roberts),6.97,5.91,2.0,2023,32
3.0,10:05,2.0,1.0,PIT 1,20.0,19.0,"Pierre Strong left guard for 1 yard, touchdown",5.91,7.0,2.0,2023,32
3.0,10:01,,,PIT 2,22.0,19.0,"Two Point Attempt: Deshaun Watson rushes, conversion succeeds.",1.0,1.0,2.0,2023,32
3.0,10:01,,,CLE 35,22.0,19.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,32
3.0,10:01,1.0,10.0,PIT 25,22.0,19.0,Kenny Pickett pass incomplete short left intended for George Pickens (defended by Shelby Harris),0.61,0.06,2.0,2023,32
3.0,9:58,2.0,10.0,PIT 25,22.0,19.0,Kenny Pickett pass complete deep right to George Pickens for 23 yards (tackle by Juan Thornhill),0.06,2.13,2.0,2023,32
3.0,9:30,1.0,10.0,PIT 48,22.0,19.0,Kenny Pickett sacked by and Shelby Harris for -11 yards and Maurice Hurst for -11 yards,2.13,0.1,2.0,2023,32
3.0,8:46,2.0,21.0,PIT 37,22.0,19.0,Kenny Pickett pass complete short right to Miles Boykin for 5 yards (tackle by Greg Newsome),0.1,0.1,2.0,2023,32
3.0,8:24,3.0,16.0,PIT 42,22.0,19.0,Kenny Pickett pass complete short right to Jaylen Warren for 10 yards (tackle by Mike Ford and Ogbonnia Okoronkwo),0.1,0.07,2.0,2023,32
3.0,7:42,4.0,6.0,CLE 48,22.0,19.0,"Pressley Harvin punts 48 yards, touchback.",0.07,-0.28,2.0,2023,32
3.0,7:30,1.0,10.0,CLE 20,22.0,19.0,Elijah Moore left tackle for 5 yards (tackle by Nick Herbig and Larry Ogunjobi),0.28,0.41,2.0,2023,32
3.0,7:07,2.0,5.0,CLE 25,22.0,19.0,Deshaun Watson scrambles right end for 12 yards (tackle by Damontae Kazee),0.41,1.4,2.0,2023,32
3.0,6:38,1.0,10.0,CLE 37,22.0,19.0,Deshaun Watson pass incomplete short right intended for Donovan Peoples-Jones,1.4,0.86,2.0,2023,32
3.0,6:35,2.0,10.0,CLE 37,22.0,19.0,Deshaun Watson pass complete short middle to Amari Cooper for 7 yards (tackle by Chandon Sullivan),0.86,1.09,2.0,2023,32
3.0,5:53,3.0,3.0,CLE 44,22.0,19.0,Deshaun Watson pass complete short left to David Bell for 5 yards (tackle by Levi Wallace),1.09,2.19,2.0,2023,32
3.0,5:16,1.0,10.0,CLE 49,22.0,19.0,Deshaun Watson pass incomplete deep left intended for Marquise Goodwin,2.19,1.65,2.0,2023,32
3.0,5:07,2.0,10.0,CLE 49,22.0,19.0,"Deshaun Watson left end for no gain (tackle by Kwon Alexander). Penalty on Deshaun Watson: Unnecessary Roughness / Offense, 15 yards (accepted)",1.65,-1.02,2.0,2023,32
3.0,5:01,3.0,25.0,CLE 34,22.0,19.0,Deshaun Watson pass complete short middle to Jerome Ford for 14 yards (tackle by Cole Holcomb),-1.02,-0.19,2.0,2023,32
3.0,4:08,4.0,11.0,CLE 48,22.0,19.0,"Corey Bojorquez punts 52 yards, touchback.",-0.19,-0.28,2.0,2023,32
3.0,3:59,1.0,10.0,PIT 20,22.0,19.0,Najee Harris left end for 21 yards (tackle by Grant Delpit),0.28,1.66,2.0,2023,32
3.0,3:23,1.0,10.0,PIT 41,22.0,19.0,Najee Harris left tackle for 17 yards (tackle by Cameron Mitchell),1.66,2.79,2.0,2023,32
3.0,2:45,1.0,10.0,CLE 42,22.0,19.0,Jaylen Warren right tackle for 3 yards (tackle by Maurice Hurst and Jordan Elliott),2.79,2.65,2.0,2023,32
3.0,2:11,2.0,7.0,CLE 39,22.0,19.0,Calvin Austin right tackle for -2 yards (tackle by Jeremiah Owusu-Koramoah and Alex Wright),2.65,1.68,2.0,2023,32
3.0,1:24,3.0,9.0,CLE 41,22.0,19.0,Kenny Pickett pass incomplete short middle intended for Jaylen Warren (defended by Maurice Hurst),1.68,0.53,2.0,2023,32
3.0,1:19,,,,,,Timeout #1 by Cleveland Browns,,,2.0,2023,32
3.0,1:19,4.0,9.0,CLE 41,22.0,19.0,Pressley Harvin punts 40 yards out of bounds,0.53,0.38,2.0,2023,32
3.0,1:11,1.0,10.0,CLE 1,22.0,19.0,Jerome Ford left guard for 2 yards (tackle by Armon Watts),-0.38,-0.63,2.0,2023,32
3.0,0:35,2.0,8.0,CLE 3,22.0,19.0,Deshaun Watson pass complete short left to Jordan Akins for 2 yards (tackle by Levi Wallace and Keanu Neal),-0.63,-0.95,2.0,2023,32
4.0,15:00,3.0,6.0,CLE 5,22.0,19.0,"Deshaun Watson pass complete deep left to Amari Cooper for 18 yards (tackle by Levi Wallace) PIT challenged the pass completion ruling, and the play was upheld.",-0.95,0.48,2.0,2023,32
4.0,14:38,1.0,10.0,CLE 23,22.0,19.0,Jerome Ford right guard for no gain (tackle by Larry Ogunjobi and Keanu Neal),0.48,-0.07,2.0,2023,32
4.0,14:01,2.0,10.0,CLE 23,22.0,19.0,Deshaun Watson pass complete deep middle to Amari Cooper for 23 yards (tackle by Levi Wallace),-0.07,1.99,2.0,2023,32
4.0,13:21,1.0,10.0,CLE 46,22.0,19.0,Jerome Ford up the middle for 4 yards (tackle by Armon Watts and DeMarvin Leal),1.99,1.99,2.0,2023,32
4.0,12:54,2.0,6.0,CLE 50,22.0,19.0,Jerome Ford left guard for 7 yards (tackle by Kwon Alexander),1.99,2.72,2.0,2023,32
4.0,12:21,1.0,10.0,PIT 43,22.0,19.0,Jerome Ford left tackle for 7 yards (tackle by Keanu Neal),2.72,3.12,2.0,2023,32
4.0,11:58,2.0,3.0,PIT 36,22.0,19.0,Jerome Ford right guard for 1 yard (tackle by Keeanu Benton and Nick Herbig),3.12,2.54,2.0,2023,32
4.0,11:28,3.0,2.0,PIT 35,22.0,19.0,"Jerome Ford left tackle for 1 yard (tackle by Damontae Kazee). Penalty on Ethan Pocic: Offensive Holding, 10 yards (accepted)",2.54,1.22,2.0,2023,32
4.0,11:21,3.0,12.0,PIT 45,22.0,19.0,"Deshaun Watson scrambles left end for no gain (tackle by Montravius Adams and Levi Wallace). Penalty on Deshaun Watson: Offensive Facemask, 15 yards (accepted) (no play)",1.22,-0.69,2.0,2023,32
4.0,10:46,3.0,27.0,CLE 41,22.0,19.0,"Deshaun Watson pass complete short middle to David Njoku for 13 yards. David Njoku fumbles (forced by Cole Holcomb) (tackle by Keanu Neal), recovered by Damontae Kazee at PIT-44 (tackle by Pierre Strong)",-0.69,-1.86,2.0,2023,32
4.0,10:35,1.0,10.0,PIT 44,22.0,19.0,Kenny Pickett pass incomplete short right,1.86,1.32,2.0,2023,32
4.0,10:29,2.0,10.0,PIT 44,22.0,19.0,Najee Harris left tackle for no gain (tackle by Grant Delpit),1.32,0.63,2.0,2023,32
4.0,9:41,3.0,10.0,PIT 44,22.0,19.0,Kenny Pickett sacked by Sione Takitaki for -11 yards,0.63,-1.18,2.0,2023,32
4.0,9:14,4.0,21.0,PIT 33,22.0,19.0,Pressley Harvin punts 61 yards downed by James Pierre,-1.18,0.38,2.0,2023,32
4.0,9:01,1.0,10.0,CLE 6,22.0,19.0,Jerome Ford right guard for -3 yards (tackle by Cole Holcomb and Alex Highsmith),-0.38,-1.0,2.0,2023,32
4.0,8:25,2.0,13.0,CLE 3,22.0,19.0,Deshaun Watson pass incomplete deep left intended for Amari Cooper,-1.0,-1.77,2.0,2023,32
4.0,8:18,3.0,13.0,CLE 3,22.0,19.0,Deshaun Watson pass complete deep left to Elijah Moore for 16 yards,-1.77,0.15,2.0,2023,32
4.0,7:53,1.0,10.0,CLE 19,22.0,19.0,Jerome Ford left tackle for 1 yard (tackle by Kwon Alexander and Alex Highsmith),0.15,-0.2,2.0,2023,32
4.0,7:06,2.0,9.0,CLE 20,22.0,25.0,"Deshaun Watson sacked by Alex Highsmith for -4 yards. Deshaun Watson fumbles (forced by Alex Highsmith), recovered by T.J. Watt at CLE-16 and returned for 16 yards, touchdown",-0.2,-7.0,2.0,2023,32
4.0,6:58,,,CLE 15,22.0,26.0,Chris Boswell kicks extra point good,0.0,0.0,2.0,2023,32
4.0,6:58,,,PIT 35,22.0,26.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,2.0,2023,32
4.0,6:58,1.0,10.0,CLE 25,22.0,26.0,Jerome Ford left end for 9 yards (tackle by Kwon Alexander),0.61,1.28,2.0,2023,32
4.0,6:21,2.0,1.0,CLE 34,22.0,26.0,Jerome Ford up the middle for 2 yards (tackle by Nick Herbig),1.28,1.33,2.0,2023,32
4.0,5:38,1.0,10.0,CLE 36,22.0,26.0,Deshaun Watson pass incomplete short middle intended for Pierre Strong (defended by Patrick Peterson),1.33,0.79,2.0,2023,32
4.0,5:33,2.0,10.0,CLE 36,22.0,26.0,Deshaun Watson sacked by Markus Golden for -3 yards,0.79,-0.3,2.0,2023,32
